	time(s)		A (um-2)
   2.1743895e-02   3.2009545e+01
   2.2250888e-02   3.1925726e+01
   2.2769703e-02   3.1848277e+01
   2.3300614e-02   3.1776868e+01
   2.3843905e-02   3.1711171e+01
   2.4399863e-02   3.1650865e+01
   2.4968784e-02   3.1595637e+01
   2.5550971e-02   3.1545181e+01
   2.6146732e-02   3.1499196e+01
   2.6756384e-02   3.1457394e+01
   2.7380252e-02   3.1419491e+01
   2.8018666e-02   3.1385217e+01
   2.8671965e-02   3.1354308e+01
   2.9340497e-02   3.1326514e+01
   3.0024617e-02   3.1301592e+01
   3.0724688e-02   3.1279311e+01
   3.1441083e-02   3.1259453e+01
   3.2174182e-02   3.1241810e+01
   3.2924373e-02   3.1226185e+01
   3.3692057e-02   3.1212392e+01
   3.4477641e-02   3.1200258e+01
   3.5281541e-02   3.1189620e+01
   3.6104186e-02   3.1180327e+01
   3.6946012e-02   3.1172238e+01
   3.7807467e-02   3.1165223e+01
   3.8689007e-02   3.1159164e+01
   3.9591103e-02   3.1153950e+01
   4.0514232e-02   3.1149481e+01
   4.1458885e-02   3.1145667e+01
   4.2425564e-02   3.1142425e+01
   4.3414783e-02   3.1139681e+01
   4.4427067e-02   3.1137369e+01
   4.5462955e-02   3.1135430e+01
   4.6522995e-02   3.1133811e+01
   4.7607752e-02   3.1132466e+01
   4.8717802e-02   3.1131353e+01
   4.9853735e-02   3.1130438e+01
   5.1016153e-02   3.1129689e+01
   5.2205675e-02   3.1129078e+01
   5.3422933e-02   3.1128584e+01
   5.4668573e-02   3.1128185e+01
   5.5943257e-02   3.1127866e+01
   5.7247662e-02   3.1127612e+01
   5.8582482e-02   3.1127410e+01
   5.9948425e-02   3.1127251e+01
   6.1346217e-02   3.1127127e+01
   6.2776601e-02   3.1127031e+01
   6.4240337e-02   3.1126956e+01
   6.5738201e-02   3.1126899e+01
   6.7270991e-02   3.1126855e+01
   6.8839521e-02   3.1126822e+01
   7.0444623e-02   3.1126797e+01
   7.2087150e-02   3.1126779e+01
   7.3767976e-02   3.1126765e+01
   7.5487993e-02   3.1126755e+01
   7.7248115e-02   3.1126747e+01
   7.9049276e-02   3.1126742e+01
   8.0892435e-02   3.1126738e+01
   8.2778570e-02   3.1126735e+01
   8.4708683e-02   3.1126733e+01
   8.6683799e-02   3.1126732e+01
   8.8704969e-02   3.1126731e+01
   9.0773265e-02   3.1126731e+01
   9.2889787e-02   3.1126730e+01
   9.5055659e-02   3.1126730e+01
   9.7272032e-02   3.1126730e+01
   9.9540083e-02   3.1126729e+01
   1.0186102e-01   3.1126729e+01
   1.0423607e-01   3.1126729e+01
   1.0666650e-01   3.1126729e+01
   1.0915359e-01   3.1126729e+01
   1.1169868e-01   3.1126729e+01
   1.1430311e-01   3.1126729e+01
   1.1696827e-01   3.1126729e+01
   1.1969557e-01   3.1126729e+01
   1.2248646e-01   3.1126729e+01
   1.2534243e-01   3.1126729e+01
   1.2826498e-01   3.1126729e+01
   1.3125568e-01   3.1126729e+01
   1.3431612e-01   3.1126729e+01
   1.3744791e-01   3.1126729e+01
   1.4065272e-01   3.1126729e+01
   1.4393226e-01   3.1126729e+01
   1.4728827e-01   3.1126729e+01
   1.5072253e-01   3.1126729e+01
   1.5423686e-01   3.1126729e+01
   1.5783314e-01   3.1126729e+01
   1.6151327e-01   3.1126729e+01
   1.6527921e-01   3.1126729e+01
   1.6913295e-01   3.1126729e+01
   1.7307655e-01   3.1126729e+01
   1.7711211e-01   3.1126729e+01
   1.8124175e-01   3.1126729e+01
   1.8546769e-01   3.1126729e+01
   1.8979216e-01   3.1126729e+01
   1.9421747e-01   3.1126729e+01
   1.9874595e-01   3.1126729e+01
   2.0338003e-01   3.1126729e+01
   2.0812216e-01   3.1126729e+01
   2.1297485e-01   3.1126729e+01
   2.1794070e-01   3.1126729e+01
   2.2302233e-01   3.1126729e+01
   2.2822245e-01   3.1126729e+01
   2.3354381e-01   3.1126729e+01
   2.3898926e-01   3.1126729e+01
   2.4456167e-01   3.1126729e+01
   2.5026401e-01   3.1126729e+01
   2.5609931e-01   3.1126729e+01
   2.6207067e-01   3.1126729e+01
   2.6818126e-01   3.1126729e+01
   2.7443433e-01   3.1126729e+01
   2.8083320e-01   3.1126729e+01
   2.8738127e-01   3.1126729e+01
   2.9408202e-01   3.1126729e+01
   3.0093900e-01   3.1126729e+01
   3.0795587e-01   3.1126729e+01
   3.1513635e-01   3.1126729e+01
   3.2248425e-01   3.1126729e+01
   3.3000348e-01   3.1126729e+01
   3.3769803e-01   3.1126729e+01
   3.4557199e-01   3.1126729e+01
   3.5362955e-01   3.1126729e+01
   3.6187498e-01   3.1126729e+01
   3.7031267e-01   3.1126729e+01
   3.7894709e-01   3.1126729e+01
   3.8778284e-01   3.1126729e+01
   3.9682461e-01   3.1126729e+01
   4.0607720e-01   3.1126729e+01
   4.1554553e-01   3.1126729e+01
   4.2523463e-01   3.1126729e+01
   4.3514965e-01   3.1126729e+01
   4.4529585e-01   3.1126729e+01
   4.5567863e-01   3.1126729e+01
   4.6630349e-01   3.1126729e+01
   4.7717609e-01   3.1126729e+01
   4.8830221e-01   3.1126729e+01
   4.9968775e-01   3.1126729e+01
   5.1133875e-01   3.1126729e+01
   5.2326142e-01   3.1126729e+01
   5.3546209e-01   3.1126729e+01
   5.4794723e-01   3.1126729e+01
   5.6072349e-01   3.1126729e+01
   5.7379764e-01   3.1126729e+01
   5.8717664e-01   3.1126729e+01
   6.0086759e-01   3.1126729e+01
   6.1487777e-01   3.1126729e+01
   6.2921461e-01   3.1126729e+01
   6.4388574e-01   3.1126729e+01
   6.5889896e-01   3.1126729e+01
   6.7426222e-01   3.1126729e+01
   6.8998371e-01   3.1126729e+01
   7.0607177e-01   3.1126729e+01
   7.2253495e-01   3.1126729e+01
   7.3938199e-01   3.1126729e+01
   7.5662185e-01   3.1126729e+01
   7.7426368e-01   3.1126729e+01
   7.9231686e-01   3.1126729e+01
   8.1079098e-01   3.1126729e+01
   8.2969585e-01   3.1126729e+01
   8.4904152e-01   3.1126729e+01
   8.6883826e-01   3.1126729e+01
   8.8909660e-01   3.1126729e+01
   9.0982729e-01   3.1126729e+01
   9.3104135e-01   3.1126729e+01
   9.5275005e-01   3.1126729e+01
   9.7496492e-01   3.1126729e+01
   9.9769776e-01   3.1126729e+01
   1.0209607e+00   3.1126729e+01
   1.0447660e+00   3.1126729e+01
   1.0691263e+00   3.1126729e+01
   1.0940547e+00   3.1126729e+01
   1.1195643e+00   3.1126729e+01
   1.1456687e+00   3.1126729e+01
   1.1723818e+00   3.1126729e+01
   1.1997177e+00   3.1126729e+01
   1.2276910e+00   3.1126729e+01
   1.2563166e+00   3.1126729e+01
   1.2856096e+00   3.1126729e+01
   1.3155856e+00   3.1126729e+01
   1.3462606e+00   3.1126729e+01
   1.3776508e+00   3.1126729e+01
   1.4097729e+00   3.1126729e+01
   1.4426440e+00   3.1126729e+01
   1.4762815e+00   3.1126729e+01
   1.5107033e+00   3.1126729e+01
   1.5459277e+00   3.1126729e+01
   1.5819735e+00   3.1126729e+01
   1.6188597e+00   3.1126729e+01
   1.6566060e+00   3.1126729e+01
   1.6952323e+00   3.1126729e+01
   1.7347594e+00   3.1126729e+01
   1.7752080e+00   3.1126729e+01
   1.8165998e+00   3.1126729e+01
   1.8589567e+00   3.1126729e+01
   1.9023012e+00   3.1126729e+01
   1.9466563e+00   3.1126729e+01
   1.9920457e+00   3.1126729e+01
   2.0384934e+00   3.1126729e+01
   2.0860241e+00   3.1126729e+01
   2.1346630e+00   3.1126729e+01
   2.1844361e+00   3.1126729e+01
   2.2353696e+00   3.1126729e+01
   2.2874908e+00   3.1126729e+01
   2.3408273e+00   3.1126729e+01
   2.3954074e+00   3.1126729e+01
   2.4512601e+00   3.1126729e+01
   2.5084151e+00   3.1126729e+01
   2.5669027e+00   3.1126729e+01
   2.6267541e+00   3.1126729e+01
   2.6880010e+00   3.1126729e+01
   2.7506760e+00   3.1126729e+01
   2.8148124e+00   3.1126729e+01
   2.8804442e+00   3.1126729e+01
   2.9476063e+00   3.1126729e+01
   3.0163343e+00   3.1126729e+01
   3.0866649e+00   3.1126729e+01
   3.1586354e+00   3.1126729e+01
   3.2322840e+00   3.1126729e+01
   3.3076498e+00   3.1126729e+01
   3.3847729e+00   3.1126729e+01
   3.4636942e+00   3.1126729e+01
   3.5444557e+00   3.1126729e+01
   3.6271003e+00   3.1126729e+01
   3.7116718e+00   3.1126729e+01
   3.7982153e+00   3.1126729e+01
   3.8867767e+00   3.1126729e+01
   3.9774030e+00   3.1126729e+01
   4.0701425e+00   3.1126729e+01
   4.1650442e+00   3.1126729e+01
   4.2621588e+00   3.1126729e+01
   4.3615378e+00   3.1126729e+01
   4.4632339e+00   3.1126729e+01
   4.5673013e+00   3.1126729e+01
   4.6737951e+00   3.1126729e+01
   4.7827720e+00   3.1126729e+01
   4.8942899e+00   3.1126729e+01
   5.0084080e+00   3.1126729e+01
   5.1251869e+00   3.1126729e+01
   5.2446887e+00   3.1126729e+01
   5.3669769e+00   3.1126729e+01
   5.4921165e+00   3.1126729e+01
   5.6201738e+00   3.1126729e+01
   5.7512171e+00   3.1126729e+01
   5.8853158e+00   3.1126729e+01
   6.0225412e+00   3.1126729e+01
   6.1629663e+00   3.1126729e+01
   6.3066655e+00   3.1126729e+01
   6.4537154e+00   3.1126729e+01
   6.6041940e+00   3.1126729e+01
   6.7581812e+00   3.1126729e+01
   6.9157588e+00   3.1126729e+01
   7.0770107e+00   3.1126729e+01
   7.2420223e+00   3.1126729e+01
