	time(s)		<A>		Std(A)
   5.5600000e-02   3.7500000e+01   6.5265416e+00
   5.5650000e-02   3.7312500e+01   6.5433294e+00
   5.5700000e-02   3.7437500e+01   6.5360091e+00
   5.5750000e-02   3.7500000e+01   6.5298008e+00
   5.5800000e-02   3.7500000e+01   6.5232807e+00
   5.5850000e-02   3.7604167e+01   6.4864493e+00
   5.5900000e-02   3.7645833e+01   6.6636185e+00
   5.5950000e-02   3.7875000e+01   6.5966626e+00
   5.6000000e-02   3.7916667e+01   6.6583281e+00
   5.6050000e-02   3.7812500e+01   6.7182072e+00
   5.6100000e-02   3.7750000e+01   6.6700346e+00
   5.6150000e-02   3.7729167e+01   6.6548321e+00
   5.6200000e-02   3.7791667e+01   6.7539061e+00
   5.6250000e-02   3.7770833e+01   6.7010307e+00
   5.6300000e-02   3.7625000e+01   6.7339249e+00
   5.6350000e-02   3.7645833e+01   6.7713086e+00
   5.6400000e-02   3.7541667e+01   6.7159966e+00
   5.6450000e-02   3.7500000e+01   6.5914193e+00
   5.6500000e-02   3.7479167e+01   6.6235864e+00
   5.6550000e-02   3.7333333e+01   6.7330033e+00
   5.6600000e-02   3.7187500e+01   6.7466501e+00
   5.6650000e-02   3.7187500e+01   6.6832794e+00
   5.6700000e-02   3.7250000e+01   6.7619083e+00
   5.6750000e-02   3.7229167e+01   6.7263837e+00
   5.6800000e-02   3.7270833e+01   6.7057917e+00
   5.6850000e-02   3.7229167e+01   6.6692039e+00
   5.6900000e-02   3.7083333e+01   6.7661024e+00
   5.6950000e-02   3.7041667e+01   6.5815937e+00
   5.7000000e-02   3.7041667e+01   6.5848257e+00
   5.7050000e-02   3.7083333e+01   6.6870257e+00
   5.7100000e-02   3.7041667e+01   6.6587275e+00
   5.7150000e-02   3.6937500e+01   6.6088472e+00
   5.7200000e-02   3.7000000e+01   6.6171923e+00
   5.7250000e-02   3.7041667e+01   6.4443884e+00
   5.7300000e-02   3.7125000e+01   6.3468035e+00
   5.7350000e-02   3.7187500e+01   6.2421227e+00
   5.7400000e-02   3.7291667e+01   6.1952567e+00
   5.7450000e-02   3.7125000e+01   6.1872381e+00
   5.7500000e-02   3.7125000e+01   6.2112629e+00
   5.7550000e-02   3.7104167e+01   6.2645221e+00
   5.7600000e-02   3.7083333e+01   6.1741856e+00
   5.7650000e-02   3.7083333e+01   6.1810738e+00
   5.7700000e-02   3.6979167e+01   6.0652115e+00
   5.7750000e-02   3.7000000e+01   5.9214719e+00
   5.7800000e-02   3.6895833e+01   5.9007377e+00
   5.7850000e-02   3.6916667e+01   5.8848284e+00
   5.7900000e-02   3.7041667e+01   6.0352099e+00
   5.7950000e-02   3.7062500e+01   6.0789356e+00
   5.8000000e-02   3.6958333e+01   6.0457769e+00
   5.8050000e-02   3.7083333e+01   6.0135780e+00
   5.8100000e-02   3.7104167e+01   6.0923376e+00
   5.8150000e-02   3.7104167e+01   6.1686910e+00
   5.8200000e-02   3.6979167e+01   6.1695532e+00
   5.8250000e-02   3.6916667e+01   6.2256618e+00
   5.8300000e-02   3.6854167e+01   6.2261958e+00
   5.8350000e-02   3.6916667e+01   6.1672896e+00
   5.8400000e-02   3.6916667e+01   6.0839284e+00
   5.8450000e-02   3.6875000e+01   6.1145971e+00
   5.8500000e-02   3.7041667e+01   6.1365953e+00
   5.8550000e-02   3.6895833e+01   6.1548790e+00
   5.8600000e-02   3.6958333e+01   6.1849451e+00
   5.8650000e-02   3.7020833e+01   6.1902105e+00
   5.8700000e-02   3.6916667e+01   6.1672896e+00
   5.8750000e-02   3.6875000e+01   6.1734676e+00
   5.8800000e-02   3.6895833e+01   6.2338799e+00
   5.8850000e-02   3.6770833e+01   6.1962225e+00
   5.8900000e-02   3.6791667e+01   6.2158286e+00
   5.8950000e-02   3.6791667e+01   6.1642702e+00
   5.9000000e-02   3.6770833e+01   6.1236882e+00
   5.9050000e-02   3.6666667e+01   6.1031326e+00
   5.9100000e-02   3.6750000e+01   6.0512000e+00
   5.9150000e-02   3.6916667e+01   6.1500159e+00
   5.9200000e-02   3.6833333e+01   6.1655644e+00
   5.9250000e-02   3.6750000e+01   6.1419382e+00
   5.9300000e-02   3.6729167e+01   6.1600621e+00
   5.9350000e-02   3.6666667e+01   6.0224168e+00
   5.9400000e-02   3.6541667e+01   6.0703617e+00
   5.9450000e-02   3.6520833e+01   6.1123857e+00
   5.9500000e-02   3.6541667e+01   6.1157569e+00
   5.9550000e-02   3.6604167e+01   6.0344387e+00
   5.9600000e-02   3.6520833e+01   6.1643780e+00
   5.9650000e-02   3.6520833e+01   6.1678286e+00
   5.9700000e-02   3.6458333e+01   6.0668557e+00
   5.9750000e-02   3.6395833e+01   6.1080330e+00
   5.9800000e-02   3.6479167e+01   6.0949563e+00
   5.9850000e-02   3.6500000e+01   6.0670018e+00
   5.9900000e-02   3.6562500e+01   6.0314998e+00
   5.9950000e-02   3.6583333e+01   5.9602704e+00
   6.0000000e-02   3.6479167e+01   6.0494050e+00
   6.0050000e-02   3.6458333e+01   6.1608176e+00
   6.0100000e-02   3.6500000e+01   6.0705077e+00
   6.0150000e-02   3.6562500e+01   6.0666730e+00
   6.0200000e-02   3.6500000e+01   6.1159018e+00
   6.0250000e-02   3.6479167e+01   6.0634573e+00
   6.0300000e-02   3.6375000e+01   6.0691932e+00
   6.0350000e-02   3.6270833e+01   6.1288977e+00
   6.0400000e-02   3.6458333e+01   6.2329199e+00
   6.0450000e-02   3.6583333e+01   6.1810738e+00
   6.0500000e-02   3.6583333e+01   6.1292231e+00
   6.0550000e-02   3.6458333e+01   6.2295054e+00
   6.0600000e-02   3.6541667e+01   6.2567694e+00
   6.0650000e-02   3.6458333e+01   6.2635668e+00
   6.0700000e-02   3.6250000e+01   6.0757628e+00
   6.0750000e-02   3.6291667e+01   6.0387343e+00
   6.0800000e-02   3.6375000e+01   6.1111165e+00
   6.0850000e-02   3.6541667e+01   6.1053110e+00
   6.0900000e-02   3.6520833e+01   6.1262935e+00
   6.0950000e-02   3.6458333e+01   6.1883842e+00
   6.1000000e-02   3.6375000e+01   6.0586671e+00
   6.1050000e-02   3.6416667e+01   6.1638387e+00
   6.1100000e-02   3.6458333e+01   6.3780152e+00
   6.1150000e-02   3.6520833e+01   6.2874058e+00
   6.1200000e-02   3.6354167e+01   6.3530511e+00
   6.1250000e-02   3.6375000e+01   6.2963177e+00
   6.1300000e-02   3.6229167e+01   6.3287241e+00
   6.1350000e-02   3.6187500e+01   6.3669902e+00
   6.1400000e-02   3.6229167e+01   6.3922812e+00
   6.1450000e-02   3.6291667e+01   6.3846836e+00
   6.1500000e-02   3.6375000e+01   6.3869048e+00
   6.1550000e-02   3.6479167e+01   6.3747827e+00
   6.1600000e-02   3.6562500e+01   6.2905070e+00
   6.1650000e-02   3.6479167e+01   6.3614182e+00
   6.1700000e-02   3.6520833e+01   6.3446730e+00
   6.1750000e-02   3.6583333e+01   6.3206293e+00
   6.1800000e-02   3.6645833e+01   6.2449625e+00
   6.1850000e-02   3.6687500e+01   6.3418779e+00
   6.1900000e-02   3.6625000e+01   6.3935639e+00
   6.1950000e-02   3.6520833e+01   6.2398499e+00
   6.2000000e-02   3.6479167e+01   6.2056583e+00
   6.2050000e-02   3.6541667e+01   6.2906832e+00
   6.2100000e-02   3.6500000e+01   6.2159712e+00
   6.2150000e-02   3.6437500e+01   6.5099147e+00
   6.2200000e-02   3.6479167e+01   6.5101871e+00
   6.2250000e-02   3.6500000e+01   6.5590606e+00
   6.2300000e-02   3.6562500e+01   6.4902750e+00
   6.2350000e-02   3.6625000e+01   6.4564828e+00
   6.2400000e-02   3.6479167e+01   6.4642703e+00
   6.2450000e-02   3.6583333e+01   6.5031362e+00
   6.2500000e-02   3.6458333e+01   6.4509882e+00
   6.2550000e-02   3.6437500e+01   6.4210632e+00
   6.2600000e-02   3.6500000e+01   6.4610124e+00
   6.2650000e-02   3.6291667e+01   6.4575812e+00
   6.2700000e-02   3.6250000e+01   6.4197170e+00
   6.2750000e-02   3.6312500e+01   6.4252039e+00
   6.2800000e-02   3.6312500e+01   6.4549379e+00
   6.2850000e-02   3.6250000e+01   6.4329603e+00
   6.2900000e-02   3.6250000e+01   6.3731485e+00
   6.2950000e-02   3.6395833e+01   6.2458142e+00
   6.3000000e-02   3.6312500e+01   6.3986576e+00
   6.3050000e-02   3.6437500e+01   6.3644834e+00
   6.3100000e-02   3.6750000e+01   6.2823630e+00
   6.3150000e-02   3.6604167e+01   6.2116554e+00
   6.3200000e-02   3.6479167e+01   6.2670689e+00
   6.3250000e-02   3.6500000e+01   6.3009624e+00
   6.3300000e-02   3.6583333e+01   6.5031362e+00
   6.3350000e-02   3.6500000e+01   6.3681388e+00
   6.3400000e-02   3.6645833e+01   6.3997659e+00
   6.3450000e-02   3.6729167e+01   6.4304448e+00
   6.3500000e-02   3.6604167e+01   6.4370589e+00
   6.3550000e-02   3.6583333e+01   6.2631422e+00
   6.3600000e-02   3.6583333e+01   6.3037757e+00
   6.3650000e-02   3.6458333e+01   6.1157569e+00
   6.3700000e-02   3.6395833e+01   6.0520423e+00
   6.3750000e-02   3.6437500e+01   6.0631649e+00
   6.3800000e-02   3.6520833e+01   6.0879706e+00
   6.3850000e-02   3.6562500e+01   6.0561425e+00
   6.3900000e-02   3.6541667e+01   6.1746163e+00
   6.3950000e-02   3.6458333e+01   6.1849451e+00
   6.4000000e-02   3.6500000e+01   6.2704983e+00
   6.4050000e-02   3.6520833e+01   6.0388444e+00
   6.4100000e-02   3.6583333e+01   6.1292231e+00
   6.4150000e-02   3.6520833e+01   6.1505564e+00
   6.4200000e-02   3.6520833e+01   6.0704712e+00
   6.4250000e-02   3.6604167e+01   6.3034593e+00
   6.4300000e-02   3.6541667e+01   6.3008217e+00
   6.4350000e-02   3.6416667e+01   6.3842670e+00
   6.4400000e-02   3.6354167e+01   6.3931133e+00
   6.4450000e-02   3.6395833e+01   6.2933250e+00
   6.4500000e-02   3.6562500e+01   6.2769631e+00
   6.4550000e-02   3.6562500e+01   6.2327421e+00
   6.4600000e-02   3.6541667e+01   6.3210501e+00
   6.4650000e-02   3.6500000e+01   6.0283020e+00
   6.4700000e-02   3.6479167e+01   6.0879706e+00
   6.4750000e-02   3.6437500e+01   5.9961202e+00
   6.4800000e-02   3.6520833e+01   5.9786485e+00
   6.4850000e-02   3.6500000e+01   5.9679998e+00
   6.4900000e-02   3.6458333e+01   5.8271497e+00
   6.4950000e-02   3.6520833e+01   5.6680875e+00
   6.5000000e-02   3.6604167e+01   5.6370340e+00
   6.5050000e-02   3.6500000e+01   5.6943421e+00
   6.5100000e-02   3.6479167e+01   5.5658135e+00
   6.5150000e-02   3.6500000e+01   5.6153286e+00
   6.5200000e-02   3.6479167e+01   5.6755901e+00
   6.5250000e-02   3.6375000e+01   5.6667188e+00
   6.5300000e-02   3.6250000e+01   5.6512096e+00
   6.5350000e-02   3.6187500e+01   5.5645391e+00
   6.5400000e-02   3.6208333e+01   5.6189585e+00
   6.5450000e-02   3.6187500e+01   5.4720032e+00
   6.5500000e-02   3.6291667e+01   5.5771507e+00
   6.5550000e-02   3.6375000e+01   5.5567670e+00
   6.5600000e-02   3.6395833e+01   5.6143418e+00
   6.5650000e-02   3.6291667e+01   5.5961930e+00
   6.5700000e-02   3.6208333e+01   5.5157736e+00
   6.5750000e-02   3.6312500e+01   5.6461482e+00
   6.5800000e-02   3.6333333e+01   5.7550471e+00
   6.5850000e-02   3.6520833e+01   5.8162999e+00
   6.5900000e-02   3.6604167e+01   5.7306180e+00
   6.5950000e-02   3.6541667e+01   5.9678512e+00
   6.6000000e-02   3.6583333e+01   5.8521985e+00
   6.6050000e-02   3.6520833e+01   5.9964159e+00
   6.6100000e-02   3.6500000e+01   5.9214719e+00
   6.6150000e-02   3.6562500e+01   5.6752777e+00
   6.6200000e-02   3.6562500e+01   5.6640195e+00
   6.6250000e-02   3.6645833e+01   5.6096026e+00
   6.6300000e-02   3.6562500e+01   5.5845770e+00
   6.6350000e-02   3.6562500e+01   5.5271333e+00
   6.6400000e-02   3.6687500e+01   5.5280956e+00
   6.6450000e-02   3.6708333e+01   5.5157736e+00
   6.6500000e-02   3.6645833e+01   5.3494465e+00
   6.6550000e-02   3.6458333e+01   5.4419894e+00
   6.6600000e-02   3.6416667e+01   5.4959689e+00
   6.6650000e-02   3.6354167e+01   5.4635721e+00
   6.6700000e-02   3.6354167e+01   5.5293783e+00
   6.6750000e-02   3.6479167e+01   5.5848945e+00
   6.6800000e-02   3.6583333e+01   5.6260539e+00
   6.6850000e-02   3.6437500e+01   5.6187613e+00
   6.6900000e-02   3.6354167e+01   5.6436354e+00
   6.6950000e-02   3.6250000e+01   5.7593587e+00
   6.7000000e-02   3.6437500e+01   5.9462352e+00
   6.7050000e-02   3.6458333e+01   5.9141314e+00
   6.7100000e-02   3.6541667e+01   5.8961160e+00
   6.7150000e-02   3.6375000e+01   5.8259325e+00
   6.7200000e-02   3.6354167e+01   5.7887991e+00
   6.7250000e-02   3.6333333e+01   5.8285188e+00
   6.7300000e-02   3.6375000e+01   5.7487279e+00
   6.7350000e-02   3.6416667e+01   5.7309660e+00
   6.7400000e-02   3.6437500e+01   5.7829767e+00
   6.7450000e-02   3.6375000e+01   5.7339044e+00
   6.7500000e-02   3.6291667e+01   5.8015344e+00
   6.7550000e-02   3.6354167e+01   5.7556248e+00
   6.7600000e-02   3.6333333e+01   5.7771867e+00
   6.7650000e-02   3.6354167e+01   5.7667041e+00
   6.7700000e-02   3.6312500e+01   5.7875738e+00
   6.7750000e-02   3.6333333e+01   5.8102380e+00
   6.7800000e-02   3.6333333e+01   5.7771867e+00
   6.7850000e-02   3.6333333e+01   5.8138987e+00
   6.7900000e-02   3.6291667e+01   5.8526529e+00
   6.7950000e-02   3.6375000e+01   5.8913026e+00
   6.8000000e-02   3.6229167e+01   5.8245248e+00
   6.8050000e-02   3.6187500e+01   5.8515546e+00
   6.8100000e-02   3.6125000e+01   5.8186238e+00
   6.8150000e-02   3.6187500e+01   5.7042584e+00
   6.8200000e-02   3.6145833e+01   5.7648590e+00
   6.8250000e-02   3.6291667e+01   5.6679702e+00
   6.8300000e-02   3.6354167e+01   5.6737154e+00
   6.8350000e-02   3.6291667e+01   5.7536606e+00
   6.8400000e-02   3.6291667e+01   5.6867084e+00
   6.8450000e-02   3.6291667e+01   5.7905217e+00
   6.8500000e-02   3.6270833e+01   5.8190428e+00
   6.8550000e-02   3.6208333e+01   5.7462600e+00
   6.8600000e-02   3.6291667e+01   5.7277166e+00
   6.8650000e-02   3.6354167e+01   5.6699641e+00
   6.8700000e-02   3.6229167e+01   5.6351465e+00
   6.8750000e-02   3.6125000e+01   5.7672037e+00
   6.8800000e-02   3.6270833e+01   5.7676264e+00
   6.8850000e-02   3.6333333e+01   5.8138987e+00
   6.8900000e-02   3.6229167e+01   5.7694706e+00
   6.8950000e-02   3.6187500e+01   5.6930575e+00
   6.9000000e-02   3.6291667e+01   5.6754729e+00
   6.9050000e-02   3.6312500e+01   5.6874489e+00
   6.9100000e-02   3.6270833e+01   5.6896307e+00
   6.9150000e-02   3.6354167e+01   5.9483221e+00
   6.9200000e-02   3.6291667e+01   5.9998522e+00
   6.9250000e-02   3.6375000e+01   5.9523820e+00
   6.9300000e-02   3.6375000e+01   5.8985213e+00
   6.9350000e-02   3.6375000e+01   5.8368784e+00
   6.9400000e-02   3.6416667e+01   5.9566995e+00
   6.9450000e-02   3.6437500e+01   6.0561425e+00
   6.9500000e-02   3.6291667e+01   5.9963050e+00
   6.9550000e-02   3.6229167e+01   6.0958290e+00
   6.9600000e-02   3.6208333e+01   6.1918214e+00
   6.9650000e-02   3.6125000e+01   6.2215309e+00
   6.9700000e-02   3.6229167e+01   6.3186303e+00
   6.9750000e-02   3.6250000e+01   6.2005490e+00
   6.9800000e-02   3.6250000e+01   6.2891328e+00
   6.9850000e-02   3.6250000e+01   6.3195071e+00
   6.9900000e-02   3.6312500e+01   6.2981127e+00
   6.9950000e-02   3.6375000e+01   6.2692257e+00
   7.0000000e-02   3.6458333e+01   6.2703569e+00
   7.0050000e-02   3.6291667e+01   6.1435257e+00
   7.0100000e-02   3.6125000e+01   6.0305075e+00
   7.0150000e-02   3.6250000e+01   6.2279398e+00
   7.0200000e-02   3.6145833e+01   6.2534742e+00
   7.0250000e-02   3.6187500e+01   6.1320791e+00
   7.0300000e-02   3.6187500e+01   6.2284736e+00
   7.0350000e-02   3.6187500e+01   6.2284736e+00
   7.0400000e-02   3.6291667e+01   6.1087950e+00
   7.0450000e-02   3.6291667e+01   6.0878614e+00
   7.0500000e-02   3.6479167e+01   6.0984462e+00
   7.0550000e-02   3.6500000e+01   6.1540507e+00
   7.0600000e-02   3.6416667e+01   6.1361619e+00
   7.0650000e-02   3.6354167e+01   6.2107990e+00
   7.0700000e-02   3.6166667e+01   6.3223122e+00
   7.0750000e-02   3.6229167e+01   6.3689392e+00
   7.0800000e-02   3.6333333e+01   6.3290392e+00
   7.0850000e-02   3.6416667e+01   6.4075532e+00
   7.0900000e-02   3.6437500e+01   6.4111148e+00
   7.0950000e-02   3.6479167e+01   6.5297668e+00
   7.1000000e-02   3.6500000e+01   6.5363143e+00
   7.1050000e-02   3.6458333e+01   6.4904458e+00
   7.1100000e-02   3.6270833e+01   6.3538883e+00
   7.1150000e-02   3.6354167e+01   6.2619743e+00
   7.1200000e-02   3.6312500e+01   6.2301813e+00
   7.1250000e-02   3.6312500e+01   6.3953316e+00
   7.1300000e-02   3.6229167e+01   6.5175364e+00
   7.1350000e-02   3.6270833e+01   6.4995567e+00
   7.1400000e-02   3.6312500e+01   6.5074630e+00
   7.1450000e-02   3.6187500e+01   6.4202348e+00
   7.1500000e-02   3.6229167e+01   6.4815272e+00
   7.1550000e-02   3.6208333e+01   6.3946731e+00
   7.1600000e-02   3.6104167e+01   6.3989347e+00
   7.1650000e-02   3.6250000e+01   6.4560709e+00
   7.1700000e-02   3.6145833e+01   6.4147091e+00
   7.1750000e-02   3.6041667e+01   6.3946731e+00
   7.1800000e-02   3.5958333e+01   6.2499645e+00
   7.1850000e-02   3.5979167e+01   6.3764513e+00
   7.1900000e-02   3.5875000e+01   6.2895557e+00
   7.1950000e-02   3.5895833e+01   6.3689392e+00
   7.2000000e-02   3.5916667e+01   6.4736235e+00
   7.2050000e-02   3.5833333e+01   6.4752666e+00
   7.2100000e-02   3.5812500e+01   6.4136034e+00
   7.2150000e-02   3.5812500e+01   6.3334850e+00
   7.2200000e-02   3.5854167e+01   6.3312450e+00
   7.2250000e-02   3.5791667e+01   6.2533679e+00
   7.2300000e-02   3.6000000e+01   6.2091216e+00
   7.2350000e-02   3.6125000e+01   6.1458341e+00
   7.2400000e-02   3.6020833e+01   6.2823277e+00
   7.2450000e-02   3.6041667e+01   6.4344761e+00
   7.2500000e-02   3.6145833e+01   6.2840209e+00
   7.2550000e-02   3.6166667e+01   6.2817985e+00
   7.2600000e-02   3.6208333e+01   6.3210501e+00
   7.2650000e-02   3.6187500e+01   6.2795048e+00
   7.2700000e-02   3.6187500e+01   6.3368435e+00
   7.2750000e-02   3.6166667e+01   6.1965444e+00
   7.2800000e-02   3.5979167e+01   6.1833324e+00
   7.2850000e-02   3.5979167e+01   6.0862230e+00
   7.2900000e-02   3.5979167e+01   6.1591986e+00
   7.2950000e-02   3.5895833e+01   6.1790297e+00
   7.3000000e-02   3.6000000e+01   6.2569111e+00
   7.3050000e-02   3.6041667e+01   6.3344997e+00
   7.3100000e-02   3.6041667e+01   6.3143145e+00
   7.3150000e-02   3.5875000e+01   6.3300197e+00
   7.3200000e-02   3.5916667e+01   6.4373687e+00
   7.3250000e-02   3.5875000e+01   6.4465891e+00
   7.3300000e-02   3.5750000e+01   6.5053170e+00
   7.3350000e-02   3.5812500e+01   6.6928232e+00
   7.3400000e-02   3.5854167e+01   6.5881570e+00
   7.3450000e-02   3.5895833e+01   6.6628203e+00
   7.3500000e-02   3.5895833e+01   6.6243894e+00
   7.3550000e-02   3.5854167e+01   6.5752262e+00
   7.3600000e-02   3.5833333e+01   6.5860372e+00
   7.3650000e-02   3.5854167e+01   6.5946128e+00
   7.3700000e-02   3.5854167e+01   6.6747845e+00
   7.3750000e-02   3.5770833e+01   6.7705230e+00
   7.3800000e-02   3.5791667e+01   6.8259777e+00
   7.3850000e-02   3.5833333e+01   6.8953680e+00
   7.3900000e-02   3.5812500e+01   6.8312681e+00
   7.3950000e-02   3.5708333e+01   6.7570557e+00
   7.4000000e-02   3.5708333e+01   6.7696391e+00
   7.4050000e-02   3.5625000e+01   6.8093334e+00
   7.4100000e-02   3.5770833e+01   6.6787678e+00
   7.4150000e-02   3.5750000e+01   6.7650541e+00
   7.4200000e-02   3.5687500e+01   6.8016151e+00
   7.4250000e-02   3.5687500e+01   6.8638933e+00
   7.4300000e-02   3.5729167e+01   6.8657013e+00
   7.4350000e-02   3.5770833e+01   6.8393094e+00
   7.4400000e-02   3.5625000e+01   6.8342847e+00
   7.4450000e-02   3.5583333e+01   6.9430306e+00
   7.4500000e-02   3.5541667e+01   6.8725737e+00
   7.4550000e-02   3.5520833e+01   6.9832309e+00
   7.4600000e-02   3.5500000e+01   6.9588456e+00
   7.4650000e-02   3.5416667e+01   6.9736078e+00
   7.4700000e-02   3.5541667e+01   6.9648306e+00
   7.4750000e-02   3.5562500e+01   6.9371226e+00
   7.4800000e-02   3.5562500e+01   6.8195784e+00
   7.4850000e-02   3.5437500e+01   6.9063839e+00
   7.4900000e-02   3.5458333e+01   6.8477620e+00
   7.4950000e-02   3.5270833e+01   6.8190583e+00
   7.5000000e-02   3.5270833e+01   6.8252958e+00
   7.5050000e-02   3.5416667e+01   6.7250985e+00
   7.5100000e-02   3.5312500e+01   6.7702612e+00
   7.5150000e-02   3.5312500e+01   6.6975901e+00
   7.5200000e-02   3.5187500e+01   6.7308633e+00
   7.5250000e-02   3.5145833e+01   6.6139427e+00
   7.5300000e-02   3.5062500e+01   6.6217124e+00
   7.5350000e-02   3.5020833e+01   6.6827488e+00
   7.5400000e-02   3.5166667e+01   6.7393204e+00
   7.5450000e-02   3.5083333e+01   6.7314231e+00
   7.5500000e-02   3.4958333e+01   6.6459341e+00
   7.5550000e-02   3.5083333e+01   6.6838431e+00
   7.5600000e-02   3.5166667e+01   6.9322967e+00
   7.5650000e-02   3.5104167e+01   6.9289390e+00
   7.5700000e-02   3.5125000e+01   6.8560425e+00
   7.5750000e-02   3.5187500e+01   6.8250360e+00
   7.5800000e-02   3.5104167e+01   6.6819528e+00
   7.5850000e-02   3.5125000e+01   6.7685914e+00
   7.5900000e-02   3.5145833e+01   6.7791595e+00
   7.5950000e-02   3.5229167e+01   6.7137191e+00
   7.6000000e-02   3.5250000e+01   6.7619083e+00
   7.6050000e-02   3.5437500e+01   6.7914410e+00
   7.6100000e-02   3.5333333e+01   6.7959103e+00
   7.6150000e-02   3.5416667e+01   6.8659918e+00
   7.6200000e-02   3.5458333e+01   6.9127029e+00
   7.6250000e-02   3.5458333e+01   6.7947362e+00
   7.6300000e-02   3.5416667e+01   6.8876495e+00
   7.6350000e-02   3.5395833e+01   7.0522053e+00
   7.6400000e-02   3.5354167e+01   7.0090810e+00
   7.6450000e-02   3.5229167e+01   6.9381449e+00
   7.6500000e-02   3.5250000e+01   6.8897086e+00
   7.6550000e-02   3.5229167e+01   6.9074107e+00
   7.6600000e-02   3.5229167e+01   6.8796325e+00
   7.6650000e-02   3.5333333e+01   6.9292268e+00
   7.6700000e-02   3.5354167e+01   7.0905679e+00
   7.6750000e-02   3.5458333e+01   7.0256622e+00
   7.6800000e-02   3.5416667e+01   6.8907380e+00
   7.6850000e-02   3.5520833e+01   6.7508536e+00
   7.6900000e-02   3.5458333e+01   6.8228600e+00
   7.6950000e-02   3.5333333e+01   6.8115463e+00
   7.7000000e-02   3.5354167e+01   6.6827488e+00
   7.7050000e-02   3.5250000e+01   6.7776228e+00
   7.7100000e-02   3.5229167e+01   6.8610513e+00
   7.7150000e-02   3.5333333e+01   6.8240293e+00
   7.7200000e-02   3.5395833e+01   6.6899085e+00
   7.7250000e-02   3.5437500e+01   6.7316536e+00
   7.7300000e-02   3.5500000e+01   6.6875559e+00
   7.7350000e-02   3.5395833e+01   6.6803605e+00
   7.7400000e-02   3.5312500e+01   6.6080423e+00
   7.7450000e-02   3.5500000e+01   6.6492681e+00
   7.7500000e-02   3.5604167e+01   6.6388271e+00
   7.7550000e-02   3.5562500e+01   6.7126627e+00
   7.7600000e-02   3.5625000e+01   6.7244394e+00
   7.7650000e-02   3.5479167e+01   6.6747845e+00
   7.7700000e-02   3.5500000e+01   6.7129598e+00
   7.7750000e-02   3.5583333e+01   6.6933862e+00
   7.7800000e-02   3.5625000e+01   6.6608574e+00
   7.7850000e-02   3.5583333e+01   6.6166564e+00
   7.7900000e-02   3.5833333e+01   6.5568977e+00
   7.7950000e-02   3.5854167e+01   6.4213394e+00
   7.8000000e-02   3.5916667e+01   6.3675819e+00
   7.8050000e-02   3.5750000e+01   6.4130850e+00
   7.8100000e-02   3.5708333e+01   6.5231448e+00
   7.8150000e-02   3.5708333e+01   6.4476891e+00
   7.8200000e-02   3.5666667e+01   6.4390211e+00
   7.8250000e-02   3.5770833e+01   6.3989347e+00
   7.8300000e-02   3.5979167e+01   6.4362325e+00
   7.8350000e-02   3.6041667e+01   6.4806039e+00
   7.8400000e-02   3.6000000e+01   6.3748175e+00
   7.8450000e-02   3.6000000e+01   6.3948117e+00
   7.8500000e-02   3.6062500e+01   6.3124539e+00
   7.8550000e-02   3.6083333e+01   6.3642396e+00
   7.8600000e-02   3.6083333e+01   6.2427263e+00
   7.8650000e-02   3.6041667e+01   6.2567694e+00
   7.8700000e-02   3.5854167e+01   6.1089038e+00
   7.8750000e-02   3.5729167e+01   6.1945054e+00
   7.8800000e-02   3.5583333e+01   6.1396283e+00
   7.8850000e-02   3.5604167e+01   6.1080330e+00
   7.8900000e-02   3.5750000e+01   6.1141621e+00
   7.8950000e-02   3.5770833e+01   6.0291476e+00
   7.9000000e-02   3.5645833e+01   5.9483221e+00
   7.9050000e-02   3.5625000e+01   5.8332320e+00
   7.9100000e-02   3.5437500e+01   5.9319053e+00
   7.9150000e-02   3.5500000e+01   5.9572948e+00
   7.9200000e-02   3.5541667e+01   5.9177279e+00
   7.9250000e-02   3.5583333e+01   6.0171151e+00
   7.9300000e-02   3.5687500e+01   5.9076447e+00
   7.9350000e-02   3.5791667e+01   5.8925064e+00
   7.9400000e-02   3.5583333e+01   6.0629090e+00
   7.9450000e-02   3.5604167e+01   5.9420592e+00
   7.9500000e-02   3.5625000e+01   5.9416489e+00
   7.9550000e-02   3.5562500e+01   5.9533872e+00
   7.9600000e-02   3.5625000e+01   6.0022159e+00
   7.9650000e-02   3.5520833e+01   5.9999631e+00
   7.9700000e-02   3.5437500e+01   6.0771853e+00
   7.9750000e-02   3.5645833e+01   6.0370825e+00
   7.9800000e-02   3.5645833e+01   5.6961711e+00
   7.9850000e-02   3.5625000e+01   5.7524278e+00
   7.9900000e-02   3.5625000e+01   5.8514410e+00
   7.9950000e-02   3.5687500e+01   5.9040421e+00
   8.0000000e-02   3.5812500e+01   5.8624526e+00
   8.0050000e-02   3.5645833e+01   5.8034824e+00
   8.0100000e-02   3.5666667e+01   5.7402399e+00
   8.0150000e-02   3.5687500e+01   5.7432893e+00
   8.0200000e-02   3.5770833e+01   5.7547005e+00
   8.0250000e-02   3.5708333e+01   5.7794881e+00
   8.0300000e-02   3.5729167e+01   5.7933916e+00
   8.0350000e-02   3.5666667e+01   5.7105104e+00
   8.0400000e-02   3.5666667e+01   5.6392746e+00
   8.0450000e-02   3.5708333e+01   5.5503818e+00
   8.0500000e-02   3.5625000e+01   5.5758789e+00
