	time(s)		<A>		Std(A)
   4.3130000e-01   2.9770833e+01   4.0750386e+00
   4.3135000e-01   2.9770833e+01   3.9638772e+00
   4.3140000e-01   2.9812500e+01   3.9821744e+00
   4.3145000e-01   2.9854167e+01   4.0158706e+00
   4.3150000e-01   2.9833333e+01   4.1684393e+00
   4.3155000e-01   2.9812500e+01   4.1496283e+00
   4.3160000e-01   2.9875000e+01   4.1545924e+00
   4.3165000e-01   3.0000000e+01   4.2325989e+00
   4.3170000e-01   3.0250000e+01   4.3540150e+00
   4.3175000e-01   3.0145833e+01   4.1768846e+00
   4.3180000e-01   3.0125000e+01   4.1750271e+00
   4.3185000e-01   3.0291667e+01   4.0996021e+00
   4.3190000e-01   3.0250000e+01   4.0972227e+00
   4.3195000e-01   3.0312500e+01   4.0536626e+00
   4.3200000e-01   3.0375000e+01   4.2054929e+00
   4.3205000e-01   3.0395833e+01   4.2010109e+00
   4.3210000e-01   3.0333333e+01   4.1582184e+00
   4.3215000e-01   3.0416667e+01   4.0885587e+00
   4.3220000e-01   3.0395833e+01   4.1500555e+00
   4.3225000e-01   3.0416667e+01   4.1196640e+00
   4.3230000e-01   3.0291667e+01   4.0050943e+00
   4.3235000e-01   3.0375000e+01   4.1392003e+00
   4.3240000e-01   3.0479167e+01   4.0370074e+00
   4.3245000e-01   3.0500000e+01   3.9840106e+00
   4.3250000e-01   3.0520833e+01   3.9517816e+00
   4.3255000e-01   3.0520833e+01   3.9786108e+00
   4.3260000e-01   3.0520833e+01   4.0211652e+00
   4.3265000e-01   3.0416667e+01   3.8912522e+00
   4.3270000e-01   3.0333333e+01   3.8111445e+00
   4.3275000e-01   3.0375000e+01   3.8846397e+00
   4.3280000e-01   3.0416667e+01   3.6776110e+00
   4.3285000e-01   3.0416667e+01   3.8027612e+00
   4.3290000e-01   3.0437500e+01   3.7240235e+00
   4.3295000e-01   3.0354167e+01   3.7614482e+00
   4.3300000e-01   3.0375000e+01   3.6473540e+00
   4.3305000e-01   3.0291667e+01   3.6376187e+00
   4.3310000e-01   3.0312500e+01   3.6270629e+00
   4.3315000e-01   3.0312500e+01   3.4711961e+00
   4.3320000e-01   3.0229167e+01   3.5203940e+00
   4.3325000e-01   3.0270833e+01   3.5354712e+00
   4.3330000e-01   3.0104167e+01   3.4839424e+00
   4.3335000e-01   3.0187500e+01   3.4311232e+00
   4.3340000e-01   3.0208333e+01   3.3956063e+00
   4.3345000e-01   3.0312500e+01   3.6094218e+00
   4.3350000e-01   3.0270833e+01   3.5474869e+00
   4.3355000e-01   3.0062500e+01   3.4665959e+00
   4.3360000e-01   2.9937500e+01   3.5032280e+00
   4.3365000e-01   3.0062500e+01   3.5334646e+00
   4.3370000e-01   3.0041667e+01   3.4944231e+00
   4.3375000e-01   3.0020833e+01   3.4976563e+00
   4.3380000e-01   3.0166667e+01   3.4906156e+00
   4.3385000e-01   3.0145833e+01   3.4020618e+00
   4.3390000e-01   3.0229167e+01   3.5324609e+00
   4.3395000e-01   3.0229167e+01   3.5803220e+00
   4.3400000e-01   3.0208333e+01   3.5667396e+00
   4.3405000e-01   3.0250000e+01   3.4610292e+00
   4.3410000e-01   3.0333333e+01   3.5450495e+00
   4.3415000e-01   3.0437500e+01   3.5783406e+00
   4.3420000e-01   3.0375000e+01   3.5045563e+00
   4.3425000e-01   3.0270833e+01   3.4254342e+00
   4.3430000e-01   3.0291667e+01   3.4761089e+00
   4.3435000e-01   3.0354167e+01   3.5098014e+00
   4.3440000e-01   3.0416667e+01   3.5897806e+00
   4.3445000e-01   3.0395833e+01   3.4747698e+00
   4.3450000e-01   3.0541667e+01   3.4699827e+00
   4.3455000e-01   3.0541667e+01   3.4944231e+00
   4.3460000e-01   3.0541667e+01   3.5307665e+00
   4.3465000e-01   3.0541667e+01   3.4944231e+00
   4.3470000e-01   3.0583333e+01   3.4384146e+00
   4.3475000e-01   3.0645833e+01   3.5519823e+00
   4.3480000e-01   3.0687500e+01   3.5198903e+00
   4.3485000e-01   3.0750000e+01   3.4733024e+00
   4.3490000e-01   3.0687500e+01   3.4155854e+00
   4.3495000e-01   3.0687500e+01   3.3653823e+00
   4.3500000e-01   3.0604167e+01   3.4067491e+00
   4.3505000e-01   3.0687500e+01   3.4404122e+00
   4.3510000e-01   3.0812500e+01   3.5168667e+00
   4.3515000e-01   3.0791667e+01   3.4944231e+00
   4.3520000e-01   3.0729167e+01   3.3500688e+00
   4.3525000e-01   3.0583333e+01   3.2735779e+00
   4.3530000e-01   3.0500000e+01   3.2288592e+00
   4.3535000e-01   3.0562500e+01   3.2999436e+00
   4.3540000e-01   3.0354167e+01   3.3229670e+00
   4.3545000e-01   3.0375000e+01   3.3493410e+00
   4.3550000e-01   3.0479167e+01   3.3261669e+00
   4.3555000e-01   3.0437500e+01   3.3320255e+00
   4.3560000e-01   3.0416667e+01   3.4135732e+00
   4.3565000e-01   3.0437500e+01   3.4512178e+00
   4.3570000e-01   3.0416667e+01   3.4073346e+00
   4.3575000e-01   3.0458333e+01   3.4143523e+00
   4.3580000e-01   3.0416667e+01   3.5058209e+00
   4.3585000e-01   3.0562500e+01   3.5604581e+00
   4.3590000e-01   3.0458333e+01   3.6317649e+00
   4.3595000e-01   3.0500000e+01   3.7302672e+00
   4.3600000e-01   3.0479167e+01   3.5489860e+00
   4.3605000e-01   3.0520833e+01   3.6553056e+00
   4.3610000e-01   3.0500000e+01   3.6261462e+00
   4.3615000e-01   3.0625000e+01   3.5944697e+00
   4.3620000e-01   3.0354167e+01   3.4362869e+00
   4.3625000e-01   3.0208333e+01   3.3893345e+00
   4.3630000e-01   3.0229167e+01   3.3213659e+00
   4.3635000e-01   3.0250000e+01   3.3548948e+00
   4.3640000e-01   3.0104167e+01   3.3910996e+00
   4.3645000e-01   3.0104167e+01   3.4532722e+00
   4.3650000e-01   3.0145833e+01   3.5006965e+00
   4.3655000e-01   3.0083333e+01   3.4814605e+00
   4.3660000e-01   3.0145833e+01   3.4946134e+00
   4.3665000e-01   3.0208333e+01   3.3387368e+00
   4.3670000e-01   3.0125000e+01   3.4185041e+00
   4.3675000e-01   3.0166667e+01   3.3411256e+00
   4.3680000e-01   3.0208333e+01   3.3704494e+00
   4.3685000e-01   3.0208333e+01   3.3767562e+00
   4.3690000e-01   3.0270833e+01   3.4808875e+00
   4.3695000e-01   3.0104167e+01   3.3785278e+00
   4.3700000e-01   3.0083333e+01   3.4198005e+00
   4.3705000e-01   3.0041667e+01   3.4081151e+00
   4.3710000e-01   3.0062500e+01   3.5813123e+00
   4.3715000e-01   3.0125000e+01   3.6239452e+00
   4.3720000e-01   3.0145833e+01   3.5067690e+00
   4.3725000e-01   3.0041667e+01   3.5126418e+00
   4.3730000e-01   2.9875000e+01   3.5227226e+00
   4.3735000e-01   2.9937500e+01   3.5334646e+00
   4.3740000e-01   2.9958333e+01   3.6898846e+00
   4.3745000e-01   3.0020833e+01   3.6465640e+00
   4.3750000e-01   3.0104167e+01   3.6275517e+00
   4.3755000e-01   2.9916667e+01   3.5957027e+00
   4.3760000e-01   2.9895833e+01   3.6216817e+00
   4.3765000e-01   2.9875000e+01   3.4923929e+00
   4.3770000e-01   2.9958333e+01   3.5186937e+00
   4.3775000e-01   2.9854167e+01   3.6378014e+00
   4.3780000e-01   2.9895833e+01   3.6509374e+00
   4.3785000e-01   3.0020833e+01   3.6756217e+00
   4.3790000e-01   3.0104167e+01   3.7938336e+00
   4.3795000e-01   3.0083333e+01   3.6891637e+00
   4.3800000e-01   3.0208333e+01   3.6841139e+00
   4.3805000e-01   3.0166667e+01   3.6339612e+00
   4.3810000e-01   3.0229167e+01   3.6451050e+00
   4.3815000e-01   3.0166667e+01   3.6104655e+00
   4.3820000e-01   3.0354167e+01   3.6929466e+00
   4.3825000e-01   3.0458333e+01   3.7978624e+00
   4.3830000e-01   3.0354167e+01   3.6523940e+00
   4.3835000e-01   3.0312500e+01   3.6852567e+00
   4.3840000e-01   3.0250000e+01   3.7952938e+00
   4.3845000e-01   3.0291667e+01   3.9137419e+00
   4.3850000e-01   3.0333333e+01   3.9428542e+00
   4.3855000e-01   3.0333333e+01   3.8665688e+00
   4.3860000e-01   3.0291667e+01   3.6551237e+00
   4.3865000e-01   3.0479167e+01   3.7302078e+00
   4.3870000e-01   3.0520833e+01   3.6669286e+00
   4.3875000e-01   3.0458333e+01   3.7300296e+00
   4.3880000e-01   3.0562500e+01   3.7240235e+00
   4.3885000e-01   3.0666667e+01   3.7378645e+00
   4.3890000e-01   3.0666667e+01   3.6456522e+00
   4.3895000e-01   3.0645833e+01   3.7727443e+00
   4.3900000e-01   3.0666667e+01   3.7887478e+00
   4.3905000e-01   3.0625000e+01   3.8901129e+00
   4.3910000e-01   3.0770833e+01   3.8880044e+00
   4.3915000e-01   3.0812500e+01   3.6996621e+00
   4.3920000e-01   3.0687500e+01   3.7140117e+00
   4.3925000e-01   3.0625000e+01   3.4862954e+00
   4.3930000e-01   3.0625000e+01   3.4679383e+00
   4.3935000e-01   3.0645833e+01   3.3989334e+00
   4.3940000e-01   3.0604167e+01   3.4004980e+00
   4.3945000e-01   3.0437500e+01   3.3128136e+00
   4.3950000e-01   3.0312500e+01   3.1967820e+00
   4.3955000e-01   3.0375000e+01   3.2981297e+00
   4.3960000e-01   3.0333333e+01   3.3283651e+00
   4.3965000e-01   3.0312500e+01   3.3968462e+00
   4.3970000e-01   3.0416667e+01   3.4198005e+00
   4.3975000e-01   3.0333333e+01   3.3219664e+00
   4.3980000e-01   3.0375000e+01   3.4060334e+00
   4.3985000e-01   3.0375000e+01   3.5166776e+00
   4.3990000e-01   3.0291667e+01   3.4205781e+00
   4.3995000e-01   3.0395833e+01   3.4930910e+00
   4.4000000e-01   3.0458333e+01   3.5307665e+00
   4.4005000e-01   3.0562500e+01   3.4819061e+00
   4.4010000e-01   3.0583333e+01   3.5897806e+00
   4.4015000e-01   3.0541667e+01   3.6434630e+00
   4.4020000e-01   3.0541667e+01   3.8034605e+00
   4.4025000e-01   3.0583333e+01   3.6891637e+00
   4.4030000e-01   3.0354167e+01   3.5699072e+00
   4.4035000e-01   3.0500000e+01   3.6025995e+00
   4.4040000e-01   3.0500000e+01   3.5310176e+00
   4.4045000e-01   3.0458333e+01   3.6609401e+00
   4.4050000e-01   3.0375000e+01   3.6415159e+00
   4.4055000e-01   3.0437500e+01   3.6020458e+00
   4.4060000e-01   3.0354167e+01   3.4609652e+00
   4.4065000e-01   3.0375000e+01   3.4801871e+00
   4.4070000e-01   3.0312500e+01   3.4895360e+00
   4.4075000e-01   3.0333333e+01   3.5027851e+00
   4.4080000e-01   3.0250000e+01   3.3612308e+00
   4.4085000e-01   3.0250000e+01   3.3102034e+00
   4.4090000e-01   3.0062500e+01   3.3415900e+00
   4.4095000e-01   3.0104167e+01   3.2370172e+00
   4.4100000e-01   3.0083333e+01   3.3379401e+00
   4.4105000e-01   3.0104167e+01   3.4594280e+00
   4.4110000e-01   3.0083333e+01   3.4010845e+00
   4.4115000e-01   3.0145833e+01   3.3832477e+00
   4.4120000e-01   3.0125000e+01   3.4060334e+00
   4.4125000e-01   2.9979167e+01   3.4976563e+00
   4.4130000e-01   3.0000000e+01   3.6901248e+00
   4.4135000e-01   2.9979167e+01   3.8175941e+00
   4.4140000e-01   2.9958333e+01   4.0262877e+00
   4.4145000e-01   2.9895833e+01   4.0277737e+00
   4.4150000e-01   2.9833333e+01   3.9857904e+00
   4.4155000e-01   2.9729167e+01   3.9879584e+00
   4.4160000e-01   2.9541667e+01   3.9730921e+00
   4.4165000e-01   2.9645833e+01   3.9866244e+00
   4.4170000e-01   2.9541667e+01   4.0209998e+00
   4.4175000e-01   2.9562500e+01   3.9888475e+00
   4.4180000e-01   2.9625000e+01   4.0403549e+00
   4.4185000e-01   2.9750000e+01   3.9973395e+00
   4.4190000e-01   2.9770833e+01   3.8825281e+00
   4.4195000e-01   2.9770833e+01   3.7938336e+00
   4.4200000e-01   2.9833333e+01   3.9857904e+00
   4.4205000e-01   3.0020833e+01   4.0238099e+00
   4.4210000e-01   3.0062500e+01   3.9701345e+00
   4.4215000e-01   3.0145833e+01   4.1564591e+00
   4.4220000e-01   3.0145833e+01   3.9892920e+00
   4.4225000e-01   3.0270833e+01   3.9611925e+00
   4.4230000e-01   3.0250000e+01   3.9706369e+00
   4.4235000e-01   3.0312500e+01   4.0008310e+00
   4.4240000e-01   3.0291667e+01   3.9354274e+00
   4.4245000e-01   3.0354167e+01   4.0971686e+00
   4.4250000e-01   3.0187500e+01   4.1032227e+00
   4.4255000e-01   3.0270833e+01   4.1602965e+00
   4.4260000e-01   3.0291667e+01   4.2424317e+00
   4.4265000e-01   3.0395833e+01   4.1705124e+00
   4.4270000e-01   3.0375000e+01   4.2004306e+00
   4.4275000e-01   3.0375000e+01   4.0874744e+00
   4.4280000e-01   3.0458333e+01   4.0157050e+00
   4.4285000e-01   3.0458333e+01   4.0050943e+00
   4.4290000e-01   3.0625000e+01   3.9820074e+00
   4.4295000e-01   3.0604167e+01   3.9879584e+00
   4.4300000e-01   3.0500000e+01   3.9733152e+00
   4.4305000e-01   3.0375000e+01   4.0561222e+00
   4.4310000e-01   3.0312500e+01   3.9418985e+00
   4.4315000e-01   3.0333333e+01   3.8555477e+00
   4.4320000e-01   3.0458333e+01   3.9516134e+00
   4.4325000e-01   3.0416667e+01   4.1556592e+00
   4.4330000e-01   3.0645833e+01   4.0971686e+00
   4.4335000e-01   3.0520833e+01   4.0264529e+00
   4.4340000e-01   3.0687500e+01   4.0589080e+00
   4.4345000e-01   3.0541667e+01   3.9516134e+00
   4.4350000e-01   3.0520833e+01   3.9571620e+00
   4.4355000e-01   3.0416667e+01   3.8527875e+00
   4.4360000e-01   3.0375000e+01   3.9980048e+00
   4.4365000e-01   3.0166667e+01   4.0545920e+00
   4.4370000e-01   3.0229167e+01   3.9098326e+00
   4.4375000e-01   3.0270833e+01   3.9932900e+00
   4.4380000e-01   3.0375000e+01   3.8681735e+00
   4.4385000e-01   3.0437500e+01   3.9025701e+00
   4.4390000e-01   3.0520833e+01   4.0370074e+00
   4.4395000e-01   3.0604167e+01   3.8412076e+00
   4.4400000e-01   3.0750000e+01   3.8784730e+00
   4.4405000e-01   3.0625000e+01   3.8955785e+00
   4.4410000e-01   3.0541667e+01   3.8809866e+00
   4.4415000e-01   3.0583333e+01   3.9076212e+00
   4.4420000e-01   3.0604167e+01   3.9558176e+00
   4.4425000e-01   3.0645833e+01   3.9002978e+00
   4.4430000e-01   3.0687500e+01   3.7482265e+00
   4.4435000e-01   3.0750000e+01   3.8398803e+00
   4.4440000e-01   3.0750000e+01   3.8232213e+00
   4.4445000e-01   3.0791667e+01   3.8755004e+00
   4.4450000e-01   3.0875000e+01   3.9820074e+00
   4.4455000e-01   3.0937500e+01   3.9701345e+00
   4.4460000e-01   3.0854167e+01   4.0685069e+00
   4.4465000e-01   3.0791667e+01   4.1306243e+00
   4.4470000e-01   3.0645833e+01   4.0396418e+00
   4.4475000e-01   3.0770833e+01   4.0330527e+00
   4.4480000e-01   3.0791667e+01   3.9784437e+00
   4.4485000e-01   3.0750000e+01   3.8398803e+00
   4.4490000e-01   3.0833333e+01   3.9266321e+00
   4.4495000e-01   3.0604167e+01   3.8688037e+00
   4.4500000e-01   3.0562500e+01   3.9567139e+00
   4.4505000e-01   3.0541667e+01   3.8146321e+00
   4.4510000e-01   3.0625000e+01   3.9173645e+00
   4.4515000e-01   3.0750000e+01   3.9383548e+00
   4.4520000e-01   3.0833333e+01   3.8665688e+00
   4.4525000e-01   3.0791667e+01   3.8755004e+00
   4.4530000e-01   3.0854167e+01   3.8259449e+00
   4.4535000e-01   3.0895833e+01   3.8439761e+00
   4.4540000e-01   3.0916667e+01   3.7746824e+00
   4.4545000e-01   3.0875000e+01   3.8681735e+00
   4.4550000e-01   3.0854167e+01   3.9139118e+00
   4.4555000e-01   3.0833333e+01   3.8055577e+00
   4.4560000e-01   3.0854167e+01   3.8148064e+00
   4.4565000e-01   3.0979167e+01   3.8508887e+00
   4.4570000e-01   3.0875000e+01   3.7903854e+00
   4.4575000e-01   3.0958333e+01   3.8973987e+00
   4.4580000e-01   3.1041667e+01   3.8034605e+00
   4.4585000e-01   3.1083333e+01   3.7690415e+00
   4.4590000e-01   3.1187500e+01   3.8518095e+00
   4.4595000e-01   3.1104167e+01   3.7994377e+00
   4.4600000e-01   3.1083333e+01   3.7915546e+00
   4.4605000e-01   3.1083333e+01   3.7915546e+00
   4.4610000e-01   3.0958333e+01   3.8202057e+00
   4.4615000e-01   3.0791667e+01   3.6725453e+00
   4.4620000e-01   3.0875000e+01   3.5106222e+00
   4.4625000e-01   3.0833333e+01   3.5209605e+00
   4.4630000e-01   3.0791667e+01   3.5247353e+00
   4.4635000e-01   3.0854167e+01   3.4824153e+00
   4.4640000e-01   3.0791667e+01   3.6141468e+00
   4.4645000e-01   3.0666667e+01   3.6689226e+00
   4.4650000e-01   3.0562500e+01   3.7183058e+00
   4.4655000e-01   3.0562500e+01   3.7524814e+00
   4.4660000e-01   3.0687500e+01   3.7933663e+00
   4.4665000e-01   3.0687500e+01   3.7140117e+00
   4.4670000e-01   3.0645833e+01   3.7671005e+00
   4.4675000e-01   3.0708333e+01   3.7866413e+00
   4.4680000e-01   3.0666667e+01   3.8555477e+00
   4.4685000e-01   3.0666667e+01   3.8610622e+00
   4.4690000e-01   3.0520833e+01   3.9463939e+00
   4.4695000e-01   3.0583333e+01   3.9021725e+00
   4.4700000e-01   3.0604167e+01   3.8022367e+00
   4.4705000e-01   3.0520833e+01   3.8259449e+00
   4.4710000e-01   3.0562500e+01   3.9188918e+00
   4.4715000e-01   3.0604167e+01   3.8245544e+00
   4.4720000e-01   3.0625000e+01   3.7622142e+00
   4.4725000e-01   3.0666667e+01   3.7264628e+00
   4.4730000e-01   3.0541667e+01   3.5667396e+00
   4.4735000e-01   3.0541667e+01   3.6317649e+00
   4.4740000e-01   3.0541667e+01   3.5726999e+00
   4.4745000e-01   3.0625000e+01   3.4923929e+00
   4.4750000e-01   3.0625000e+01   3.5826117e+00
   4.4755000e-01   3.0645833e+01   3.5279407e+00
   4.4760000e-01   3.0625000e+01   3.6706136e+00
   4.4765000e-01   3.0583333e+01   3.3948229e+00
   4.4770000e-01   3.0437500e+01   3.5842816e+00
   4.4775000e-01   3.0500000e+01   3.6085006e+00
   4.4780000e-01   3.0375000e+01   3.5407957e+00
   4.4785000e-01   3.0333333e+01   3.6045676e+00
   4.4790000e-01   3.0375000e+01   3.6298116e+00
   4.4795000e-01   3.0333333e+01   3.5510462e+00
   4.4800000e-01   3.0229167e+01   3.6683789e+00
   4.4805000e-01   3.0125000e+01   3.5647506e+00
   4.4810000e-01   3.0354167e+01   3.6756217e+00
   4.4815000e-01   3.0395833e+01   3.6480224e+00
   4.4820000e-01   3.0395833e+01   3.6421854e+00
   4.4825000e-01   3.0520833e+01   3.6785149e+00
   4.4830000e-01   3.0437500e+01   3.6373140e+00
   4.4835000e-01   3.0354167e+01   3.5459871e+00
   4.4840000e-01   3.0458333e+01   3.5487986e+00
   4.4845000e-01   3.0416667e+01   3.5779070e+00
   4.4850000e-01   3.0416667e+01   3.5659938e+00
   4.4855000e-01   3.0437500e+01   3.5842816e+00
   4.4860000e-01   3.0500000e+01   3.6785751e+00
   4.4865000e-01   3.0395833e+01   3.6654777e+00
   4.4870000e-01   3.0458333e+01   3.7922560e+00
   4.4875000e-01   3.0437500e+01   3.7240235e+00
   4.4880000e-01   3.0541667e+01   3.6141468e+00
   4.4885000e-01   3.0604167e+01   3.6770686e+00
   4.4890000e-01   3.0666667e+01   3.7092944e+00
   4.4895000e-01   3.0541667e+01   3.7071428e+00
   4.4900000e-01   3.0604167e+01   3.6246179e+00
   4.4905000e-01   3.0541667e+01   3.6141468e+00
   4.4910000e-01   3.0479167e+01   3.5128311e+00
   4.4915000e-01   3.0520833e+01   3.4885197e+00
   4.4920000e-01   3.0437500e+01   3.5723897e+00
   4.4925000e-01   3.0375000e+01   3.3620219e+00
   4.4930000e-01   3.0395833e+01   3.3942353e+00
   4.4935000e-01   3.0375000e+01   3.4309294e+00
   4.4940000e-01   3.0250000e+01   3.3358147e+00
   4.4945000e-01   3.0229167e+01   3.4471054e+00
   4.4950000e-01   3.0250000e+01   3.3166248e+00
   4.4955000e-01   3.0333333e+01   3.3155554e+00
   4.4960000e-01   3.0416667e+01   3.3822650e+00
   4.4965000e-01   3.0312500e+01   3.3590541e+00
   4.4970000e-01   3.0312500e+01   3.3463619e+00
   4.4975000e-01   3.0333333e+01   3.4476840e+00
   4.4980000e-01   3.0458333e+01   3.5667396e+00
   4.4985000e-01   3.0437500e+01   3.5961342e+00
   4.4990000e-01   3.0520833e+01   3.5728860e+00
   4.4995000e-01   3.0479167e+01   3.7073222e+00
   4.5000000e-01   3.0604167e+01   3.6480224e+00
   4.5005000e-01   3.0729167e+01   3.6654777e+00
   4.5010000e-01   3.0687500e+01   3.6794787e+00
   4.5015000e-01   3.0770833e+01   3.8217718e+00
   4.5020000e-01   3.0729167e+01   3.8245544e+00
   4.5025000e-01   3.0687500e+01   3.8324274e+00
   4.5030000e-01   3.0625000e+01   3.8626691e+00
   4.5035000e-01   3.0500000e+01   3.8702356e+00
   4.5040000e-01   3.0541667e+01   3.8034605e+00
   4.5045000e-01   3.0583333e+01   3.7803148e+00
   4.5050000e-01   3.0604167e+01   3.8522698e+00
   4.5055000e-01   3.0562500e+01   3.9567139e+00
   4.5060000e-01   3.0500000e+01   3.7586779e+00
   4.5065000e-01   3.0583333e+01   3.8139349e+00
   4.5070000e-01   3.0645833e+01   3.8453596e+00
   4.5075000e-01   3.0625000e+01   3.9766606e+00
   4.5080000e-01   3.0562500e+01   4.0837313e+00
   4.5085000e-01   3.0625000e+01   4.1082429e+00
   4.5090000e-01   3.0625000e+01   4.0822657e+00
   4.5095000e-01   3.0604167e+01   4.0356896e+00
   4.5100000e-01   3.0625000e+01   3.8955785e+00
   4.5105000e-01   3.0770833e+01   3.9098326e+00
   4.5110000e-01   3.0916667e+01   3.9130623e+00
   4.5115000e-01   3.0979167e+01   3.9002978e+00
   4.5120000e-01   3.0916667e+01   3.9831204e+00
   4.5125000e-01   3.0937500e+01   4.0759087e+00
   4.5130000e-01   3.0937500e+01   4.0444669e+00
   4.5135000e-01   3.0916667e+01   4.0729170e+00
   4.5140000e-01   3.0791667e+01   4.0157050e+00
   4.5145000e-01   3.0770833e+01   3.8989338e+00
   4.5150000e-01   3.0708333e+01   3.8257711e+00
   4.5155000e-01   3.0833333e+01   3.8665688e+00
   4.5160000e-01   3.0833333e+01   3.9804487e+00
   4.5165000e-01   3.0854167e+01   4.0841655e+00
   4.5170000e-01   3.0791667e+01   3.8973987e+00
   4.5175000e-01   3.0958333e+01   3.8368778e+00
   4.5180000e-01   3.0916667e+01   4.0309089e+00
   4.5185000e-01   3.1000000e+01   4.0528424e+00
   4.5190000e-01   3.0979167e+01   3.9057491e+00
   4.5195000e-01   3.0937500e+01   3.9647717e+00
   4.5200000e-01   3.0770833e+01   3.9799475e+00
   4.5205000e-01   3.0895833e+01   3.9477415e+00
   4.5210000e-01   3.0854167e+01   4.0211652e+00
   4.5215000e-01   3.0916667e+01   4.0256271e+00
   4.5220000e-01   3.0708333e+01   3.9137419e+00
   4.5225000e-01   3.0770833e+01   3.8989338e+00
   4.5230000e-01   3.0687500e+01   3.8600863e+00
   4.5235000e-01   3.0645833e+01   3.8231634e+00
   4.5240000e-01   3.0562500e+01   3.8642180e+00
   4.5245000e-01   3.0604167e+01   3.9558176e+00
   4.5250000e-01   3.0625000e+01   3.9552013e+00
   4.5255000e-01   3.0812500e+01   3.8296506e+00
   4.5260000e-01   3.0833333e+01   3.9320469e+00
   4.5265000e-01   3.0937500e+01   3.9594017e+00
   4.5270000e-01   3.0770833e+01   4.0541000e+00
   4.5275000e-01   3.0687500e+01   4.0641466e+00
   4.5280000e-01   3.0666667e+01   3.9857904e+00
   4.5285000e-01   3.0583333e+01   3.8139349e+00
   4.5290000e-01   3.0666667e+01   3.6281015e+00
   4.5295000e-01   3.0541667e+01   3.7186038e+00
   4.5300000e-01   3.0479167e+01   3.7699234e+00
   4.5305000e-01   3.0416667e+01   3.6718210e+00
   4.5310000e-01   3.0354167e+01   3.6582148e+00
   4.5315000e-01   3.0479167e+01   3.6378014e+00
   4.5320000e-01   3.0479167e+01   3.6842943e+00
   4.5325000e-01   3.0375000e+01   3.6473540e+00
   4.5330000e-01   3.0479167e+01   3.7130568e+00
   4.5335000e-01   3.0437500e+01   3.5961342e+00
   4.5340000e-01   3.0354167e+01   3.8508887e+00
   4.5345000e-01   3.0166667e+01   3.7943594e+00
   4.5350000e-01   3.0354167e+01   3.6987035e+00
   4.5355000e-01   3.0583333e+01   3.7463931e+00
   4.5360000e-01   3.0541667e+01   3.7128777e+00
   4.5365000e-01   3.0604167e+01   3.8301135e+00
   4.5370000e-01   3.0625000e+01   3.8681735e+00
   4.5375000e-01   3.0562500e+01   3.7240235e+00
   4.5380000e-01   3.0645833e+01   3.7330587e+00
   4.5385000e-01   3.0583333e+01   3.8803012e+00
   4.5390000e-01   3.0500000e+01   3.8092832e+00
   4.5395000e-01   3.0500000e+01   3.9733152e+00
   4.5400000e-01   3.0520833e+01   3.8921065e+00
   4.5405000e-01   3.0395833e+01   3.8356646e+00
   4.5410000e-01   3.0416667e+01   3.9884585e+00
   4.5415000e-01   3.0541667e+01   3.8809866e+00
   4.5420000e-01   3.0583333e+01   3.9076212e+00
   4.5425000e-01   3.0562500e+01   4.0785179e+00
   4.5430000e-01   3.0416667e+01   4.0519674e+00
   4.5435000e-01   3.0458333e+01   4.1151424e+00
   4.5440000e-01   3.0416667e+01   4.1505362e+00
   4.5445000e-01   3.0416667e+01   4.2618213e+00
   4.5450000e-01   3.0395833e+01   4.1959432e+00
   4.5455000e-01   3.0458333e+01   4.1562992e+00
   4.5460000e-01   3.0416667e+01   4.1658865e+00
   4.5465000e-01   3.0479167e+01   4.0997643e+00
   4.5470000e-01   3.0416667e+01   3.9184959e+00
   4.5475000e-01   3.0479167e+01   3.8646768e+00
   4.5480000e-01   3.0354167e+01   3.7783796e+00
   4.5485000e-01   3.0562500e+01   3.6138401e+00
   4.5490000e-01   3.0708333e+01   3.6841139e+00
   4.5495000e-01   3.0770833e+01   3.7373308e+00
   4.5500000e-01   3.0583333e+01   3.7859389e+00
   4.5505000e-01   3.0625000e+01   4.0245259e+00
   4.5510000e-01   3.0416667e+01   4.1093217e+00
   4.5515000e-01   3.0416667e+01   4.0467131e+00
   4.5520000e-01   3.0395833e+01   4.0776484e+00
   4.5525000e-01   3.0375000e+01   4.0613644e+00
   4.5530000e-01   3.0291667e+01   3.9837881e+00
   4.5535000e-01   3.0250000e+01   4.2300848e+00
   4.5540000e-01   3.0375000e+01   4.2955940e+00
   4.5545000e-01   3.0333333e+01   4.3727071e+00
   4.5550000e-01   3.0500000e+01   4.2576589e+00
   4.5555000e-01   3.0583333e+01   4.0989533e+00
   4.5560000e-01   3.0604167e+01   4.1449255e+00
   4.5565000e-01   3.0541667e+01   3.9730921e+00
   4.5570000e-01   3.0500000e+01   4.1101845e+00
   4.5575000e-01   3.0708333e+01   4.0840027e+00
   4.5580000e-01   3.0791667e+01   4.1047888e+00
   4.5585000e-01   3.0604167e+01   4.1449255e+00
   4.5590000e-01   3.0604167e+01   3.9826196e+00
   4.5595000e-01   3.0645833e+01   3.9490887e+00
   4.5600000e-01   3.0645833e+01   3.9328923e+00
   4.5605000e-01   3.0750000e+01   4.0449601e+00
   4.5610000e-01   3.0687500e+01   4.0378857e+00
   4.5615000e-01   3.0458333e+01   3.9677333e+00
   4.5620000e-01   3.0562500e+01   3.9941779e+00
