iter A R
8650000 0 431
8651000 0 432
8652000 0 433
8653000 2 434
8654000 2 432
8655000 0 429
8656000 0 430
8657000 0 432
8658000 0 435
8659000 0 436
8660000 0 436
8661000 0 437
8662000 0 437
8663000 1 439
8664000 0 439
8665000 1 441
8666000 0 439
8667000 0 441
8668000 1 446
8669000 2 446
8670000 1 442
8671000 1 443
8672000 0 440
8673000 0 442
8674000 1 443
8675000 0 440
8676000 1 443
8677000 0 442
8678000 3 444
8679000 2 442
8680000 1 436
8681000 0 437
8682000 1 434
8683000 1 433
8684000 1 438
8685000 0 438
8686000 3 439
8687000 1 436
8688000 2 438
8689000 1 438
8690000 0 438
8691000 0 440
8692000 0 443
8693000 0 445
8694000 1 444
8695000 1 443
8696000 0 440
8697000 1 441
8698000 0 439
8699000 0 442
8700000 1 445
8701000 1 447
8702000 1 447
8703000 1 446
8704000 0 445
8705000 0 445
8706000 0 448
8707000 0 446
8708000 0 448
8709000 3 446
8710000 2 442
8711000 1 440
8712000 0 443
8713000 2 442
8714000 2 441
8715000 1 438
8716000 0 440
8717000 0 442
8718000 1 445
8719000 2 446
8720000 3 441
8721000 0 437
8722000 0 437
8723000 1 435
8724000 1 435
8725000 1 438
8726000 0 439
8727000 2 437
8728000 0 436
8729000 0 439
8730000 0 443
8731000 0 442
8732000 0 436
8733000 0 437
8734000 1 440
8735000 1 435
8736000 1 434
8737000 0 437
8738000 1 436
8739000 0 434
8740000 1 436
8741000 0 435
8742000 2 434
8743000 0 433
8744000 3 432
8745000 4 426
8746000 2 422
8747000 2 420
8748000 1 416
8749000 2 416
8750000 1 417
8751000 0 417
8752000 0 416
8753000 0 414
8754000 2 411
8755000 5 411
8756000 1 407
8757000 0 405
8758000 0 404
8759000 2 404
8760000 1 404
8761000 1 404
8762000 2 406
8763000 3 401
8764000 1 399
8765000 1 400
8766000 3 397
8767000 4 392
8768000 2 384
8769000 3 382
8770000 1 379
8771000 1 376
8772000 3 376
8773000 1 373
8774000 3 373
8775000 4 371
8776000 2 367
8777000 4 363
8778000 2 360
8779000 2 358
8780000 0 361
8781000 3 356
8782000 2 354
8783000 1 351
8784000 1 354
8785000 1 356
8786000 3 359
8787000 0 357
8788000 0 356
8789000 4 354
8790000 1 351
8791000 2 352
8792000 1 350
8793000 0 350
8794000 1 349
8795000 2 347
8796000 2 346
8797000 4 342
8798000 3 341
8799000 1 338
8800000 1 338
8801000 0 334
8802000 2 334
8803000 2 330
8804000 5 330
8805000 3 327
8806000 2 327
8807000 4 327
8808000 1 323
8809000 2 326
8810000 1 325
8811000 3 326
8812000 4 325
8813000 2 320
8814000 2 325
8815000 2 326
8816000 0 328
8817000 2 327
8818000 1 324
8819000 6 323
8820000 4 321
8821000 1 320
8822000 2 321
8823000 3 322
8824000 2 320
8825000 1 322
8826000 1 325
8827000 1 327
8828000 1 326
8829000 2 329
8830000 2 328
8831000 1 328
8832000 1 331
8833000 4 330
8834000 1 324
8835000 2 325
8836000 3 323
8837000 2 321
8838000 4 321
8839000 3 319
8840000 2 317
8841000 0 316
8842000 0 315
8843000 0 316
8844000 0 320
8845000 3 323
8846000 2 324
8847000 1 321
8848000 0 318
8849000 4 319
8850000 2 319
8851000 0 320
8852000 0 322
8853000 1 324
8854000 2 324
8855000 1 325
8856000 3 328
8857000 1 324
8858000 1 325
8859000 1 325
8860000 0 324
8861000 2 323
8862000 3 325
8863000 6 326
8864000 7 322
8865000 4 318
8866000 2 314
8867000 1 312
8868000 1 310
8869000 1 307
8870000 2 307
8871000 4 305
8872000 1 301
8873000 1 302
8874000 3 301
8875000 2 300
8876000 3 299
8877000 3 297
8878000 2 294
8879000 7 292
8880000 1 287
8881000 2 288
8882000 2 287
8883000 3 288
8884000 1 289
8885000 0 289
8886000 0 294
8887000 3 295
8888000 3 298
8889000 3 298
8890000 1 297
8891000 0 298
8892000 1 301
8893000 2 303
8894000 2 301
8895000 1 299
8896000 0 301
8897000 1 302
8898000 0 302
8899000 1 305
8900000 1 305
8901000 1 306
8902000 1 310
8903000 1 313
8904000 1 317
8905000 3 314
8906000 1 312
8907000 0 315
8908000 2 316
8909000 0 317
8910000 0 318
8911000 2 318
8912000 0 316
8913000 1 317
8914000 6 319
8915000 0 316
8916000 2 317
8917000 1 317
8918000 1 316
8919000 1 319
8920000 0 322
8921000 1 324
8922000 0 324
8923000 2 327
8924000 2 325
8925000 0 326
8926000 1 326
8927000 1 326
8928000 5 325
8929000 4 322
8930000 2 320
8931000 0 320
8932000 2 321
8933000 2 319
8934000 0 317
8935000 0 316
8936000 1 316
8937000 4 316
8938000 3 310
8939000 1 310
8940000 0 311
8941000 0 312
8942000 1 310
8943000 5 309
8944000 2 310
8945000 3 310
8946000 0 308
8947000 1 307
8948000 0 306
8949000 1 308
8950000 1 308
8951000 0 304
8952000 0 305
8953000 0 308
8954000 0 308
8955000 0 307
8956000 0 309
8957000 0 309
8958000 1 307
8959000 0 306
8960000 2 307
8961000 0 306
8962000 1 305
8963000 1 305
8964000 2 308
8965000 2 306
8966000 2 304
8967000 1 305
8968000 0 307
8969000 0 308
8970000 1 310
8971000 1 313
8972000 2 313
8973000 1 311
8974000 4 308
8975000 5 307
8976000 4 305
8977000 1 299
8978000 1 300
8979000 0 296
8980000 1 299
8981000 3 301
8982000 2 300
8983000 0 297
8984000 1 301
8985000 2 298
8986000 0 294
8987000 1 297
8988000 1 297
8989000 1 296
8990000 0 295
8991000 5 296
8992000 3 287
8993000 0 282
8994000 0 285
8995000 1 285
8996000 1 284
8997000 5 281
8998000 7 275
8999000 3 263
9000000 4 259
9001000 7 257
9002000 4 253
9003000 6 251
9004000 5 248
9005000 5 245
9006000 3 239
9007000 2 236
9008000 2 236
9009000 9 239
9010000 4 239
9011000 4 242
9012000 3 239
9013000 5 238
9014000 1 235
9015000 2 236
9016000 4 235
9017000 4 231
9018000 1 226
9019000 6 226
9020000 5 225
9021000 3 222
9022000 3 223
9023000 4 225
9024000 0 223
9025000 1 225
9026000 1 224
9027000 2 226
9028000 2 225
9029000 2 223
9030000 1 225
9031000 0 226
9032000 0 226
9033000 0 227
9034000 0 230
9035000 1 232
9036000 1 233
9037000 1 232
9038000 2 232
9039000 1 231
9040000 4 230
9041000 3 226
9042000 1 221
9043000 3 222
9044000 2 221
9045000 1 222
9046000 3 219
9047000 1 219
9048000 2 221
9049000 1 220
9050000 1 221
9051000 1 221
9052000 1 223
9053000 2 227
9054000 0 227
9055000 1 224
9056000 1 224
9057000 2 221
9058000 4 221
9059000 5 222
9060000 2 214
9061000 2 215
9062000 5 212
9063000 5 206
9064000 5 205
9065000 8 204
9066000 5 203
9067000 3 199
9068000 0 195
9069000 6 198
9070000 4 195
9071000 7 194
9072000 3 191
9073000 3 191
9074000 2 191
9075000 4 190
9076000 1 186
9077000 1 187
9078000 4 187
9079000 6 189
9080000 3 186
9081000 3 189
9082000 4 192
9083000 4 189
9084000 3 186
9085000 3 188
9086000 3 188
9087000 5 191
9088000 4 189
9089000 4 188
9090000 2 187
9091000 3 189
9092000 2 188
9093000 1 191
9094000 2 194
9095000 2 193
9096000 2 198
9097000 1 197
9098000 1 197
9099000 2 191
9100000 1 190
9101000 4 195
9102000 7 194
9103000 1 188
9104000 1 189
9105000 0 187
9106000 3 190
9107000 5 189
9108000 1 187
9109000 1 189
9110000 3 190
9111000 4 194
9112000 5 194
9113000 7 197
9114000 7 198
9115000 4 192
9116000 1 190
9117000 3 190
9118000 3 191
9119000 3 192
9120000 3 192
9121000 1 190
9122000 1 191
9123000 1 187
9124000 0 187
9125000 0 187
9126000 3 187
9127000 3 185
9128000 3 184
9129000 1 183
9130000 2 186
9131000 1 184
9132000 1 183
9133000 2 186
9134000 3 188
9135000 5 188
9136000 2 185
9137000 2 182
9138000 1 184
9139000 0 183
9140000 3 183
9141000 5 184
9142000 4 179
9143000 2 174
9144000 4 175
9145000 5 173
9146000 9 174
9147000 6 170
9148000 5 164
9149000 8 163
9150000 10 156
9151000 20 153
9152000 17 144
9153000 13 135
9154000 12 130
9155000 7 121
9156000 12 121
9157000 13 113
9158000 14 109
9159000 14 107
9160000 11 104
9161000 9 100
9162000 8 102
9163000 4 102
9164000 3 104
9165000 4 105
9166000 5 103
9167000 3 104
9168000 4 106
9169000 5 109
9170000 3 109
9171000 3 111
9172000 1 108
9173000 1 109
9174000 1 110
9175000 2 114
9176000 0 115
9177000 2 117
9178000 1 115
9179000 1 121
9180000 1 124
9181000 4 124
9182000 2 125
9183000 4 126
9184000 3 125
9185000 4 129
9186000 6 132
9187000 4 130
9188000 3 128
9189000 2 131
9190000 1 134
9191000 4 137
9192000 0 134
9193000 1 137
9194000 3 135
9195000 4 134
9196000 5 133
9197000 4 135
9198000 4 137
9199000 3 136
9200000 2 133
9201000 2 132
9202000 2 133
9203000 5 132
9204000 6 133
9205000 5 133
9206000 5 132
9207000 6 133
9208000 10 133
9209000 6 127
9210000 6 127
9211000 8 123
9212000 6 121
9213000 3 119
9214000 3 121
9215000 2 120
9216000 0 120
9217000 2 121
9218000 3 122
9219000 3 126
9220000 3 128
9221000 0 130
9222000 0 130
9223000 2 135
9224000 3 136
9225000 4 138
9226000 4 135
9227000 6 136
9228000 2 134
9229000 2 133
9230000 2 134
9231000 2 135
9232000 1 135
9233000 2 138
9234000 4 142
9235000 2 140
9236000 1 143
9237000 1 146
9238000 0 148
9239000 1 150
9240000 0 148
9241000 3 149
9242000 3 150
9243000 5 152
9244000 5 152
9245000 3 147
9246000 6 146
9247000 4 139
9248000 12 141
9249000 12 135
9250000 9 131
9251000 9 128
9252000 10 125
9253000 7 123
9254000 8 120
9255000 6 121
9256000 6 122
9257000 6 130
9258000 4 131
9259000 3 128
9260000 11 129
9261000 7 127
9262000 6 127
9263000 9 129
9264000 7 132
9265000 5 129
9266000 5 129
9267000 3 128
9268000 9 126
9269000 6 121
9270000 7 122
9271000 6 119
9272000 3 115
9273000 7 114
9274000 4 112
9275000 5 110
9276000 8 111
9277000 11 111
9278000 9 111
9279000 7 109
9280000 8 112
9281000 8 113
9282000 9 113
9283000 7 112
9284000 9 112
9285000 7 111
9286000 7 113
9287000 7 114
9288000 5 112
9289000 5 112
9290000 5 114
9291000 7 113
9292000 9 113
9293000 7 112
9294000 5 114
9295000 5 113
9296000 4 111
9297000 4 112
9298000 4 112
9299000 6 116
9300000 6 117
9301000 3 116
9302000 1 115
9303000 1 115
9304000 1 115
9305000 4 116
9306000 2 118
9307000 2 116
9308000 2 121
9309000 2 123
9310000 2 126
9311000 3 126
9312000 3 130
9313000 4 130
9314000 5 129
9315000 2 129
9316000 4 128
9317000 6 127
9318000 8 129
9319000 9 129
9320000 8 128
9321000 8 126
9322000 4 125
9323000 4 129
9324000 3 130
9325000 3 132
9326000 2 133
9327000 3 133
9328000 3 134
9329000 4 136
9330000 2 136
9331000 2 137
9332000 4 136
9333000 3 135
9334000 4 133
9335000 6 133
9336000 3 130
9337000 4 131
9338000 7 129
9339000 6 129
9340000 5 131
9341000 4 130
9342000 3 128
9343000 3 129
9344000 2 129
9345000 3 130
9346000 1 127
9347000 5 126
9348000 3 122
9349000 2 121
9350000 2 122
9351000 4 124
9352000 4 126
9353000 3 128
9354000 3 131
9355000 2 131
9356000 3 130
9357000 3 128
9358000 0 129
9359000 0 133
9360000 2 138
9361000 0 138
9362000 0 143
9363000 0 144
9364000 1 145
9365000 1 149
9366000 3 150
9367000 1 149
9368000 1 147
9369000 2 149
9370000 1 151
9371000 4 150
9372000 2 149
9373000 4 151
9374000 4 152
9375000 4 151
9376000 2 151
9377000 2 150
9378000 1 152
9379000 3 154
9380000 3 154
9381000 4 150
9382000 7 148
9383000 6 143
9384000 2 140
9385000 4 145
9386000 6 146
9387000 7 142
9388000 4 142
9389000 4 142
9390000 5 142
9391000 4 141
9392000 3 140
9393000 7 140
9394000 6 137
9395000 4 132
9396000 5 131
9397000 9 134
9398000 11 133
9399000 6 128
9400000 3 124
9401000 8 125
9402000 5 123
9403000 6 124
9404000 8 119
9405000 6 114
9406000 7 114
9407000 5 112
9408000 6 114
9409000 9 114
9410000 9 113
9411000 9 112
9412000 8 113
9413000 9 110
9414000 10 115
9415000 7 109
9416000 9 108
9417000 7 107
9418000 11 108
9419000 12 110
9420000 8 108
9421000 6 107
9422000 4 105
9423000 4 104
9424000 1 105
9425000 2 104
9426000 3 106
9427000 8 107
9428000 6 106
9429000 3 100
9430000 4 101
9431000 8 101
9432000 9 100
9433000 10 100
9434000 10 101
9435000 9 99
9436000 8 95
9437000 9 98
9438000 8 95
9439000 7 93
9440000 6 89
9441000 3 93
9442000 6 92
9443000 5 94
9444000 8 95
9445000 8 95
9446000 8 93
9447000 7 90
9448000 8 90
9449000 9 92
9450000 6 89
9451000 7 88
9452000 5 89
9453000 5 94
9454000 8 95
9455000 8 95
9456000 8 99
9457000 8 98
9458000 10 100
9459000 4 97
9460000 4 93
9461000 8 93
9462000 14 93
9463000 8 85
9464000 14 81
9465000 18 77
9466000 20 77
9467000 16 69
9468000 17 66
9469000 19 66
9470000 16 62
9471000 15 57
9472000 20 57
9473000 24 57
9474000 23 52
9475000 24 50
9476000 25 49
9477000 19 40
9478000 18 38
9479000 18 39
9480000 21 43
9481000 15 39
9482000 16 38
9483000 17 41
9484000 12 39
9485000 11 38
9486000 12 42
9487000 10 45
9488000 12 48
9489000 12 49
9490000 11 50
9491000 11 51
9492000 11 50
9493000 13 50
9494000 14 51
9495000 13 53
9496000 14 55
9497000 16 56
9498000 13 53
9499000 9 52
9500000 4 51
9501000 6 55
9502000 9 57
9503000 13 56
9504000 11 54
9505000 10 57
9506000 13 58
9507000 14 57
9508000 17 55
9509000 15 52
9510000 17 52
9511000 14 53
9512000 13 52
9513000 13 49
9514000 11 49
9515000 13 53
9516000 13 52
9517000 16 53
9518000 20 53
9519000 21 54
9520000 22 55
9521000 17 48
9522000 16 45
9523000 22 46
9524000 24 47
9525000 25 46
9526000 24 50
9527000 19 50
9528000 17 48
9529000 14 46
9530000 13 47
9531000 11 46
9532000 11 47
9533000 8 46
9534000 10 49
9535000 11 50
9536000 12 50
9537000 12 50
9538000 13 50
9539000 14 54
9540000 14 55
9541000 13 58
9542000 11 58
9543000 12 60
9544000 10 60
9545000 7 61
9546000 5 60
9547000 6 62
9548000 6 65
9549000 8 67
9550000 7 67
9551000 6 66
9552000 6 67
9553000 9 70
9554000 8 71
9555000 11 74
9556000 9 74
9557000 8 79
9558000 3 76
9559000 4 79
9560000 3 81
9561000 4 83
9562000 1 80
9563000 0 82
9564000 1 83
9565000 1 88
9566000 1 90
9567000 2 94
9568000 2 98
9569000 4 99
9570000 7 100
9571000 6 103
9572000 5 100
9573000 5 102
9574000 2 100
9575000 2 102
9576000 4 104
9577000 4 107
9578000 2 104
9579000 2 110
9580000 2 112
9581000 1 113
9582000 2 117
9583000 2 121
9584000 2 128
9585000 2 128
9586000 0 130
9587000 7 134
9588000 7 132
9589000 5 132
9590000 4 130
9591000 4 131
9592000 6 130
9593000 7 131
9594000 6 130
9595000 10 131
9596000 4 125
9597000 6 126
9598000 8 125
9599000 9 123
9600000 6 123
9601000 5 126
9602000 5 128
9603000 4 129
9604000 6 130
9605000 1 125
9606000 0 126
9607000 1 131
9608000 3 136
9609000 3 136
9610000 2 132
9611000 5 134
9612000 7 134
9613000 6 134
9614000 2 132
9615000 4 135
9616000 4 138
9617000 3 138
9618000 3 141
9619000 1 140
9620000 2 139
9621000 1 140
9622000 2 144
9623000 3 144
9624000 5 145
9625000 4 144
9626000 2 147
9627000 1 148
9628000 0 150
9629000 0 153
9630000 0 156
9631000 0 161
9632000 1 160
9633000 1 158
9634000 1 160
9635000 0 159
9636000 0 158
9637000 0 161
9638000 0 163
9639000 0 163
9640000 0 163
9641000 0 164
9642000 0 166
9643000 0 168
9644000 0 169
9645000 0 168
9646000 0 168
9647000 0 170
9648000 1 171
9649000 0 172
9650000 0 172
9651000 0 177
9652000 0 178
9653000 0 179
9654000 0 181
9655000 0 182
9656000 0 183
9657000 0 184
9658000 1 185
9659000 0 184
9660000 0 187
9661000 1 186
9662000 1 185
9663000 3 183
9664000 6 183
9665000 4 180
9666000 4 181
9667000 5 182
9668000 1 181
9669000 5 181
9670000 5 182
9671000 5 180
9672000 5 182
9673000 5 182
9674000 8 181
9675000 5 175
9676000 6 168
9677000 6 165
9678000 8 165
9679000 8 160
9680000 5 156
9681000 6 153
9682000 4 147
9683000 2 149
9684000 4 147
9685000 7 145
9686000 4 141
9687000 1 139
9688000 4 142
9689000 4 139
9690000 6 139
9691000 4 133
9692000 6 131
9693000 3 125
9694000 4 125
9695000 3 126
9696000 2 133
9697000 4 135
9698000 2 135
9699000 2 133
9700000 4 129
9701000 6 130
9702000 6 127
9703000 5 124
9704000 8 128
9705000 7 126
9706000 5 125
9707000 6 122
9708000 5 122
9709000 8 122
9710000 8 119
9711000 9 113
9712000 12 115
9713000 13 117
9714000 18 110
9715000 17 99
9716000 18 93
9717000 25 90
9718000 27 80
9719000 24 73
9720000 23 65
9721000 24 58
9722000 20 54
9723000 24 53
9724000 28 49
9725000 32 48
9726000 31 38
9727000 35 37
9728000 41 33
9729000 36 29
9730000 36 28
9731000 42 27
9732000 43 25
9733000 48 25
9734000 50 23
9735000 59 22
9736000 61 20
9737000 69 17
9738000 77 15
9739000 79 13
9740000 81 13
9741000 86 10
9742000 88 8
9743000 91 9
9744000 98 9
9745000 103 8
9746000 108 11
9747000 118 7
9748000 122 6
9749000 133 8
9750000 137 10
9751000 143 6
9752000 152 7
9753000 162 5
9754000 176 8
9755000 181 9
9756000 186 9
9757000 185 4
9758000 193 4
9759000 199 6
9760000 206 6
9761000 207 4
9762000 216 9
9763000 216 6
9764000 228 5
9765000 227 5
9766000 231 3
9767000 236 2
9768000 252 6
9769000 259 3
9770000 264 2
9771000 266 3
9772000 267 3
9773000 266 2
9774000 263 3
9775000 262 4
9776000 263 4
9777000 262 2
9778000 269 3
9779000 270 3
9780000 278 1
9781000 285 3
9782000 292 3
9783000 291 4
9784000 289 1
9785000 298 0
9786000 302 2
9787000 303 8
9788000 314 2
9789000 321 5
9790000 332 1
9791000 343 1
9792000 358 4
9793000 376 6
9794000 386 7
9795000 393 6
9796000 401 4
9797000 421 1
9798000 430 5
9799000 428 3
9800000 439 3
9801000 441 2
9802000 450 2
9803000 462 2
9804000 462 1
9805000 466 1
9806000 472 1
9807000 474 1
9808000 485 5
9809000 497 4
9810000 496 4
9811000 494 1
9812000 498 0
9813000 505 1
9814000 508 4
9815000 512 3
9816000 517 5
9817000 518 2
9818000 523 1
9819000 532 2
9820000 543 2
9821000 555 3
9822000 564 0
9823000 568 5
9824000 571 5
9825000 573 1
9826000 584 4
9827000 590 3
9828000 601 1
9829000 611 0
9830000 615 2
9831000 624 1
9832000 637 1
9833000 647 5
9834000 659 2
9835000 674 1
9836000 678 1
9837000 685 1
9838000 696 3
9839000 703 2
9840000 709 2
9841000 716 1
9842000 729 0
9843000 746 1
9844000 747 2
9845000 753 3
9846000 747 1
9847000 751 2
9848000 758 5
9849000 761 1
9850000 773 0
9851000 781 2
9852000 792 1
9853000 800 2
9854000 807 2
9855000 808 1
9856000 822 2
9857000 827 3
9858000 830 4
9859000 830 5
9860000 821 3
9861000 823 4
9862000 828 2
9863000 826 3
9864000 828 0
9865000 829 0
9866000 838 3
9867000 838 2
9868000 837 3
9869000 842 4
9870000 852 1
9871000 859 0
9872000 874 1
9873000 888 1
9874000 898 0
9875000 913 0
9876000 924 0
9877000 928 1
9878000 938 1
9879000 939 3
9880000 942 1
9881000 947 0
9882000 940 6
9883000 947 0
9884000 958 1
9885000 959 1
9886000 952 1
9887000 957 2
9888000 946 2
9889000 944 3
9890000 941 2
9891000 939 2
9892000 942 2
9893000 942 0
9894000 945 2
9895000 948 1
9896000 943 2
9897000 950 2
9898000 950 2
9899000 958 2
9900000 958 3
9901000 967 3
9902000 981 0
9903000 990 3
9904000 999 1
9905000 997 2
9906000 1014 3
9907000 1014 0
9908000 1014 2
9909000 1026 0
9910000 1038 1
9911000 1042 1
9912000 1039 1
9913000 1048 0
9914000 1052 7
9915000 1054 0
9916000 1059 3
9917000 1054 2
9918000 1058 0
9919000 1061 4
9920000 1051 0
9921000 1067 1
9922000 1066 1
9923000 1068 4
9924000 1065 0
9925000 1065 2
9926000 1073 1
9927000 1073 0
9928000 1090 3
9929000 1096 0
9930000 1101 1
9931000 1115 1
9932000 1116 2
9933000 1118 0
9934000 1120 4
9935000 1127 1
9936000 1139 1
9937000 1142 1
9938000 1143 3
9939000 1144 0
9940000 1153 1
9941000 1157 0
9942000 1163 1
9943000 1166 1
9944000 1165 1
9945000 1178 0
9946000 1177 1
9947000 1185 2
9948000 1190 0
9949000 1186 1
9950000 1178 1
9951000 1183 0
9952000 1192 3
9953000 1200 0
9954000 1206 0
9955000 1205 1
9956000 1202 3
9957000 1206 2
9958000 1201 2
9959000 1192 2
9960000 1192 2
9961000 1200 1
9962000 1190 0
9963000 1188 3
9964000 1181 4
9965000 1184 1
9966000 1184 3
9967000 1181 2
9968000 1184 1
9969000 1192 2
9970000 1186 1
9971000 1190 0
9972000 1192 3
9973000 1191 3
9974000 1189 0
9975000 1197 4
9976000 1200 1
9977000 1190 1
9978000 1190 0
9979000 1194 1
9980000 1197 3
9981000 1186 1
9982000 1200 2
9983000 1203 1
9984000 1207 2
9985000 1202 4
9986000 1196 1
9987000 1196 0
9988000 1200 2
9989000 1192 2
9990000 1187 2
9991000 1170 4
9992000 1160 3
9993000 1149 1
9994000 1150 1
9995000 1156 3
9996000 1155 2
9997000 1160 3
9998000 1150 2
9999000 1155 1
10000000 1165 1
10001000 1164 0
10002000 1158 0
10003000 1170 0
10004000 1177 2
10005000 1171 2
10006000 1176 1
10007000 1176 1
10008000 1181 2
10009000 1180 2
10010000 1179 0
10011000 1176 0
10012000 1184 1
10013000 1191 5
10014000 1196 1
10015000 1204 2
10016000 1203 1
10017000 1197 0
10018000 1194 3
10019000 1192 4
10020000 1191 2
10021000 1192 2
10022000 1184 0
10023000 1194 1
10024000 1183 3
10025000 1177 7
10026000 1158 0
10027000 1150 0
10028000 1141 1
10029000 1128 2
10030000 1119 6
10031000 1101 2
10032000 1103 3
10033000 1110 1
10034000 1110 0
10035000 1106 1
10036000 1103 2
10037000 1100 2
10038000 1103 8
10039000 1094 1
10040000 1083 1
10041000 1079 1
10042000 1073 1
10043000 1092 0
10044000 1099 1
10045000 1096 0
10046000 1096 5
10047000 1103 2
10048000 1104 2
10049000 1116 4
10050000 1129 1
10051000 1152 3
10052000 1160 2
10053000 1149 5
10054000 1142 0
10055000 1144 4
10056000 1139 2
10057000 1137 2
10058000 1139 3
10059000 1135 1
10060000 1145 0
10061000 1149 2
10062000 1140 0
10063000 1141 4
10064000 1133 3
10065000 1126 1
10066000 1131 1
10067000 1132 3
10068000 1123 2
10069000 1123 1
10070000 1133 2
10071000 1130 2
10072000 1126 2
10073000 1112 0
10074000 1113 1
10075000 1109 1
10076000 1118 0
10077000 1115 2
10078000 1120 7
10079000 1111 4
10080000 1103 4
10081000 1102 4
10082000 1104 3
10083000 1102 4
10084000 1108 1
10085000 1112 4
10086000 1116 2
10087000 1123 1
10088000 1116 2
10089000 1111 1
10090000 1108 4
10091000 1100 2
10092000 1101 2
10093000 1102 1
10094000 1088 2
10095000 1076 3
10096000 1079 1
10097000 1075 3
10098000 1080 1
10099000 1081 2
10100000 1087 3
10101000 1106 4
10102000 1101 1
10103000 1114 3
10104000 1130 1
10105000 1142 2
10106000 1139 2
10107000 1138 2
10108000 1153 0
10109000 1156 2
10110000 1162 3
10111000 1160 2
10112000 1148 2
10113000 1149 1
10114000 1136 3
10115000 1141 3
10116000 1147 3
10117000 1145 0
10118000 1134 2
10119000 1143 2
10120000 1139 1
10121000 1141 3
10122000 1139 4
10123000 1122 4
10124000 1115 2
10125000 1121 3
10126000 1118 2
10127000 1118 5
10128000 1122 3
10129000 1121 2
10130000 1109 4
10131000 1104 3
10132000 1102 3
10133000 1101 1
10134000 1104 5
10135000 1103 4
10136000 1104 1
10137000 1111 4
10138000 1103 4
10139000 1099 4
10140000 1096 4
10141000 1083 0
10142000 1079 5
10143000 1082 2
10144000 1094 4
10145000 1103 2
10146000 1108 1
10147000 1098 1
10148000 1096 4
10149000 1103 2
10150000 1095 3
10151000 1094 1
10152000 1095 1
10153000 1100 1
10154000 1094 3
10155000 1091 5
10156000 1090 6
10157000 1088 1
10158000 1087 5
10159000 1086 6
10160000 1089 1
10161000 1087 1
10162000 1096 0
10163000 1097 4
10164000 1083 3
10165000 1088 1
10166000 1093 2
10167000 1082 2
10168000 1071 5
10169000 1067 2
10170000 1058 3
10171000 1055 4
10172000 1051 5
10173000 1047 1
10174000 1044 3
10175000 1034 2
10176000 1042 1
10177000 1034 2
10178000 1042 0
10179000 1028 7
10180000 1011 3
10181000 1010 4
10182000 1004 4
10183000 995 3
10184000 985 4
10185000 969 0
10186000 971 1
10187000 971 0
10188000 976 2
10189000 988 6
10190000 978 7
10191000 976 0
10192000 974 2
10193000 971 3
10194000 972 2
10195000 983 1
10196000 984 5
10197000 977 1
10198000 976 5
10199000 981 4
10200000 982 5
10201000 976 4
10202000 984 6
10203000 984 2
10204000 989 5
10205000 985 1
10206000 974 0
10207000 971 2
10208000 979 5
10209000 971 1
10210000 962 5
10211000 948 2
10212000 938 6
10213000 922 3
10214000 911 4
10215000 906 5
10216000 898 0
10217000 896 2
10218000 879 7
10219000 872 7
10220000 860 2
10221000 854 4
10222000 839 2
10223000 827 2
10224000 828 4
10225000 817 6
10226000 811 4
10227000 803 6
10228000 785 3
10229000 785 7
10230000 771 4
10231000 768 5
10232000 755 5
10233000 729 3
10234000 725 8
10235000 720 6
10236000 718 3
10237000 712 8
10238000 707 4
10239000 700 9
10240000 695 5
10241000 689 4
10242000 689 7
10243000 688 7
10244000 686 7
10245000 681 3
10246000 675 6
10247000 671 5
10248000 681 5
10249000 679 10
10250000 663 7
10251000 663 10
10252000 649 3
10253000 658 9
10254000 661 5
10255000 667 3
10256000 682 1
10257000 690 8
10258000 691 4
10259000 693 4
10260000 693 4
10261000 691 9
10262000 688 6
10263000 694 9
10264000 685 8
10265000 679 3
10266000 685 10
10267000 667 4
10268000 663 6
10269000 645 9
10270000 630 3
10271000 624 6
10272000 620 5
10273000 614 9
10274000 599 8
10275000 592 7
10276000 580 7
10277000 572 5
10278000 566 6
10279000 545 8
10280000 541 8
10281000 543 8
10282000 525 5
10283000 518 11
10284000 507 10
10285000 502 3
10286000 502 11
10287000 494 12
10288000 489 4
10289000 491 11
10290000 490 9
10291000 498 8
10292000 486 10
10293000 479 12
10294000 470 12
10295000 462 13
10296000 466 8
10297000 469 4
10298000 476 11
10299000 479 9
10300000 474 10
10301000 471 3
10302000 479 12
10303000 469 11
10304000 461 11
10305000 454 14
10306000 443 8
10307000 434 9
10308000 433 8
10309000 438 7
10310000 442 8
10311000 447 3
10312000 454 11
10313000 454 12
10314000 451 14
10315000 451 5
10316000 458 11
10317000 446 13
10318000 437 7
10319000 425 9
10320000 423 7
10321000 419 10
10322000 422 9
10323000 404 8
10324000 400 4
10325000 390 10
10326000 371 10
10327000 364 10
10328000 360 17
10329000 338 7
10330000 330 13
10331000 308 8
10332000 299 11
10333000 294 14
10334000 286 13
10335000 266 10
10336000 250 11
10337000 238 16
10338000 218 17
10339000 200 20
10340000 184 24
10341000 167 25
10342000 153 33
10343000 142 37
10344000 131 36
10345000 112 35
10346000 100 23
10347000 99 31
10348000 92 36
10349000 91 39
10350000 100 46
10351000 94 55
10352000 83 60
10353000 81 54
10354000 78 54
10355000 81 56
10356000 81 54
10357000 82 52
10358000 87 57
10359000 72 48
10360000 70 48
10361000 76 51
10362000 76 60
10363000 71 64
