t(s)	A(µM)	AB(µM)	ABC(1/µm^2)	AC(1/µm^2)	(Var=B) B(µM)	BAC(1/µm^2)	BC(1/µm^2)	C(1/µm^2)	CABC(1/µm^2)
2.7072706661538764E-4	0.9969356524511905	1.3451934568348612E-5	5.785056033757684E-4	9.181058105074376	0.9969356524511905	5.785056033757684E-4	9.181058105074376	16980.628231046187	0.004247871442757044
2.8512578924543057E-4	0.996773007696154	1.4162670849497719E-5	6.137507269608697E-4	9.668045277268007	0.996773007696154	6.137507269608697E-4	9.668045277268007	16979.653111913707	0.004785019787038622
2.995245118754735E-4	0.9966103965907253	1.4872933336388576E-5	6.489844045097929E-4	10.154898376537938	0.9966103965907253	6.489844045097929E-4	10.154898376537938	16978.678192548556	0.00535636922020778
3.1392323450551643E-4	0.9964478191265599	1.5582722302354512E-5	6.842050669833359E-4	10.641617163090482	0.9964478191265599	6.842050669833359E-4	10.641617163090482	16977.703472898454	0.0059621869771306875
3.2832195713555936E-4	0.996285275295317	1.6292038020550022E-5	7.194116911728594E-4	11.128201397369132	0.996285275295317	7.194116911728594E-4	11.128201397369132	16976.72895291249	0.006602738952927406
3.5292396537070904E-4	0.9960076267488247	1.7502897815781328E-5	7.795321741490016E-4	11.959279033247302	0.9960076267488247	7.795321741490016E-4	11.959279033247302	16975.064326207703	0.007778334803176428
3.775259736058587E-4	0.9957300763242944	1.8712378170190807E-5	8.396076229682751E-4	12.789961966889914	0.9957300763242944	8.396076229682751E-4	12.789961966889914	16973.400282010265	0.009057424367520456
4.021279818410084E-4	0.9954526239801975	1.9920480442903122E-5	8.99637161922745E-4	13.620249008184839	0.9954526239801975	8.99637161922745E-4	13.620249008184839	16971.736820076505	0.010441320462888341
4.267299900761581E-4	0.9951752696750372	2.1127205991652903E-5	9.596202973976801E-4	14.450138969064055	0.9951752696750372	9.596202973976801E-4	14.450138969064055	16970.073940163496	0.011931333005815996
4.5133199831130777E-4	0.9948980133673487	2.2332556172789876E-5	0.0010195566169352045	15.27963066351115	0.9948980133673487	0.0010195566169352045	15.27963066351115	16968.41164202876	0.013528769607003773
4.7593400654645745E-4	0.9946208550156991	2.353653234127736E-5	0.0010794458856462146	16.10872290756777	0.9946208550156991	0.0010794458856462146	16.10872290756777	16966.749925430533	0.015234935372198598
5.214965811790672E-4	0.9941078201844141	2.5762655273028795E-5	0.0011902355716457706	17.643131207478298	0.9941078201844141	0.0011902355716457706	17.643131207478298	16963.673984540375	0.018686290724581767
5.67059155811677E-4	0.993595120923184	2.7984078771734166E-5	0.0013008637652272806	19.176157910706017	0.993595120923184	0.0013008637652272806	19.176157910706017	16960.600035876967	0.022523290845083716
6.126217304442868E-4	0.9930827569696866	3.0200811406741485E-5	0.0014113304862107387	20.707795553111684	0.9930827569696866	0.0014113304862107387	20.707795553111684	16957.528077912415	0.02675416390133756
6.581843050768966E-4	0.9925707280619703	3.241286173127176E-5	0.0015216355176861387	22.23803669521417	0.9925707280619703	0.0015216355176861384	22.23803669521417	16954.4581091203	0.031387112808474754
7.037468797095064E-4	0.9920590339384532	3.462023828244799E-5	0.001631778639219915	23.766873922343656	0.9920590339384532	0.0016317786392199148	23.766873922343656	16951.390127976214	0.03643031461344022
7.721717192197544E-4	0.9912912116664596	3.792646497526993E-5	0.0017968847723453137	26.060193408505324	0.9912912116664596	0.0017968847723453137	26.060193408505324	16946.786434163023	0.04479262895123526
8.405965587300025E-4	0.9905241429727696	4.1222198750506185E-5	0.0019616254137750184	28.350305013229487	0.9905241429727696	0.0019616254137750184	28.350305013229487	16942.187214584384	0.054126072931465034
9.090213982402505E-4	0.98975782697606	4.4507468319836727E-5	0.0021260003422234274	30.637183942553857	0.98975782697606	0.0021260003422234274	30.637183942553857	16937.59246410529	0.06445800823303488
9.774462377504986E-4	0.9889922627968545	4.7782302313898135E-5	0.0022900092867549826	32.92080553230766	0.9889922627968545	0.0022900092867549826	32.92080553230766	16933.002177601305	0.07581566152510462
0.0010924203259165923	0.9877075777603984	5.3261577249037894E-5	0.0025647682598425358	36.750566481051024	0.9877075777603984	0.002564768259842536	36.750566481051024	16925.299168644764	0.09728443206750685
0.001207394414082686	0.986425008776098	5.871160389010622E-5	0.0028384920574189053	40.57094589919848	0.986425008776098	0.0028384920574189058	40.57094589919848	16917.608724646616	0.12185328918588852
0.0013223685022487797	0.9851445517063557	6.4132516531385E-5	0.0031111796331085837	44.38182930124771	0.9851445517063557	0.0031111796331085837	44.38182930124771	16909.930821496313	0.14964877470452428
0.0014373425904148733	0.9838662024278899	6.952444883179559E-5	0.003382830000738765	48.1831032799061	0.9838662024278899	0.0033828300007387653	48.1831032799061	16902.26543516581	0.18079631092583615
0.001552316678580967	0.9825899568315963	7.48875338184958E-5	0.003653442238554847	51.974655520296714	0.9825899568315963	0.0036534422385548476	51.974655520296714	16894.612541708764	0.21542018682036043
0.001746057816787435	0.9804441220073022	8.385989552101331E-5	0.004107096024529597	58.341442219939175	0.9804441220073022	0.004107096024529598	58.341442219939175	16881.74496028089	0.2819705473334882
0.0019397989549939031	0.9783042294876693	9.27513500886602E-5	0.004557795980210972	64.67978369592825	0.9783042294876693	0.004557795980210973	64.67978369592825	16868.912671112343	0.3593229556652707
0.002133540093200371	0.976170259878588	1.0156252201355937E-4	0.005005538994896229	70.98916418323297	0.976170259878588	0.005005538994896229	70.98916418323297	16856.115561163602	0.44804969971663605
0.0023272812314068395	0.9740421938949448	1.1029403083200554E-4	0.005450322499436192	77.26907723412587	0.9740421938949448	0.005450322499436192	77.26907723412587	16843.353518022785	0.5487134357293973
0.0025210223696133073	0.971920012358963	1.1894649116738917E-4	0.005892144465230957	83.51902586436904	0.971920012358963	0.005892144465230957	83.51902586436904	16830.626429895885	0.6618670469702251
0.002714763507819775	0.9698036961985365	1.2752051277324658E-4	0.00633100340256649	89.73852269496297	0.9698036961985365	0.00633100340256649	89.73852269496297	16817.934185597023	0.7880535068696036
0.002908504646026243	0.9676932264455795	1.3601670057592752E-4	0.006766898357648841	95.92709008708543	0.9676932264455795	0.006766898357648841	95.92709008708543	16805.27667453874	0.9278057489323578
0.003102245784232711	0.9655885842344032	1.44435654716512E-4	0.007199828910079009	102.08426026799668	0.9655885842344032	0.007199828910079009	102.08426026799668	16792.653786722483	1.0816465455987985
0.0032959869224391787	0.9634897508001148	1.527779705921329E-4	0.007629795170562405	108.20957544838048	0.9634897508001148	0.0076297951705624045	108.20957544838048	16780.06541272919	1.2500883956025908
0.0034897280606456466	0.9613967074770315	1.6104423889697403E-4	0.008056797777690939	114.30258793248396	0.9613967074770315	0.008056797777690939	114.30258793248396	16767.511443709987	1.4336334184919337
0.0036834691988521144	0.9593094356971059	1.6923504566298528E-4	0.008480837894273062	120.36286022139615	0.9593094356971059	0.008480837894273063	120.36286022139615	16754.99177137696	1.6327732559757964
0.0038772103370585823	0.9572279169883691	1.7735097230020007E-4	0.00890191720378809	126.38996510892025	0.9572279169883691	0.00890191720378809	126.38996510892025	16742.506287993994	1.8479889806248566
0.00407095147526505	0.9551521329733944	1.853925956365909E-4	0.009320037906478746	132.38348576964307	0.9551521329733944	0.009320037906478744	132.38348576964307	16730.05488636776	2.0797510123163785
0.004264692613471518	0.9530820653677805	1.9336048795749725E-4	0.009735202714890003	138.34301583932182	0.9530820653677805	0.009735202714890003	138.34301583932182	16717.637459838807	2.3285190423050754
0.004458433751677986	0.9510176959786527	2.0125521704467808E-4	0.010147414849250398	144.26815948786404	0.9510176959786527	0.010147414849250398	144.26815948786404	16705.25390227277	2.5947419646474223
0.004652174889884454	0.9489590067031825	2.0907734621499795E-4	0.010556678032706364	150.15853148499284	0.9489590067031825	0.010556678032706362	150.15853148499284	16692.904108051665	2.878857814886932
0.0048459160280909215	0.9469059795271269	2.1682743435872924E-4	0.010962996486167205	156.0137572585426	0.9469059795271269	0.010962996486167203	156.0137572585426	16680.58797206533	3.181293716052058
0.005039657166297389	0.9448585965233876	2.245060359774636E-4	0.011366374922852793	161.83347294536972	0.9448585965233876	0.011366374922852793	161.83347294536972	16668.305389702946	3.50246583198004
0.005233398304503857	0.9428168398505907	2.3211370122164327E-4	0.011766818542684347	167.61732543496115	0.9428168398505907	0.011766818542684347	167.61732543496115	16656.056256844717	3.842779327883673
0.005427139442710325	0.9407806917516868	2.3965097592772483E-4	0.012164333026423422	173.36497240585282	0.9407806917516868	0.012164333026423422	173.36497240585282	16643.840469853636	4.202628338048538
0.005620880580916793	0.9387501345525705	2.471184016549803E-4	0.0125589245295196	179.07608235494294	0.9387501345525705	0.012558924529519599	179.07608235494294	16631.657925567393	4.582395940575953
0.005814621719123261	0.9367251506607222	2.5451651572193574E-4	0.012950599675764986	184.7503346197637	0.9367251506607222	0.012950599675764986	184.7503346197637	16619.5085212904	4.982454139105919
0.006008362857329729	0.9347057225638699	2.618458512424495E-4	0.013339365550762962	190.3874193937896	0.9347057225638699	0.013339365550762962	190.3874193937896	16607.392154785928	5.403163851441587
0.0062021039955361965	0.9326918328286726	2.6910693716143577E-4	0.013725229695158263	195.9870377348824	0.9326918328286726	0.013725229695158265	195.9870377348824	16595.308724268387	5.844874904974781
0.006395845133742664	0.9306834640994254	2.7630029829023935E-4	0.014108200097662746	201.5489015669819	0.9306834640994254	0.014108200097662747	201.5489015669819	16583.25812839573	6.307926038802438
0.006736569092463666	0.9271647751462537	2.887882398646508E-4	0.014774719519100003	211.23788539313873	0.9271647751462537	0.014774719519100005	211.23788539313873	16562.144621798492	7.175028991842514
0.007077293051184667	0.9236630151144384	3.010711277563721E-4	0.015432364361023862	220.80782135979786	0.9236630151144384	0.015432364361023866	220.80782135979786	16541.131810954503	8.110840802335565
0.0072973656572248025	0.921410193477963	3.0889691188586865E-4	0.015852442778492223	226.92511173076895	0.921410193477963	0.015852442778492223	226.92511173076895	16527.61296777055	8.752551944923692
0.007517438263264938	0.9191643707672639	3.1663904104468486E-4	0.016268856121245828	232.9918496518352	0.9191643707672639	0.016268856121245824	232.9918496518352	16514.135761997753	9.42400049691275
0.007737510869305074	0.9169255222621426	3.242982450317396E-4	0.016681620230449792	239.00771928144889	0.9169255222621426	0.016681620230449792	239.00771928144889	16500.70004919421	10.125574504961158
0.00795758347534521	0.9146936233564433	3.318752471941305E-4	0.0170907515919878	244.97242253133786	0.9146936233564433	0.0170907515919878	244.97242253133788	16487.30568556723	10.857643937200304
0.008177656081385347	0.9124686495558911	3.3937076449071615E-4	0.017496267319487908	250.8856789654407	0.9124686495558911	0.017496267319487908	250.88567896544072	16473.95252796067	11.620560790648296
0.008397728687425483	0.9102505764758365	3.4678550755901403E-4	0.01789818514281454	256.7472256851689	0.9102505764758365	0.01789818514281454	256.7472256851689	16460.64043384174	12.414659212561945
0.00861780129346562	0.9080393798391708	3.541201807779862E-4	0.01829652339130234	262.5568172049425	0.9080393798391708	0.01829652339130234	262.5568172049425	16447.369261288775	13.240255631023299
0.008837873899505756	0.9058350354744027	3.613754823269897E-4	0.018691300975439903	268.3142253182441	0.9058350354744027	0.018691300975439903	268.3142253182441	16434.138868979982	14.097648894535222
0.009057946505545892	0.903637519313806	3.685521042434322E-4	0.01908253737129494	274.01923895335926	0.903637519313806	0.01908253737129494	274.01923895335926	16420.9491161826	14.98712042171615
0.009278019111586029	0.901446807391592	3.7565073248043584E-4	0.019470252604748592	279.67166401855866	0.901446807391592	0.01947025260474859	279.67166401855866	16407.79986274221	15.908934361479274
0.009498091717626165	0.8992628758421092	3.826720469644215E-4	0.019854467234136256	285.27132323714847	0.8992628758421092	0.01985446723413626	285.27132323714847	16394.690969072202	16.863337763263445
0.009718164323666302	0.8970857008980871	3.8961672165216616E-4	0.02023520233317551	290.81805597300047	0.8970857008980871	0.020235202333175512	290.81805597300047	16381.62229614352	17.85056075665398
0.009938236929706438	0.8949152588889314	3.9648542458712443E-4	0.02061247947447523	296.31171804706537	0.8949152588889314	0.02061247947447523	296.31171804706537	16368.593705474681	18.87081673986668
0.010158309535746575	0.8927515262390687	4.032788179550532E-4	0.020986320712623584	301.7521815452592	0.8927515262390687	0.020986320712623584	301.7521815452592	16355.605059122128	19.92430257671111
0.010378382141786711	0.8905944794663379	4.099975581390289E-4	0.02135674856698892	307.1393346180859	0.8905944794663379	0.02135674856698892	307.1393346180859	16342.65621967083	21.01119880168029
0.010598454747826848	0.8884440951804269	4.1664229577390184E-4	0.021723786004756912	312.4730812723788	0.8884440951804269	0.02172378600475691	312.4730812723788	16329.747050225154	22.131669832786834
0.010818527353866984	0.886300350081354	4.232136758001876E-4	0.022087456424031617	317.75334115556564	0.886300350081354	0.022087456424031614	317.75334115556564	16316.877414400033	23.285864191741982
0.011155444081030155	0.8830312264350173	4.331333645594287E-4	0.022637743316947196	325.7333067626739	0.8830312264350173	0.0226377433169472	325.7333067626739	16297.25112661876	25.118492188378262
0.011395114251063628	0.8807150851532464	4.4008737127411587E-4	0.023024475566141442	331.33347024009527	0.8807150851532464	0.023024475566141445	331.33347024009527	16283.345646893205	26.470681841484623
0.0116347844210971	0.8784067189866023	4.4695708698927066E-4	0.023407318850098578	336.8700030060015	0.8784067189866023	0.023407318850098578	336.8700030060015	16269.486474623096	27.86335236734836
0.011874454591130573	0.8761060983593648	4.5374331134450253E-4	0.023786305696764064	342.34289151231224	0.8761060983593648	0.023786305696764064	342.34289151231224	16255.673436579851	29.296603895812726
0.012114124761164045	0.8738131938119592	4.6044683638421995E-4	0.02416146910553313	347.752142317607	0.8738131938119592	0.024161469105533132	347.752142317607	16241.906360189538	30.77051612226542
0.012353794931197518	0.8715279759992923	4.670684466267324E-4	0.02453284252028066	353.09778172862457	0.8715279759992923	0.02453284252028066	353.09778172862457	16228.185073523213	32.28514867099607
0.01259346510123099	0.8692504156887512	4.736089191472744E-4	0.024900459805832068	358.37985537108676	0.8692504156887512	0.024900459805832068	358.37985537108676	16214.50940528532	33.840541530194336
0.012833135271264463	0.8669804837582697	4.800690236602622E-4	0.025264355222642358	363.5984277533239	0.8669804837582697	0.02526435522264236	363.5984277533239	16200.879184802501	35.4367154939497
0.013263983431780764	0.8629189829073073	4.914824927379603E-4	0.025909270803613958	372.82029743969713	0.8629189829073073	0.02590927080361396	372.82029743969713	16176.490274158063	38.40865621421437
0.013694831592297065	0.8588818727194384	5.0264307316173E-4	0.026542474745250764	381.83786170090536	0.8588818727194384	0.02654247474525077	381.83786170090536	16152.246701190517	41.51224523283771
0.014125679752813366	0.8548689866062452	5.135550617520007E-4	0.02716417412374635	390.6519288105446	0.8548689866062452	0.027164174123746356	390.6519288105446	16128.147488971004	44.74716253357612
0.014556527913329667	0.8508801590460213	5.242226826447072E-4	0.02777457874036887	399.2634797353026	0.8508801590460213	0.027774578740368868	399.2634797353026	16104.191666562287	48.11291240855974
0.014987376073845968	0.8469152255600982	5.346500885785143E-4	0.028373900696308903	407.6736600038179	0.8469152255600982	0.028373900696308907	407.6736600038179	16080.378268883085	51.60883165768883
