t	(Var=A) A	(Var=AB) AB	(Var=ABC) ABC	(Var=AC) AC	(Var=B) B	(Var=BAC) BAC	(Var=BC) BC	(Var=C) C	(Var=CABC) CABC
0.01761152672979729	0.2793382127742063	6.658222867654007E-5	0.0013837275537570614	294.81385093070475	0.2793382127742063	0.0013837275537570617	294.81385093070475	16346.570104089076	31.39971329720269
0.017953079856670665	0.2727496079365017	6.46274993141579E-5	0.0014245369937462406	296.5636084993075	0.2727496079365017	0.001424536993746241	296.5636084993075	16340.603040351461	32.63344678796936
0.01829463298354404	0.26632525294668363	6.270951800236266E-5	0.001465925907813111	298.2251603396214	0.26632525294668363	0.0014659259078131112	298.2251603396214	16334.784724171039	33.881011648949716
0.018636186110417414	0.2600609099166232	6.082924380517758E-5	0.0015078744455040189	299.8010831172754	0.2600609099166232	0.0015078744455040189	299.8010831172754	16329.111319358653	35.14174932895097
0.018977739237290788	0.2539524558354461	5.8987455741156865E-5	0.0015503625900867353	301.2938915391485	0.2539524558354461	0.0015503625900867356	301.2938915391485	16323.579093572567	36.41501131197766
0.019319292364164162	0.2479958792023817	5.71847683182154E-5	0.0015933702166521062	302.70603934659465	0.2479958792023817	0.0015933702166521064	302.70603934659465	16318.184415284013	37.70015964118032
0.019660845491037537	0.24218727677150392	5.5421645928842874E-5	0.001636877145441564	304.0399203225429	0.24218727677150392	0.001636877145441564	304.0399203225429	16312.923750843016	38.99656737880072
0.02000239861791091	0.23652285040412063	5.369841618360327E-5	0.0016808631907099419	305.2978693101875	0.23652285040412063	0.0016808631907099419	305.2978693101875	16307.793661640673	40.303619006284066
0.020343951744784285	0.23099890402309686	5.201528227882184E-5	0.001725308205496693	306.482163240658	0.23099890402309686	0.0017253082054966933	306.482163240658	16302.79080136285	41.62071076971017
0.02068550487165766	0.22561184066463666	5.0372334473007435E-5	0.001770192122559452	307.595022167417	0.22561184066463666	0.001770192122559452	307.595022167417	16297.911913331338	42.947250974788915
0.021027057998531034	0.2203581596244856	4.876956072362244E-5	0.00181549499168464	308.6386103055773	0.2203581596244856	0.00181549499168464	308.6386103055773	16293.153827929702	44.28266023457833
0.021368611125404408	0.2152344536956707	4.72068565326099E-5	0.0018611970135991342	309.6150370744721	0.2152344536956707	0.0018611970135991342	309.6150370744721	16288.513460111275	45.62637167287604
0.021710164252277783	0.21023740649438305	4.568403405518618E-5	0.0019072785706945197	310.52635814177705	0.21023740649438305	0.0019072785706945195	310.52635814177705	16283.987806986312	46.977831086495435
0.022051717379151157	0.20536378987049692	4.42008305265822E-5	0.001953720254775496	311.37457646751307	0.20536378987049692	0.0019537202547754958	311.37457646751307	16279.573945485141	48.33649706966122
0.02239327050602453	0.20061046139955124	4.275691605464726E-5	0.0020005028920397063	312.1616433464132	0.20061046139955124	0.002000502892039706	312.1616433464132	16275.269030094478	49.70184110345464
0.022734823632897905	0.19597436195338716	4.1351900819844084E-5	0.002047607565468489	312.88945944729113	0.19597436195338716	0.002047607565468489	312.88945944729113	16271.07029066444	51.07334761292297
0.02307637675977128	0.19145251334673463	3.9985341721710015E-5	0.002095015634793514	313.559875848152	0.19145251334673463	0.002095015634793514	313.559875848152	16266.97503028379	52.45051399431944
0.023417929886644654	0.18704201605703683	3.8656748510054594E-5	0.002142708754206636	314.17469506585496	0.18704201605703683	0.002142708754206636	314.17469506585496	16262.98062322103	53.832850614874296
0.02375948301351803	0.18274004701487	3.736558943723838E-5	0.0021906688879720676	314.7356720792132	0.18274004701487	0.002190668887972068	314.7356720792132	16259.084512929012	55.21988078739051
0.024277398723033555	0.1764176648008261	3.547787294089779E-5	0.002263863374357502	315.4873970654679	0.1764176648008261	0.0022638633743575025	315.4873970654679	16253.358614728722	57.33103170679834
0.02479531443254908	0.1703292535767974	3.3672801739989325E-5	0.002337570900203824	316.1249960994222	0.1703292535767974	0.0023375709002038244	316.1249960994222	16247.844631588343	59.450350535507916
0.025313230142064602	0.1644659100368099	3.194813013585014E-5	0.0024117330464311824	316.65399468688656	0.1644659100368099	0.002411733046431183	316.65399468688656	16242.534500233307	61.57634346341149
0.025831145851580126	0.15881908154477967	3.030151057788512E-5	0.0024862933044228256	317.07969351341274	0.15881908154477967	0.0024862933044228256	317.07969351341274	16237.420474799992	63.70758279328579
0.02634906156109565	0.15338055164260037	2.8730519701590245E-5	0.002561197119007892	317.4071761426301	0.15338055164260037	0.002561197119007892	317.4071761426301	16232.495113738245	65.84270579112913
0.026866977270611173	0.1481424261110362	2.723268171933696E-5	0.002636391918446263	317.64131657675733	0.1481424261110362	0.0026363919184462636	317.64131657675733	16227.751267212065	67.98041342529017
0.027384892980126696	0.1430971196102656	2.580548907363996E-5	0.002711827131564944	317.78678666427834	0.1430971196102656	0.0027118271315649443	317.78678666427834	16223.182065022607	70.11946899728726
0.02790280868964222	0.13823734295665913	2.4446420086587833E-5	0.0027874541939902375	317.84806333694354	0.13823734295665913	0.0027874541939902375	317.84806333694354	16218.780905104404	72.25869665665813
0.028420724399157743	0.1335560910069128	2.3152953921416516E-5	0.002863226543707252	317.8294356699535	0.1335560910069128	0.002863226543707252	317.8294356699535	16214.54144256918	74.39697981891352
0.028938640108673266	0.12904663107539463	2.19225834440161E-5	0.0029390996074834005	317.7350117664347	0.12904663107539463	0.0029390996074834005	317.7350117664347	16210.457579230355	76.53325951877945
0.02945655581818879	0.1247024918383144	2.0752826343592576E-5	0.0030150307807983584	317.5687254653023	0.1247024918383144	0.0030150307807983584	317.5687254653023	16206.5234535669	78.66653272046676
0.029974471527704313	0.12051745271495522	1.9641234607352727E-5	0.0030909794016617	317.33434286814236	0.12051745271495522	0.0030909794016617006	317.33434286814236	16202.733431117487	80.79585059371148
0.030492387237219837	0.1164855337189786	1.85854024279037E-5	0.003166906718441575	317.0354686814678	0.1164855337189786	0.0031669067184415755	317.0354686814678	16199.082095298909	82.92031676235804
0.03101030294673536	0.11260098575680215	1.7582972729011873E-5	0.003242775853109757	316.6755523737943	0.11260098575680215	0.003242775853109757	316.6755523737943	16195.564238627976	85.03908553636576
0.031528218656250884	0.1088582813433418	1.663164252708904E-5	0.0033185517607648572	316.2578941487419	0.1088582813433418	0.0033185517607648577	316.2578941487419	16192.17485432023	87.15136013938177
0.03204613436576641	0.10525210571203687	1.5729167285175453E-5	0.0033942011858351553	315.7856507352494	0.10525210571203687	0.0033942011858351553	315.7856507352494	16188.909128244788	89.25639094117027
0.03256405007528193	0.10177734830344799	1.4873364358338422E-5	0.003469692615755523	315.26184099570816	0.10177734830344799	0.003469692615755523	315.26184099570816	16185.762431221037	91.35347370115767
0.033081965784797454	0.09842909461753718	1.4062115621875166E-5	0.003544996232644815	314.6893513533775	0.09842909461753718	0.0035449962326448156	314.6893513533775	16182.730311643922	93.44194782842908
0.03359988149431298	0.09520261841240332	1.329336938681152E-5	0.003620083863267609	314.07094104135143	0.09520261841240332	0.003620083863267609	314.07094104135143	16179.808488422252	95.52119466365849
0.0341177972038285	0.09209337423185501	1.2565141704113288E-5	0.003694928927837972	313.4092471758903	0.09209337423185501	0.0036949289278379715	313.4092471758903	16176.992844214188	97.59063578808625
0.034635712913344024	0.08909699024635641	1.187551713746059E-5	0.0037695063881733907	312.70678965719156	0.08909699024635641	0.0037695063881733916	312.70678965719156	16174.27941894597	99.64973136343532
0.03515362862285955	0.08620926139290386	1.122264908017816E-5	0.0038437926950343586	311.96597590026744	0.08620926139290386	0.003843792695034359	311.96597590026744	16171.664403600875	101.69797850660015
0.03567154433237507	0.08342614280155063	1.0604759664787373E-5	0.003917765735843517	311.1891053997594	0.08342614280155063	0.0039177657358435165	311.1891053997594	16169.144134267377	103.73490970081646
0.036189460041890595	0.08074374349543806	1.0020139324664922E-5	0.003991404782092731	310.37837413228027	0.08074374349543806	0.0039914047820927305	310.37837413228027	16166.715086434588	105.7600912456439
0.03670737575140612	0.07815832035140163	9.4671460654699E-6	0.0040646904370140215	309.5358787999056	0.07815832035140163	0.0040646904370140215	309.5358787999056	16164.373869523379	107.77312174796693
0.03722529146092164	0.07566627230935641	8.944204492202891E-6	0.004137604583945865	308.6636209186786	0.07566627230935641	0.004137604583945865	308.6636209186786	16162.117221642535	109.77363065546815
0.037743207170437165	0.07326413481965503	8.449804628337645E-6	0.004210130335299469	307.76351075618487	0.07326413481965503	0.004210130335299469	307.76351075618487	16159.942004560176	111.76127683339293
0.03826112287995269	0.070948574518064	7.982500560430558E-6	0.0042822519822679475	306.83737112230176	0.070948574518064	0.004282251982267947	306.83737112230176	16157.845198881083	113.73574718517433
0.03877903858946821	0.06871638411826413	7.540908940435572E-6	0.0043539549454928465	305.8869410172131	0.06871638411826413	0.0043539549454928465	305.8869410172131	16155.82389942092	115.69675531738024
0.039296954298983736	0.06656447751221811	7.123707374719684E-6	0.004425225726749099	304.91387914079445	0.06656447751221811	0.004425225726749099	304.91387914079445	16153.87531076848	117.64404024923743
0.03981487000849926	0.06448988506931445	6.729632724168859E-6	0.004496051861715454	303.9197672675025	0.06448988506931445	0.004496051861715454	303.9197672675025	16151.996743027867	119.57736516670236
0.04033278571801478	0.06248974912570918	6.357479336051233E-6	0.00456642187392036	302.90611349090966	0.06248974912570918	0.00456642187392036	302.90611349090966	16150.185607732807	121.49651622081205
0.040850701427530306	0.06056131965567403	6.0060972260118854E-6	0.004636325229910853	301.87435534199795	0.06056131965567403	0.004636325229910852	301.87435534199795	16148.43941392574	123.40130136990135
0.04136861713704583	0.05870195011710156	5.674390226745751E-6	0.004705752295678736	300.82586278527873	0.05870195011710156	0.004705752295678736	300.82586278527873	16146.75576439452	125.2915492651643
0.04188653284656135	0.05690909346368785	5.361314117818258E-6	0.004774694294380968	299.7619410967566	0.05690909346368785	0.004774694294380968	299.7619410967566	16145.132352060054	127.1671081789229
0.042404448556076876	0.05518029831667401	5.065874748947742E-6	0.004843143265375797	298.6838336277026	0.05518029831667401	0.004843143265375797	298.6838336277026	16143.566956508352	129.02784497485268
0.0429223642655924	0.053513205289383074	4.787126167241131E-6	0.004911092024584402	297.59272445814054	0.053513205289383074	0.004911092024584403	297.59272445814054	16142.057440661025	130.87364411932097
0.04344027997510792	0.05190554345808744	4.52416875744444E-6	0.004978534126183947	296.4897409438779	0.05190554345808744	0.004978534126183948	296.4897409438779	16140.601747578134	132.70440673292651
0.04395819568462345	0.05035512697303919	4.276147403024937E-6	0.005045463825631439	295.3759561608346	0.05035512697303919	0.00504546382563144	295.3759561608346	16139.197897388123	134.52004968127744
0.04447611139413897	0.04885985180377484	4.042249674706449E-6	0.005111876044010993	294.2523912503399	0.04885985180377484	0.005111876044010994	294.2523912503399	16137.843984339235	136.3205047039993
0.044994027103654494	0.0474176926130783	3.8217040519663085E-6	0.005177766333692805	293.1200176689834	0.0474176926130783	0.005177766333692805	293.1200176689834	16136.538173967512	138.105717580927
0.04551194281317002	0.04602669975424368	3.6137781820395627E-6	0.0052431308452879815	291.9797593465191	0.04602669975424368	0.005243130845287982	291.9797593465191	16135.278700376457	139.87564733440703
0.04602985852268554	0.04468499638651679	3.4177771801602548E-6	0.005307966295879555	290.83249475522774	0.04468499638651679	0.005307966295879555	290.83249475522774	16134.06386362371	141.63026546661817
0.046547774232201064	0.0433907757038301	3.233041974052219E-6	0.005372269938507035	289.6790588940534	0.0433907757038301	0.005372269938507035	289.6790588940534	16132.892027210393	143.36955523080906
0.0473285218944287	0.04152568009001253	2.9744779881309765E-6	0.005468196479218873	287.93035556977657	0.04152568009001253	0.005468196479218873	287.93035556977657	16131.203312468067	145.9625199997128
0.04810926955665634	0.03975886844321348	2.738101311758301E-6	0.005562903865598452	286.17197070614844	0.03975886844321348	0.0055629038655984515	286.17197070614844	16129.603602465992	148.52066515698758
0.04889001721888398	0.038084973384046227	2.522066797861522E-6	0.0056563887137734276	284.4062617468366	0.038084973384046227	0.005656388713773427	284.4062617468366	16128.088035858584	151.0440639351569
0.04967076488111162	0.03649892551047943	2.324675184882401E-6	0.0057486497105791	282.63540689769604	0.03649892551047943	0.005748649710579098	282.63540689769604	16126.65202122752	153.53283383883178
0.05045151254333926	0.0349959367141208	2.144362689377204E-6	0.005839687434224669	280.8614168578853	0.0349959367141208	0.005839687434224669	280.8614168578853	16125.291221966461	155.9871324714499
0.0512322602055669	0.03357148430545958	1.9796911288991965E-6	0.005929504184527618	279.0861459325748	0.03357148430545958	0.005929504184527619	279.0861459325748	16124.001541898595	158.40715361394447
0.05201300786779454	0.032221295985055826	1.8293385977833227E-6	0.006018103823635486	277.31130249797303	0.032221295985055826	0.006018103823635486	277.31130249797303	16122.779111660684	160.7931235678604
0.05279375553002218	0.030941335740396543	1.6920907390472285E-6	0.006105491628797898	275.53845875819036	0.030941335740396543	0.006105491628797897	275.53845875819036	16121.620275925787	163.14529778728559
0.053574503192249816	0.029727790616348962	1.5668325996067009E-6	0.0061916741562016	273.76905983506543	0.029727790616348962	0.0061916741562016	273.76905983506543	16120.521581417448	165.4639577820533
0.054355250854477455	0.02857705823949445	1.452541019913119E-6	0.0062766591143859456	272.00443228353316	0.02857705823949445	0.006276659114385945	272.00443228353316	16119.479765606991	167.7494082538561
0.055135998516705094	0.02748573502128677	1.3482775205237248E-6	0.006360455246443003	270.24579209046766	0.02748573502128677	0.006360455246443004	270.24579209046766	16118.491746025897	170.00197444133613
0.05591674617893273	0.026450605021927597	1.253181670088663E-6	0.006443072220717614	268.49425217157744	0.026450605021927597	0.006443072220717613	268.49425217157744	16117.554610176841	172.22199966777956
0.05669749384116037	0.025468629460841927	1.1664649218425224E-6	0.006524520529812825	266.7508293785382	0.025468629460841927	0.0065245205298128245	266.7508293785382	16116.665606030612	174.4098430856252
0.05747824150338801	0.024536936834985923	1.087404894887104E-6	0.006604811397394015	265.0164510477138	0.024536936834985923	0.006604811397394016	265.0164510477138	16115.82213307377	176.56587760400032
0.05825898916561565	0.023652813596502457	1.0153400702749157E-6	0.00668395669210767	263.291961128996	0.023652813596502457	0.006683956692107669	263.291961128996	16115.021733863192	178.69048798271757
0.05903973682784329	0.022813695352194584	9.496648748367262E-7	0.006761968848100234	261.57812592457975	0.022813695352194584	0.0067619688481002325	261.57812592457975	16114.262086053312	180.7840690799166
0.05982048449007093	0.022017158559072197	8.898251306009103E-7	0.006838860791783375	259.8756394584625	0.022017158559072197	0.006838860791783375	259.8756394584625	16113.540994873027	182.84702424423176
0.06060123215229857	0.021260912691630416	8.353138488879386E-7	0.006914645874484643	258.185128496517	0.021260912691630416	0.006914645874484643	258.185128496517	16112.856386029895	184.8797638426615
0.06138197981452621	0.02054279285307846	7.856673469389835E-7	0.006989337810575023	256.5071572396367	0.02054279285307846	0.006989337810575024	256.5071572396367	16112.20629901664	186.88270391423143
0.062162727476753846	0.019860752802438306	7.404616646474417E-7	0.0070629506206683354	254.84223171250343	0.019860752802438306	0.0070629506206683354	254.84223171250343	16111.588880794505	188.85626493962278
0.06294347513898148	0.019212858372800484	6.993092604375117E-7	0.007135498579533389	253.1908038677658	0.019212858372800484	0.007135498579533388	253.1908038677658	16111.002379830954	190.80087071817536
0.06372422280120911	0.018597281259218196	6.618559671594854E-7	0.007206996168403633	251.55327542290152	0.018597281259218196	0.007206996168403633	251.55327542290152	16110.445140472366	192.7169473447448
0.06450497046343674	0.018012293155825525	6.277781899723623E-7	0.007277458031383915	249.93000144614854	0.018012293155825525	0.007277458031383915	249.93000144614854	16109.915597633082	194.6049222792761
0.06528571812566437	0.01745626022205572	5.967803288009415E-7	0.0073468989356575785	248.32129370761004	0.01745626022205572	0.007346898935657579	248.32129370761004	16109.412271782687	196.46522350211112
0.066066465787892	0.01692763785869574	5.685924087332778E-7	0.007415333735212565	246.72742381084902	0.01692763785869574	0.007415333735212566	246.72742381084902	16108.933764213953	198.29827874843969
0.06684721345011964	0.016424965776008684	5.429679028135889E-7	0.007482777337828828	245.14862611904022	0.016424965776008684	0.007482777337828828	245.14862611904022	16108.478752575482	200.1045148158804
0.06762796111234727	0.01594686333749221	5.196817328060237E-7	0.007549244675089608	243.5851004886394	0.01594686333749221	0.007549244675089606	243.5851004886394	16108.045986654022	201.88435693967517
0.0684087087745749	0.015492025163756456	4.985284344487231E-7	0.0076147506751929874	242.03701482277125	0.015492025163756456	0.007614750675192987	242.03701482277125	16107.634284392449	203.63822823032876
0.06918945643680253	0.015059216981726	4.793204745332995E-7	0.007679310238352407	240.50450745590916	0.015059216981726	0.007679310238352408	240.50450745590916	16107.242528130058	205.3665491688227
0.06997020409903017	0.014647271705188812	4.618867079570896E-7	0.007742938214588454	238.98768938071936	0.014647271705188812	0.007742938214588455	238.98768938071936	16106.869661052398	207.06973715486535
0.0707509517612578	0.014255085733592446	4.4607096373160985E-7	0.00780564938372876	237.48664632719496	0.014255085733592446	0.00780564938372876	237.48664632719496	16106.514683838863	208.74820610398774
0.07153169942348543	0.013881615456803265	4.31730749735888E-7	0.007867458437446025	236.0014407035248	0.013881615456803265	0.007867458437446025	236.0014407035248	16106.176651496862	210.40236608960626
0.07231244708571306	0.013525873954236841	4.1873606673845547E-7	0.007928379963175492	234.53211340755925	0.013525873954236841	0.007928379963175492	234.53211340755925	16105.854670372066	212.03262302644316
0.0730931947479407	0.013186927877401429	4.069683228876792E-7	0.00798842842976372	233.07868551719812	0.013186927877401429	0.007988428429763718	233.07868551719812	16105.547895324857	213.63937839194352
0.07387394241016833	0.012863894505521875	3.9631934051237667E-7	0.008047618174710898	231.64115986750036	0.012863894505521875	0.008047618174710896	231.64115986750036	16105.255527063504	215.22302898257166
0.07465469007239596	0.012555938964516318	3.866904476896181E-7	0.008105963392878937	230.21952252180722	0.012555938964516318	0.008105963392878935	230.21952252180722	16104.976809625394	216.7839667021022
0.07543543773462359	0.012262271600164503	3.7799164761477705E-7	0.008163478126546771	228.81374414369998	0.012262271600164503	0.008163478126546771	228.81374414369998	16104.711027997871	218.32257837923518
0.07621618539685122	0.011982145496827658	3.701408593440718E-7	0.008220176256702771	227.42378127618238	0.011982145496827658	0.008220176256702771	227.42378127618238	16104.457505871	219.83924561206072
0.07699693305907886	0.011714854133563867	3.6306322397582215E-7	0.00827607149547201	226.04957753407544	0.011714854133563867	0.00827607149547201	226.04957753407544	16104.215603514698	221.33434463707894
0.07777768072130649	0.011459729169949074	3.56690470799975E-7	0.008331177379583657	224.6910647152311	0.011459729169949074	0.008331177379583657	224.6910647152311	16103.984715773471	222.80824622065413
0.07855842838353412	0.01121613835437888	3.509603380827241E-7	0.0083855072647631	223.348163835608	0.01121613835437888	0.008385507264763102	223.348163835608	16103.764270171989	224.26131557113285
0.0797315769252085	0.010870502142512202	3.4343529046253486E-7	0.008465712977839494	221.35948199703253	0.010870502142512202	0.008465712977839494	221.35948199703253	16103.451481978862	226.4063113005582
0.08090472546688289	0.010547670752360029	3.370623000422329E-7	0.008544240207189817	219.4055078041114	0.010547670752360029	0.008544240207189817	219.4055078041114	16103.15933913987	228.50627838574633
0.08207787400855727	0.010245901033080276	3.3169165744263586E-7	0.008621131835158469	217.48586383751166	0.010245901033080276	0.008621131835158469	217.48586383751166	16102.886263342507	230.5623833593983
0.08325102255023166	0.009963588719840722	3.271929850116039E-7	0.008696429739007281	215.60013910156712	0.009963588719840722	0.008696429739007281	215.60013910156712	16102.630802038277	232.57576344955498
0.08442417109190604	0.009699257332461091	3.2345278833506517E-7	0.008770174782277223	213.74789400082	0.009699257332461091	0.008770174782277223	213.74789400082	16102.391618389174	234.54752662980988
0.08559731963358043	0.009451547818605301	3.2037225264546856E-7	0.008842406810360817	211.92866489440297	0.009451547818605301	0.008842406810360815	211.92866489440297	16102.167481888568	236.4787517545021
0.08677046817525481	0.009219208971220564	3.1786529528713946E-7	0.00891316465031541	210.14196821348983	0.009219208971220564	0.00891316465031541	210.14196821348983	16101.957259683297	238.37048878021142
0.0879436167169292	0.00900108869151696	3.158569010199672E-7	0.008982486115246931	208.38730410166707	0.00900108869151696	0.008982486115246931	208.38730410166707	16101.759908661605	240.22375908141544
0.08911676525860358	0.008796126029720186	3.142817027187428E-7	0.009050408012578582	206.66415962341816	0.008796126029720186	0.009050408012578582	206.66415962341816	16101.574468245508	242.03955584581422
0.09028991380027797	0.008603343868448332	3.130827429921045E-7	0.00911696615513042	204.97201162625714	0.008603343868448332	0.00911696615513042	204.97201162625714	16101.400053765177	243.8188445250004
0.09146306234195235	0.008421842164928061	3.1221038021024217E-7	0.009182195374353275	203.31032930917567	0.008421842164928061	0.009182195374353273	203.31032930917567	16101.235850339386	245.56256332575606
0.09263621088362674	0.008250791730032712	3.1162133209228566E-7	0.009246129535517287	201.67857651145985	0.008250791730032712	0.009246129535517287	201.67857651145985	16101.08110724222	247.27162373789287
0.09380935942530112	0.008089428526108677	3.112778507593474E-7	0.009308801554689288	200.07621373343719	0.008089428526108677	0.009308801554689288	200.07621373343719	16100.935132739532	248.9469110952418
0.09498250796697551	0.007937048439722474	3.111470107555042E-7	0.00937024341715203	198.50269991649225	0.007937048439722474	0.00937024341715203	198.50269991649225	16100.797289355538	250.58928516232098
0.09615565650864989	0.007793002476622014	3.112000885834252E-7	0.009430486196876284	196.9574940146697	0.007793002476622014	0.009430486196876284	196.9574940146697	16100.666989521798	252.19958073823489
0.09732880505032428	0.007656692339422884	3.1141201980235516E-7	0.009489560076778843	195.44005638153877	0.007656692339422884	0.009489560076778841	195.44005638153877	16100.543691572739	253.7786082720145
0.09850195359199866	0.007527566361854028	3.117609262696184E-7	0.009547494369607213	193.9498499875526	0.007527566361854028	0.009547494369607213	193.9498499875526	16100.42689606413	255.327154486013
0.09967510213367305	0.007405115775154236	3.122277065129483E-7	0.009604317539304064	192.48634148202657	0.007405115775154236	0.009604317539304064	192.48634148202657	16100.31614239229	256.8459830042877
0.10084825067534743	0.007288871278853331	3.1279568042256546E-7	0.00966005722268226	191.04900211585846	0.007288871278853331	0.009660057222682258	191.04900211585846	16100.211005688996	258.3358349824184
0.10202139921702182	0.007178399888442013	3.134502797855035E-7	0.009714740251251968	189.63730854077704	0.007178399888442013	0.00971474025125197	189.63730854077704	16100.111093967087	259.79742973542767
0.1031945477586962	0.007073302036612638	3.141787783825602E-7	0.009768392673080536	188.2507434981707	0.007073302036612638	0.009768392673080535	188.2507434981707	16100.016045495693	261.2314653613107
0.10436769630037059	0.006973208908491005	3.149700570637338E-7	0.009821039774596255	186.88879640817692	0.006973208908491005	0.009821039774596255	186.88879640817692	16099.925526387375	262.6386193583597
0.10554084484204497	0.0068777799926538746	3.1581439960345914E-7	0.00987270610225698	185.55096386887075	0.0068777799926538746	0.00987270610225698	185.55096386887075	16099.839228380679	264.0195492346883
0.10671399338371935	0.006786700830184124	3.167033151415517E-7	0.009923415484007953	184.23675007509956	0.006786700830184124	0.009923415484007955	184.23675007509956	16099.75686680194	265.3748931084471
0.10788714192539374	0.006699680945142456	3.176293834570082E-7	0.0099731910504637	182.9456671657737	0.006699680945142456	0.009973191050463702	182.9456671657737	16099.678178691467	266.7052702974432
0.10906029046706812	0.006616451941615024	3.185861200577092E-7	0.010022055255763539	181.67723550731017	0.006616451941615024	0.010022055255763539	181.67723550731017	16099.602921080486	268.0112818971905
0.11023343900874251	0.0065367657540253855	3.1956785862300635E-7	0.010070029898061241	180.43098391998456	0.0065367657540253855	0.010070029898061241	180.43098391998456	16099.530869406915	269.2935113466611
0.11202270117412629	0.00642153862283205	3.2110232754491933E-7	0.01014153453292017	178.57189403353038	0.00642153862283205	0.010141534532920172	178.57189403353038	16099.426686239103	271.2046213123851
0.11381196333951006	0.006313285763521578	3.226687669518334E-7	0.010211091300679624	176.76172333903494	0.006313285763521578	0.010211091300679624	176.76172333903494	16099.328813766062	273.06365868663295
0.11560122550489384	0.006211351447182484	3.2425509311268117E-7	0.010278769367091089	174.99891820512713	0.006211351447182484	0.010278769367091087	174.99891820512713	16099.23665841298	274.8724738190157
0.11739048767027761	0.006115152663446688	3.2585149368875334E-7	0.0103446348708829	173.28197328165265	0.006115152663446688	0.010344634870882899	173.28197328165265	16099.149692440998	276.63283586297797
0.11917974983566139	0.0060241707846206225	3.2745003399722724E-7	0.010408751071244686	171.6094313360423	0.0060241707846206225	0.010408751071244686	171.6094313360423	16099.06744639978	278.34643671299403
0.12096901200104516	0.005937944007848423	3.2904431394196333E-7	0.010471178486125462	169.9798829005151	0.005937944007848423	0.010471178486125464	169.9798829005151	16098.989502284583	280.0148947787065
0.12275827416642894	0.005856060603610024	3.3062917850142707E-7	0.010531975025244176	168.39196571676857	0.005856060603610024	0.010531975025244176	168.39196571676857	16098.915487423346	281.6397585965326
0.12454753633181272	0.005778153058388645	3.322004906375142E-7	0.010591196117793075	166.8443639486841	0.005778153058388645	0.010591196117793075	166.8443639486841	16098.845069173507	283.2225102684446
0.12633679849719648	0.0057038930060709534	3.337549551019709E-7	0.010648894833596328	165.33580721227787	0.0057038930060709534	0.01064889483359633	165.33580721227787	16098.777950332913	284.7645687264313
0.12812606066258025	0.005632986754086746	3.3528997321161047E-7	0.010705121998249006	163.86506950146384	0.005632986754086746	0.010705121998249004	163.86506950146384	16098.713865089268	286.26729283190554
0.12991532282796403	0.005565171289903035	3.36803518277054E-7	0.010759926302619953	162.43096805013874	0.005565171289903035	0.010759926302619955	162.43096805013874	16098.652575404452	287.73198432133177
0.1317045849933478	0.005500210744012817	3.382940314875973E-7	0.010813354406967316	161.0323621344068	0.005500210744012817	0.010813354406967318	161.0323621344068	16098.593867812251	289.15989060506047
0.13349384715873158	0.005437893290871865	3.397603384144399E-7	0.01086545103987727	159.66815181974422	0.005437893290871865	0.010865451039877266	159.66815181974422	16098.53755061251	290.55220742296086
0.13528310932411536	0.005378028432564993	3.4120158206480975E-7	0.01091625909211777	158.3372766738824	0.005378028432564993	0.01091625909211777	158.3372766738824	16098.4834514119	291.91008136107644
0.13707237148949913	0.005320444599363797	3.4261716727160644E-7	0.01096581970558265	157.0387144685797	0.005320444599363797	0.01096581970558265	157.0387144685797	16098.43141495156	293.23461223593665
0.13978314542780398	0.0052372084861829855	3.447121359875526E-7	0.011038616283617865	155.13073454897648	0.0052372084861829855	0.011038616283617865	155.13073454897648	16098.356199798747	295.18012693536446
0.14249391936610883	0.005158381932088748	3.4674679800894084E-7	0.011108770269200544	153.2913975644585	0.005158381932088748	0.011108770269200546	153.2913975644585	16098.284971756231	297.0550077871563
0.14520469330441368	0.005083555877795547	3.4872124321904407E-7	0.011176404347295573	151.51760895442987	0.005083555877795547	0.011176404347295573	151.51760895442987	16098.217360703904	298.8625342892723
0.14791546724271853	0.0050123766009688014	3.506360634887102E-7	0.011241633993992963	149.8064417180533	0.0050123766009688014	0.011241633993992965	149.8064417180533	16098.153046610214	300.6057933428452
0.15062624118102338	0.004944537231340646	3.524922235496792E-7	0.011304567984896215	148.15512686434042	0.004944537231340646	0.011304567984896216	148.15512686434042	16098.0917518508	302.2876926422734
0.15333701511932823	0.0048797702895781135	3.542909541936586E-7	0.011365308859754454	146.56104427764532	0.0048797702895781135	0.011365308859754453	146.56104427764532	16098.033234453931	303.9109731865299
0.15604778905763309	0.004817841314228017	3.5603366450900613E-7	0.011423953355912553	145.0217139856279	0.004817841314228017	0.011423953355912553	145.0217139856279	16097.97728233107	305.47822089547986
0.15875856299593794	0.004758543736717923	3.5772187770211353E-7	0.011480592807335113	143.53478783438126	0.004758543736717923	0.011480592807335111	143.53478783438126	16097.923708637438	306.99187725409195
0.16146933693424279	0.004701694782826916	3.593571880851503E-7	0.011535313509141028	142.0980416029243	0.004701694782826916	0.011535313509141026	142.0980416029243	16097.87234806182	308.45424905265605
0.16418011087254764	0.004647132029571386	3.6094123043114455E-7	0.011588197053855132	140.70936757642767	0.004647132029571386	0.011588197053855132	140.70936757642767	16097.823053709813	309.86751737161075
