t	(Var=A) A	(Var=AB) AB	(Var=ABC) ABC	(Var=AC) AC	(Var=B) B	(Var=BAC) BAC	(Var=BC) BC	(Var=C) C	(Var=CABC) CABC
0.0028937724928608257	0.8057645566869504	9.377692111478749E-5	2.4923438864504625E-4	87.54098972475975	0.8057645566869504	2.4923438864504646E-4	87.54098972475975	16823.22308058419	0.3472207487573144
0.0030432829613081217	0.7968859643796166	9.644939771994743E-5	2.586886970564995E-4	91.50739421595289	0.7968859643796166	2.5868869705649973E-4	91.50739421595289	16815.1867706707	0.39896175999761163
0.0031927934297554176	0.7881109822806782	9.895978979533529E-5	2.6793029509775465E-4	95.42243662432568	0.7881109822806782	2.6793029509775487E-4	95.42243662432568	16807.244123090735	0.45523390001240954
0.0033423038982027136	0.7794383086890075	1.0131406595056353E-4	2.7697595972944234E-4	99.28657628996702	0.7794383086890075	2.7697595972944256E-4	99.28657628996702	16799.393964711242	0.5161643784529506
0.0034918143666500096	0.7708666602208053	1.0351800265691598E-4	2.8584189078507006E-4	103.10027109764374	0.7708666602208053	2.8584189078507033E-4	103.10027109764374	16791.635138808728	0.5818736561004149
0.0036413248350973056	0.7623947715086203	1.0557719017974895E-4	2.9454373004786675E-4	106.86397743062452	0.7623947715086203	2.9454373004786697E-4	106.86397743062452	16783.966504802138	0.6524756245737158
0.0037908353035446016	0.7540213949062353	1.0749703832825975E-4	3.0309657165320105E-4	110.57815012513339	0.7540213949062353	3.030965716532012E-4	110.57815012513339	16776.386937990883	0.7280777828514905
0.003940345771991897	0.7457453001993263	1.0928278202695979E-4	3.1151497482407464E-4	114.24324242546525	0.7457453001993263	3.1151497482407485E-4	114.24324242546525	16768.89532929793	0.8087814105945244
0.004089856240439193	0.737565274321772	1.109394867141973E-4	3.1981298078688047E-4	117.85970593979434	0.737565274321772	3.198129807868807E-4	117.85970593979434	16761.490585017873	0.8946817382871469
0.004239366708886489	0.7294801210774675	1.1247205357385721E-4	3.280041267199258E-4	121.42799059670563	0.7294801210774675	3.2800412671992596E-4	121.42799059670563	16754.17162656984	0.9858681142459675
0.004388877177333785	0.7214886608675017	1.1388522460597909E-4	3.3610145723570736E-4	124.94854460247639	0.7214886608675017	3.361014572357075E-4	124.94854460247639	16746.937390255072	1.082424168527621
0.004538387645781081	0.7135897304225806	1.1518358754127933E-4	3.441175377156767E-4	128.4218143991327	0.7135897304225806	3.441175377156769E-4	128.4218143991327	16739.78682701915	1.1844279737536496
0.004687898114228377	0.7057821825405858	1.1637158060425471E-4	3.520644681902335E-4	131.84824462330369	0.7057821825405858	3.5206446819023373E-4	131.84824462330369	16732.718902218694	1.2919522028807204
0.004837408582675673	0.6980648858291509	1.1745349712961269E-4	3.5995389538661586E-4	135.22827806589507	0.6980648858291509	3.59953895386616E-4	135.22827806589507	16725.732595392517	1.4050642839495675
0.004986919051122969	0.6904367244531429	1.1843349003678189E-4	3.6779702434343217E-4	138.56235563260114	0.6904367244531429	3.677970243434324E-4	138.56235563260114	16718.826900037067	1.5238265518409213
0.005136429519570265	0.68289659788693	1.1931557616705496E-4	3.756046307635122E-4	141.85091630527342	0.68289659788693	3.7560463076351247E-4	141.85091630527342	16712.000823386057	1.6482963970671596
0.005285939988017561	0.675443420671337	1.2010364048766345E-4	3.833870729445044E-4	145.0943971041615	0.675443420671337	3.833870729445046E-4	145.0943971041615	16705.253386194265	1.778526411632368
0.005435450456464857	0.6680761221751784	1.208014401669209E-4	3.911543028385544E-4	148.29323305104077	0.6680761221751784	3.911543028385546E-4	148.29323305104077	16698.583622525326	1.9145645319922462
0.005584960924912153	0.6607936463612711	1.214126085244778E-4	3.98915877104239E-4	151.44785713323986	0.6607936463612711	3.989158771042392E-4	151.44785713323986	16691.990579543482	2.056454179143555
0.005734471393359449	0.6535949515568248	1.2194065886062729E-4	4.0668096823182884E-4	154.55870026857883	0.6535949515568248	4.0668096823182905E-4	154.55870026857883	16685.473317309155	2.204234395875069
0.005883981861806745	0.6464790102281134	1.223889881684615E-4	4.144583751750474E-4	157.62619127122838	0.6464790102281134	4.1445837517504764E-4	157.62619127122838	16679.030908578367	2.357939981213555
0.006033492330254041	0.6394448087593355	1.227608807325355E-4	4.222565335914977E-4	160.65075681849842	0.6394448087593355	4.2225653359149784E-4	160.65075681849842	16672.66243860574	2.5176016220970725
0.006183002798701337	0.6324913472355662	1.2305951161757357E-4	4.300835260432613E-4	163.63282141856305	0.6324913472355662	4.300835260432614E-4	163.63282141856305	16666.367004951204	2.6832460223076855
0.006332513267148633	0.6256176392297202	1.2328795005064487E-4	4.3794709200894403E-4	166.57280737912797	0.6256176392297202	4.379470920089442E-4	166.57280737912797	16660.143717290164	2.8548960286970178
0.006482023735595929	0.6188227115934266	1.2344916270013023E-4	4.4585463752496265E-4	169.47113477704482	0.6188227115934266	4.4585463752496287E-4	169.47113477704482	16653.991697227153	3.0325707547384972
0.006631534204043225	0.6121056042517423	1.2354601685469035E-4	4.5381324461101174E-4	172.32822142887608	0.6121056042517423	4.5381324461101196E-4	172.32822142887608	16647.910078112876	3.2162857014396504
0.006781044672490521	0.6054653700016133	1.2358128350533926E-4	4.6182968056770454E-4	175.14448286241242	0.6054653700016133	4.618296805677047E-4	175.14448286241242	16641.898004864513	3.4060528756481263
0.006930555140937817	0.5989010743140023	1.2355764033362566E-4	4.6991040702874635E-4	177.92033228914448	0.5989010743140023	4.699104070287465E-4	177.92033228914448	16635.954633789326	3.6018809057857264
0.007080065609385113	0.5924117951396127	1.2347767460882945E-4	4.780615887492883E-4	180.6561805776885	0.5924117951396127	4.7806158874928853E-4	180.6561805776885	16630.07913241136	3.803775155044696
0.007229576077832409	0.5859966227181189	1.2334388599698836E-4	4.862891022224387E-4	183.35243622816535	0.5859966227181189	4.8628910222243884E-4	183.35243622816535	16624.270679301302	4.011737832080461
0.007379086546279705	0.5796546593908412	1.2315868928447778E-4	4.945985441193524E-4	186.00950534753127	0.5796546593908412	4.945985441193526E-4	186.00950534753127	16618.528463909377	4.2257680992353075
0.007528597014727001	0.5733850194167789	1.2292441701877957E-4	5.029952395003061E-4	188.62779162585775	0.5733850194167789	5.029952395003063E-4	188.62779162585775	16612.851686401144	4.44586217832769
0.007754834009637491	0.5640334712722437	1.2248159904034204E-4	5.158780986183969E-4	192.51689196217765	0.5640334712722437	5.158780986183973E-4	192.51689196217765	16604.38434473348	4.790419792983338
0.007981071004547981	0.554842547507127	1.2193902300963649E-4	5.289887025812311E-4	196.31948776690416	0.554842547507127	5.289887025812315E-4	196.31948776690416	16596.062343797676	5.148811345551674
0.008207307999458471	0.5458093292504287	1.2130377542630054E-4	5.423422025767075E-4	200.0369454767571	0.5458093292504287	5.423422025767093E-4	200.0369454767571	16587.883047271076	5.520988545501035
0.008433544994368962	0.5369309555222657	1.2058257504920143E-4	5.559525270826438E-4	203.67061830714465	0.5369309555222657	5.559525270826469E-4	203.67061830714465	16579.843870910667	5.9068902849943425
0.008659781989279452	0.5282046219338886	1.197817900568523E-4	5.698324376892156E-4	207.22184611160915	0.5282046219338886	5.698324376892177E-4	207.22184611160915	16571.942281391763	6.306443360070398
0.008886018984189942	0.51962757941718	1.1890745454438113E-4	5.839935831793527E-4	210.69195525081028	0.51962757941718	5.839935831793539E-4	210.69195525081028	16564.17579517272	6.719563169246265
0.009112255979100432	0.5111971329852867	1.1796528432356785E-4	5.984465516061355E-4	214.08225847153437	0.5111971329852867	5.984465516061375E-4	214.08225847153437	16556.541977387194	7.146154388316751
0.009338492974010923	0.5029106405275011	1.1696069195843973E-4	6.132009203942673E-4	217.3940547966887	0.5029106405275011	6.132009203942692E-4	217.3940547966887	16549.03844076675	7.586111619016286
0.009564729968921413	0.4947655116374929	1.1589880106814218E-4	6.28265304571245E-4	220.62862942619319	0.4947655116374929	6.282653045712464E-4	220.62862942619319	16541.662844592964	8.039320012019349
0.009790966963831903	0.48675920647180515	1.1478445998160693E-4	6.436474031353068E-4	223.78725364803068	0.48675920647180515	6.436474031353085E-4	223.78725364803068	16534.41289367637	8.505655866379374
0.010017203958742393	0.4788892346367264	1.1362225479692803E-4	6.593540436986532E-4	226.87118475895977	0.4788892346367264	6.593540436986551E-4	226.87118475895977	16527.286337360525	8.984987206732656
0.010243440953652884	0.471153154103314	1.1241652185634991E-4	6.753912255305848E-4	229.88166599481795	0.471153154103314	6.753912255305862E-4	229.88166599481795	16520.280968551044	9.477174338433889
0.010469677948563374	0.463548570150483	1.1117135964477326E-4	6.917641609449675E-4	232.81992647039783	0.463548570150483	6.917641609449688E-4	232.81992647039783	16513.394622769523	9.982070380679334
0.010695914943473864	0.45607313433530877	1.0989064013836768E-4	7.08477315039788E-4	235.6871811286829	0.45607313433530877	7.084773150397895E-4	235.6871811286829	16506.6251772316	10.499521778202155
0.010922151938384354	0.44872454348934465	1.0857801963784679E-4	7.255344439306999E-4	238.48463069911284	0.44872454348934465	7.255344439307013E-4	238.48463069911284	16499.970549948088	11.02936879239686
0.011148388933294845	0.441500538740029	1.0723694911351889E-4	7.429386315358083E-4	241.21346166458622	0.441500538740029	7.429386315358096E-4	241.21346166458622	16493.428698848416	11.571445972573045
0.011374625928205335	0.43439890455656377	1.0587068408087555E-4	7.60692324899714E-4	243.8748462369814	0.43439890455656377	7.606923248997154E-4	243.8748462369814	16486.99762092573	12.125582607827996
0.011600862923115825	0.4274174678196772	1.0448229402463291E-4	7.787973681215823E-4	246.46994234098145	0.4274174678196772	7.787973681215837E-4	246.46994234098145	16480.67535140328	12.691603160009072
0.011827099918026315	0.4205540969145639	1.0307467139192858E-4	7.972550349614521E-4	248.99989360595563	0.4205540969145639	7.972550349614532E-4	248.99989360595563	16474.459962921366	13.269327678325798
0.012053336912936806	0.4138067008462543	1.0165054017591506E-4	8.160660601399699E-4	251.46582936562749	0.4138067008462543	8.16066060139971E-4	251.46582936562749	16468.349564744203	13.858572196209677
0.012279573907847296	0.4071732283767423	1.0021246410852584E-4	8.352306693532667E-4	253.86886466524928	0.4071732283767423	8.35230669353267E-4	253.86886466524928	16462.34230198617	14.45914911099543
0.012505810902757786	0.40065166718324147	9.876285448037989E-5	8.547486081595069E-4	256.2101002761015	0.40065166718324147	8.547486081595068E-4	256.2101002761015	16456.43635485681	15.070867546885294
0.012732047897668276	0.3942400430370198	9.730397760278765E-5	8.746191695820422E-4	258.4906227169878	0.3942400430370198	8.746191695820423E-4	258.4906227169878	16450.629937924157	15.693533701765343
0.012958284892578767	0.3879364190022201	9.58379619281678E-5	8.948412206189236E-4	260.7115042824806	0.3879364190022201	8.948412206189238E-4	260.7115042824806	16444.921299395835	16.326951178380337
0.013184521887489257	0.38173889465406824	9.436680484505715E-5	9.154132277020783E-4	262.87380307769575	0.38173889465406824	9.154132277020782E-4	262.87380307769575	16439.308720417444	16.970921300352924
0.013410758882399747	0.375645605315909	9.28923791625028E-5	9.363332810593028E-4	264.9785630593493	0.37564560531590885	9.363332810593025E-4	264.97856305934937	16433.790514387656	17.62524341353889
0.013636995877310237	0.3696547213145559	9.141643929740808E-5	9.575991180390859E-4	267.0268140828336	0.36965472131455585	9.575991180390858E-4	267.02681408283365	16428.365026289677	18.289715173209853
0.013863232872220728	0.36376444725344703	8.994062717790718E-5	9.79208145472245E-4	269.0195719550581	0.363764447253447	9.79208145472245E-4	269.01957195505815	16423.03063203851	18.96413281754045
0.014089469867131218	0.3579730213031061	8.846647787558023E-5	0.0010011574610816506	270.95783849281634	0.357973021303106	0.0010011574610816504	270.9578384928164	16417.785737843722	19.648291427859885
0.014315706862041708	0.3522787145084236	8.699542497881739E-5	0.00102344387395955	272.8426015864441	0.3522787145084234	0.0010234438739595499	272.8426015864442	16412.62877958713	20.341985176116893
0.014541943856952198	0.3466798301122899	8.552880571894904E-5	0.0010460639241606743	274.6748352685333	0.34667983011228987	0.001046063924160674	274.67483526853334	16407.55822221508	21.045007560000087
0.014768180851862689	0.3411747028951334	8.406786586013948E-5	0.001069013901444895	276.45549978746516	0.34117470289513335	0.0010690139014448948	276.4554997874652	16402.57255914497	21.7571516261471
0.014994417846773179	0.33576169852992815	8.261376436357409E-5	0.001092289863190648	278.1855416855336	0.33576169852992793	0.0010922898631906478	278.1855416855337	16397.670311685473	22.47821018186493
0.015220654841683669	0.33043921295224676	8.1167577836057E-5	0.0011158876515101137	279.86589388143403	0.3304392129522466	0.0011158876515101137	279.8658938814341	16392.850028470286	23.20797599577231
0.015562207968557043	0.3225717870386682	7.90014365634919E-5	0.0011521135431355062	282.31064286659915	0.322571787038668	0.001152113543135506	282.3106428665992	16385.72490931887	24.325750360423296
0.01590376109543042	0.31490180062100176	7.685871317714477E-5	0.001189047211061649	284.6473351529347	0.3149018006210016	0.0011890472110616488	284.6473351529348	16378.778576084856	25.462187757423
0.016245314222303794	0.3074241072315006	7.474217302494027E-5	0.001226672051436354	286.8790072647975	0.3074241072315006	0.001226672051436354	286.8790072647975	16372.006371585754	26.61658027027327
0.016586867349177168	0.3001337023048242	7.26542542899074E-5	0.001264970730438336	289.0086274088909	0.3001337023048242	0.001264970730438336	289.0086274088909	16365.403766820931	27.788224209910968
0.016928420476050542	0.29302571892654744	7.059709362217203E-5	0.0013039252836378203	291.03909630289775	0.29302571892654744	0.0013039252836378203	291.03909630289775	16358.966357145757	28.976421198940088
0.017269973602923917	0.28609542370519214	6.857255027398439E-5	0.0013435172090670627	292.9732480316402	0.28609542370519214	0.0013435172090670625	292.9732480316402	16352.689858556083	30.18047917310708
