   0.0000000e+00   1.0000000e+03   0.0000000e+00   1.0000000e+03   0.0000000e+00   1.0000000e+03   0.0000000e+00   1.0000000e+03   0.0000000e+00   1.0000000e+03   0.0000000e+00   1.0000000e+03   0.0000000e+00   1.0000000e+03   0.0000000e+00   1.0000000e+03   0.0000000e+00   1.0000000e+03   0.0000000e+00   1.0000000e+03
   1.8623255e-07   9.9900000e+02   7.1320162e-10   9.9900000e+02   1.5220959e-08   9.9900000e+02   1.0551925e-06   9.9900000e+02   1.3311100e-07   9.9900000e+02   2.3563585e-07   9.9900000e+02   6.5680290e-07   9.9900000e+02   9.6083631e-08   9.9900000e+02   2.5806605e-07   9.9900000e+02   7.0535986e-07   9.9900000e+02
   3.4903491e-05   8.9900000e+02   4.3391855e-05   8.9900000e+02   3.6420477e-05   8.9900000e+02   3.2400296e-05   8.9900000e+02   3.1927689e-05   8.9900000e+02   4.2932133e-05   8.9900000e+02   3.4379924e-05   8.9900000e+02   4.3701755e-05   8.9900000e+02   3.3879555e-05   8.9900000e+02   3.5784605e-05   8.9900000e+02
   7.2814629e-05   7.9900000e+02   8.4779888e-05   7.9900000e+02   8.4746151e-05   7.9900000e+02   7.5262319e-05   7.9900000e+02   7.8185370e-05   7.9900000e+02   8.4892841e-05   7.9900000e+02   7.8294784e-05   7.9900000e+02   8.6837695e-05   7.9900000e+02   7.6872402e-05   7.9900000e+02   7.3643519e-05   7.9900000e+02
   1.2767907e-04   6.9900000e+02   1.4447368e-04   6.9900000e+02   1.4094158e-04   6.9900000e+02   1.3374362e-04   6.9900000e+02   1.3347280e-04   6.9900000e+02   1.4057526e-04   6.9900000e+02   1.4455435e-04   6.9900000e+02   1.4164148e-04   6.9900000e+02   1.2419504e-04   6.9900000e+02   1.3666035e-04   6.9900000e+02
   2.1077163e-04   5.9900000e+02   2.3211787e-04   5.9900000e+02   2.1972294e-04   5.9900000e+02   2.0690412e-04   5.9900000e+02   2.1352970e-04   5.9900000e+02   2.0786962e-04   5.9900000e+02   2.3772206e-04   5.9900000e+02   2.1831656e-04   6.0100000e+02   2.0035503e-04   5.9900000e+02   2.2507824e-04   5.9900000e+02
   3.2104674e-04   4.9900000e+02   3.5188136e-04   4.9900000e+02   3.1812061e-04   4.9900000e+02   3.2322347e-04   4.9900000e+02   3.1801855e-04   5.0100000e+02   3.1181500e-04   5.0100000e+02   3.3918217e-04   4.9900000e+02   3.1776763e-04   5.0100000e+02   3.0774589e-04   4.9900000e+02   3.4262752e-04   4.9900000e+02
   5.0020838e-04   3.9900000e+02   5.4505243e-04   3.9900000e+02   4.6218880e-04   3.9900000e+02   4.7123346e-04   3.9900000e+02   4.8454904e-04   4.0100000e+02   4.7008940e-04   4.0100000e+02   4.7716644e-04   3.9900000e+02   5.3014711e-04   4.0100000e+02   4.5861762e-04   3.9900000e+02   5.0505855e-04   3.9900000e+02
   7.6263241e-04   2.9900000e+02   7.8427696e-04   3.0100000e+02   7.0413292e-04   2.9900000e+02   7.2483522e-04   2.9900000e+02   7.6518296e-04   3.0100000e+02   7.3588077e-04   3.0100000e+02   7.9079351e-04   2.9900000e+02   8.0198214e-04   3.0100000e+02   7.1900485e-04   2.9900000e+02   8.1745717e-04   2.9900000e+02
   1.3478610e-03   1.9900000e+02   1.2902248e-03   2.0100000e+02   1.1558458e-03   1.9900000e+02   1.2939508e-03   1.9900000e+02   1.3250395e-03   2.0100000e+02   1.2739703e-03   2.0100000e+02   1.3940643e-03   1.9900000e+02   1.3470151e-03   2.0100000e+02   1.2853927e-03   1.9900000e+02   1.3177690e-03   1.9900000e+02
   2.9222742e-03   1.0300000e+02   2.7683707e-03   1.0300000e+02   2.6158963e-03   1.0300000e+02   3.1985312e-03   9.9000000e+01   2.9193887e-03   1.0100000e+02   2.8299832e-03   1.0500000e+02   2.7846291e-03   9.9000000e+01   2.9338732e-03   1.0700000e+02   2.7890007e-03   1.0300000e+02   2.8753206e-03   1.0100000e+02
   1.3721955e-02   2.3000000e+01   1.3438299e-02   2.5000000e+01   1.3375661e-02   2.9000000e+01   1.8603378e-02   2.5000000e+01   1.5604851e-02   2.3000000e+01   1.3604541e-02   2.3000000e+01   2.0769562e-02   2.3000000e+01   1.0554743e-02   3.5000000e+01   1.4004233e-02   3.1000000e+01   1.4542488e-02   3.5000000e+01
   5.9033588e-02   2.1000000e+01   6.8346724e-02   2.1000000e+01   6.0148512e-02   1.9000000e+01   6.1783646e-02   1.7000000e+01   6.5803840e-02   2.1000000e+01   5.8468551e-02   1.7000000e+01   6.3095418e-02   2.3000000e+01   5.5776662e-02   2.1000000e+01   5.3273248e-02   1.7000000e+01   5.5791996e-02   1.5000000e+01
   1.1064048e-01   2.1000000e+01   1.1605471e-01   1.9000000e+01   1.1026661e-01   1.7000000e+01   1.1129261e-01   1.3000000e+01   1.2582916e-01   1.9000000e+01   1.0811217e-01   1.3000000e+01   1.0080098e-01   1.7000000e+01   1.0011384e-01   1.7000000e+01   1.0453871e-01   1.9000000e+01   1.0139421e-01   2.5000000e+01
   1.7330859e-01   1.9000000e+01   1.6637774e-01   1.9000000e+01   1.7069359e-01   1.7000000e+01   1.6123822e-01   1.9000000e+01   1.8083397e-01   2.1000000e+01   1.6457643e-01   2.1000000e+01   1.5611043e-01   1.9000000e+01   1.3943699e-01   2.3000000e+01   1.5828828e-01   1.9000000e+01   1.5279847e-01   1.7000000e+01
   2.1593248e-01   2.1000000e+01   2.0754961e-01   1.7000000e+01   2.2629343e-01   1.9000000e+01   2.0876743e-01   1.5000000e+01   2.2416579e-01   1.9000000e+01   2.1690188e-01   1.7000000e+01   1.9173516e-01   2.5000000e+01   1.7677231e-01   1.7000000e+01   2.0991803e-01   1.3000000e+01   2.0443199e-01   1.7000000e+01
   2.7565124e-01   1.5000000e+01   2.6595501e-01   1.5000000e+01   2.8189772e-01   1.5000000e+01   2.6111698e-01   1.9000000e+01   2.7563636e-01   1.7000000e+01   2.7418684e-01   1.9000000e+01   2.4001650e-01   1.9000000e+01   2.3093280e-01   1.5000000e+01   2.6700710e-01   1.7000000e+01   2.5804798e-01   1.9000000e+01
   3.2770982e-01   1.5000000e+01   3.2238550e-01   1.5000000e+01   3.3781637e-01   1.5000000e+01   3.1026101e-01   1.9000000e+01   3.2659768e-01   1.9000000e+01   3.2346645e-01   1.7000000e+01   2.8300976e-01   1.7000000e+01   2.8592157e-01   1.5000000e+01   3.1627706e-01   1.9000000e+01   3.0856797e-01   1.7000000e+01
   3.7521926e-01   1.7000000e+01   3.7447885e-01   1.9000000e+01   3.8228075e-01   1.7000000e+01   3.5628921e-01   2.1000000e+01   3.7374005e-01   1.9000000e+01   3.6666518e-01   1.9000000e+01   3.4157260e-01   1.7000000e+01   3.3271243e-01   1.7000000e+01   3.7481115e-01   1.1000000e+01   3.7635753e-01   1.7000000e+01
   4.2676415e-01   1.3000000e+01   4.2268169e-01   2.5000000e+01   4.3171245e-01   2.1000000e+01   4.0279630e-01   1.9000000e+01   4.2739768e-01   1.7000000e+01   4.0856559e-01   2.1000000e+01   3.9756083e-01   1.5000000e+01   3.8866893e-01   2.1000000e+01   4.3411469e-01   1.5000000e+01   4.4069802e-01   1.3000000e+01
   4.7906553e-01   1.7000000e+01   4.6478407e-01   1.5000000e+01   4.7000220e-01   2.7000000e+01   4.5129128e-01   1.7000000e+01   4.7924779e-01   1.9000000e+01   4.7054613e-01   2.1000000e+01   4.4028938e-01   2.7000000e+01   4.3999924e-01   1.5000000e+01   4.8870010e-01   1.7000000e+01   4.9229537e-01   1.9000000e+01
   5.3474275e-01   1.7000000e+01   5.1778909e-01   2.1000000e+01   5.1778068e-01   1.7000000e+01   4.9455436e-01   2.1000000e+01   5.3725034e-01   1.9000000e+01   5.2026120e-01   1.5000000e+01   4.7407922e-01   1.7000000e+01   4.9875627e-01   1.3000000e+01   5.4702295e-01   1.7000000e+01   5.4576943e-01   2.3000000e+01
   5.9886500e-01   9.0000000e+00   5.5652623e-01   1.9000000e+01   5.6514562e-01   2.1000000e+01   5.4992259e-01   1.9000000e+01   5.8069957e-01   1.7000000e+01   5.7185508e-01   1.5000000e+01   5.4669414e-01   1.9000000e+01   5.5720354e-01   1.5000000e+01   6.0340547e-01   1.9000000e+01   5.8702535e-01   1.7000000e+01
   6.6596828e-01   1.5000000e+01   5.9820067e-01   1.7000000e+01   6.2242490e-01   1.9000000e+01   5.9435286e-01   1.9000000e+01   6.3029169e-01   1.7000000e+01   6.1284997e-01   2.7000000e+01   5.9045051e-01   1.5000000e+01   6.1303917e-01   1.5000000e+01   6.5190438e-01   2.1000000e+01   6.3990696e-01   1.9000000e+01
   7.1647877e-01   1.9000000e+01   6.5230373e-01   1.5000000e+01   6.6584842e-01   2.3000000e+01   6.4105105e-01   1.9000000e+01   6.9077424e-01   1.7000000e+01   6.6099008e-01   2.1000000e+01   6.4447989e-01   1.9000000e+01   6.6052777e-01   1.7000000e+01   7.0235042e-01   1.7000000e+01   6.8576667e-01   1.7000000e+01
   7.6208423e-01   1.9000000e+01   7.0948242e-01   1.5000000e+01   7.0871359e-01   2.1000000e+01   6.7858500e-01   1.9000000e+01   7.3764277e-01   1.9000000e+01   7.0533776e-01   1.9000000e+01   6.9154389e-01   1.7000000e+01   7.1511786e-01   1.9000000e+01   7.5543237e-01   1.5000000e+01   7.3114202e-01   2.1000000e+01
   8.1536706e-01   2.1000000e+01   7.5630546e-01   1.9000000e+01   7.4892109e-01   1.5000000e+01   7.2031681e-01   2.3000000e+01   7.7775190e-01   1.9000000e+01   7.4769050e-01   2.3000000e+01   7.4379538e-01   1.9000000e+01   7.6225070e-01   1.9000000e+01   8.0627269e-01   1.5000000e+01   7.9036261e-01   1.7000000e+01
   8.6140528e-01   1.7000000e+01   8.1448821e-01   1.9000000e+01   7.9072911e-01   1.5000000e+01   7.7385114e-01   1.5000000e+01   8.3092632e-01   1.5000000e+01   7.9947436e-01   1.1000000e+01   7.9360424e-01   2.1000000e+01   8.0361427e-01   1.1000000e+01   8.5619697e-01   1.9000000e+01   8.3046427e-01   2.3000000e+01
   9.0882582e-01   1.7000000e+01   8.7299772e-01   1.9000000e+01   8.5449032e-01   2.1000000e+01   8.3041107e-01   2.1000000e+01   8.7688016e-01   1.3000000e+01   8.5053451e-01   2.3000000e+01   8.3045582e-01   2.7000000e+01   8.4692924e-01   1.9000000e+01   9.0476396e-01   1.7000000e+01   8.8025668e-01   1.5000000e+01
   9.6086473e-01   2.5000000e+01   9.3422931e-01   1.5000000e+01   9.0013402e-01   1.9000000e+01   8.8004302e-01   2.3000000e+01   9.2171661e-01   1.7000000e+01   9.0148231e-01   2.3000000e+01   8.8376619e-01   1.7000000e+01   8.8826534e-01   2.1000000e+01   9.5444897e-01   2.1000000e+01   9.3578976e-01   1.5000000e+01
