   0.0000000e+00   1.0000000e+02   0.0000000e+00
   5.0000000e-10   9.9897436e+01   3.0735474e-01
   1.0000000e-09   9.9794872e+01   4.0907387e-01
   1.5000000e-09   9.9589744e+01   4.9831024e-01
   2.0000000e-09   9.9589744e+01   4.9831024e-01
   2.5000000e-09   9.9589744e+01   4.9831024e-01
   3.0000000e-09   9.9538462e+01   5.0503537e-01
   3.5000000e-09   9.9538462e+01   5.0503537e-01
   4.0000000e-09   9.9487179e+01   5.0636968e-01
   4.5000000e-09   9.9435897e+01   5.9801742e-01
   5.0000000e-09   9.9384615e+01   6.7338050e-01
   5.5000000e-09   9.9384615e+01   6.7338050e-01
   6.0000000e-09   9.9333333e+01   7.3746841e-01
   6.5000000e-09   9.9282051e+01   7.9301948e-01
   7.0000000e-09   9.9179487e+01   8.8471806e-01
   7.5000000e-09   9.9179487e+01   8.8471806e-01
   8.0000000e-09   9.9179487e+01   8.8471806e-01
   8.5000000e-09   9.9179487e+01   8.8471806e-01
   9.0000000e-09   9.9128205e+01   9.2279573e-01
   9.5000000e-09   9.9076923e+01   1.0608987e+00
   1.0000000e-08   9.9076923e+01   1.0608987e+00
   1.0500000e-08   9.9025641e+01   1.0383991e+00
   1.1000000e-08   9.9025641e+01   1.0383991e+00
   1.1500000e-08   9.8974359e+01   1.0127394e+00
   1.2000000e-08   9.8871795e+01   1.0047122e+00
   1.2500000e-08   9.8769231e+01   1.1346583e+00
   1.3000000e-08   9.8666667e+01   1.1547005e+00
   1.3500000e-08   9.8666667e+01   1.1547005e+00
   1.4000000e-08   9.8615385e+01   1.1611107e+00
   1.4500000e-08   9.8512821e+01   1.2111716e+00
   1.5000000e-08   9.8512821e+01   1.2111716e+00
   1.5500000e-08   9.8512821e+01   1.2111716e+00
   1.6000000e-08   9.8461538e+01   1.1663292e+00
   1.6500000e-08   9.8461538e+01   1.1663292e+00
   1.7000000e-08   9.8410256e+01   1.2920394e+00
   1.7500000e-08   9.8358974e+01   1.3275855e+00
   1.8000000e-08   9.8307692e+01   1.3209615e+00
   1.8500000e-08   9.8282051e+01   1.2967311e+00
   1.9000000e-08   9.8179487e+01   1.3547537e+00
   1.9500000e-08   9.8076923e+01   1.4027157e+00
   2.0000000e-08   9.8025641e+01   1.3472619e+00
   2.0500000e-08   9.8025641e+01   1.3472619e+00
   2.1000000e-08   9.8025641e+01   1.3472619e+00
   2.1500000e-08   9.8025641e+01   1.3472619e+00
   2.2000000e-08   9.7974359e+01   1.4046385e+00
   2.2500000e-08   9.7974359e+01   1.4046385e+00
   2.3000000e-08   9.7923077e+01   1.4213525e+00
   2.3500000e-08   9.7923077e+01   1.4213525e+00
   2.4000000e-08   9.7871795e+01   1.3988621e+00
   2.4500000e-08   9.7820513e+01   1.5195532e+00
   2.5000000e-08   9.7820513e+01   1.5195532e+00
   2.5500000e-08   9.7666667e+01   1.4749368e+00
   2.6000000e-08   9.7512821e+01   1.5873148e+00
   2.6500000e-08   9.7461538e+01   1.7144303e+00
   2.7000000e-08   9.7410256e+01   1.7429248e+00
   2.7500000e-08   9.7410256e+01   1.7429248e+00
   2.8000000e-08   9.7333333e+01   1.7218921e+00
   2.8500000e-08   9.7333333e+01   1.7218921e+00
   2.9000000e-08   9.7333333e+01   1.7218921e+00
   2.9500000e-08   9.7333333e+01   1.7218921e+00
   3.0000000e-08   9.7282051e+01   1.7160039e+00
   3.0500000e-08   9.7282051e+01   1.7160039e+00
   3.1000000e-08   9.7179487e+01   1.7602601e+00
   3.1500000e-08   9.7179487e+01   1.7602601e+00
   3.2000000e-08   9.7128205e+01   1.8090342e+00
   3.2500000e-08   9.6974359e+01   1.7089113e+00
   3.3000000e-08   9.6923077e+01   1.7226756e+00
   3.3500000e-08   9.6820513e+01   1.7751471e+00
   3.4000000e-08   9.6820513e+01   1.7751471e+00
   3.4500000e-08   9.6717949e+01   1.8201897e+00
   3.5000000e-08   9.6666667e+01   1.8825142e+00
   3.5500000e-08   9.6615385e+01   1.9141493e+00
   3.6000000e-08   9.6564103e+01   1.8889550e+00
   3.6500000e-08   9.6512821e+01   1.9176712e+00
   3.7000000e-08   9.6461538e+01   1.9714562e+00
   3.7500000e-08   9.6461538e+01   1.9714562e+00
   3.8000000e-08   9.6461538e+01   1.9714562e+00
   3.8500000e-08   9.6461538e+01   1.9714562e+00
   3.9000000e-08   9.6410256e+01   2.0738719e+00
   3.9500000e-08   9.6256410e+01   2.2327461e+00
   4.0000000e-08   9.6256410e+01   2.2327461e+00
   4.0500000e-08   9.6205128e+01   2.2263906e+00
   4.1000000e-08   9.6153846e+01   2.2657456e+00
   4.1500000e-08   9.6153846e+01   2.2657456e+00
   4.2000000e-08   9.6051282e+01   2.2935690e+00
   4.2500000e-08   9.6051282e+01   2.2935690e+00
   4.3000000e-08   9.6000000e+01   2.2594829e+00
   4.3500000e-08   9.6000000e+01   2.2594829e+00
   4.4000000e-08   9.5948718e+01   2.3164028e+00
   4.4500000e-08   9.5948718e+01   2.3164028e+00
   4.5000000e-08   9.5948718e+01   2.3164028e+00
   4.5500000e-08   9.5897436e+01   2.3259958e+00
   4.6000000e-08   9.5897436e+01   2.3259958e+00
   4.6500000e-08   9.5794872e+01   2.4298526e+00
   4.7000000e-08   9.5794872e+01   2.4298526e+00
   4.7500000e-08   9.5743590e+01   2.4356772e+00
   4.8000000e-08   9.5692308e+01   2.4618547e+00
   4.8500000e-08   9.5692308e+01   2.4618547e+00
   4.9000000e-08   9.5641026e+01   2.4866716e+00
   4.9500000e-08   9.5589744e+01   2.5926815e+00
   5.0000000e-08   9.5589744e+01   2.5926815e+00
   5.0500000e-08   9.5564103e+01   2.5730882e+00
   5.1000000e-08   9.5564103e+01   2.5730882e+00
   5.1500000e-08   9.5564103e+01   2.5730882e+00
   5.2000000e-08   9.5461538e+01   2.4904677e+00
   5.2500000e-08   9.5410256e+01   2.5310488e+00
   5.3000000e-08   9.5410256e+01   2.5310488e+00
   5.3500000e-08   9.5358974e+01   2.5077478e+00
   5.4000000e-08   9.5307692e+01   2.5251769e+00
   5.4500000e-08   9.5307692e+01   2.5251769e+00
   5.5000000e-08   9.5307692e+01   2.5251769e+00
   5.5500000e-08   9.5307692e+01   2.5251769e+00
   5.6000000e-08   9.5256410e+01   2.5620505e+00
   5.6500000e-08   9.5153846e+01   2.5082859e+00
   5.7000000e-08   9.5102564e+01   2.5214331e+00
   5.7500000e-08   9.5000000e+01   2.5853840e+00
   5.8000000e-08   9.5000000e+01   2.5853840e+00
   5.8500000e-08   9.4948718e+01   2.6551709e+00
   5.9000000e-08   9.4948718e+01   2.6551709e+00
   5.9500000e-08   9.4948718e+01   2.6551709e+00
   6.0000000e-08   9.4948718e+01   2.6551709e+00
   6.0500000e-08   9.4948718e+01   2.6551709e+00
   6.1000000e-08   9.4948718e+01   2.6551709e+00
   6.1500000e-08   9.4897436e+01   2.6437102e+00
   6.2000000e-08   9.4897436e+01   2.6437102e+00
   6.2500000e-08   9.4794872e+01   2.6574571e+00
   6.3000000e-08   9.4794872e+01   2.6574571e+00
   6.3500000e-08   9.4692308e+01   2.6273245e+00
   6.4000000e-08   9.4692308e+01   2.6273245e+00
   6.4500000e-08   9.4666667e+01   2.6090262e+00
   6.5000000e-08   9.4666667e+01   2.6090262e+00
   6.5500000e-08   9.4615385e+01   2.5299822e+00
   6.6000000e-08   9.4564103e+01   2.5730882e+00
   6.6500000e-08   9.4564103e+01   2.5730882e+00
   6.7000000e-08   9.4564103e+01   2.5730882e+00
   6.7500000e-08   9.4538462e+01   2.5633670e+00
   6.8000000e-08   9.4538462e+01   2.5633670e+00
   6.8500000e-08   9.4538462e+01   2.5633670e+00
   6.9000000e-08   9.4538462e+01   2.5633670e+00
   6.9500000e-08   9.4487179e+01   2.5430172e+00
   7.0000000e-08   9.4487179e+01   2.5430172e+00
   7.0500000e-08   9.4435897e+01   2.5832952e+00
   7.1000000e-08   9.4384615e+01   2.6219256e+00
   7.1500000e-08   9.4384615e+01   2.6219256e+00
   7.2000000e-08   9.4282051e+01   2.7524986e+00
   7.2500000e-08   9.4230769e+01   2.7092584e+00
   7.3000000e-08   9.4230769e+01   2.7092584e+00
   7.3500000e-08   9.4230769e+01   2.7092584e+00
   7.4000000e-08   9.4179487e+01   2.6839856e+00
   7.4500000e-08   9.4179487e+01   2.6839856e+00
   7.5000000e-08   9.4076923e+01   2.6095434e+00
   7.5500000e-08   9.4076923e+01   2.6095434e+00
   7.6000000e-08   9.4076923e+01   2.6095434e+00
   7.6500000e-08   9.4076923e+01   2.6095434e+00
   7.7000000e-08   9.3974359e+01   2.6703753e+00
   7.7500000e-08   9.3923077e+01   2.5994394e+00
   7.8000000e-08   9.3871795e+01   2.6074739e+00
   7.8500000e-08   9.3871795e+01   2.6074739e+00
   7.9000000e-08   9.3820513e+01   2.6937725e+00
   7.9500000e-08   9.3820513e+01   2.6937725e+00
   8.0000000e-08   9.3769231e+01   2.7573971e+00
   8.0500000e-08   9.3769231e+01   2.7573971e+00
   8.1000000e-08   9.3717949e+01   2.7998940e+00
   8.1500000e-08   9.3717949e+01   2.7998940e+00
   8.2000000e-08   9.3717949e+01   2.7998940e+00
   8.2500000e-08   9.3564103e+01   2.6337373e+00
   8.3000000e-08   9.3461538e+01   2.7515178e+00
   8.3500000e-08   9.3461538e+01   2.7515178e+00
   8.4000000e-08   9.3410256e+01   2.6922691e+00
   8.4500000e-08   9.3358974e+01   2.7095074e+00
   8.5000000e-08   9.3307692e+01   2.6670884e+00
   8.5500000e-08   9.3307692e+01   2.6670884e+00
