	time(s)		A copies
   2.1743895e-02   5.6704973e+03
   2.2250888e-02   5.5492243e+03
   2.2769703e-02   5.4304299e+03
   2.3300614e-02   5.3140708e+03
   2.3843905e-02   5.2001038e+03
   2.4399863e-02   5.0884866e+03
   2.4968784e-02   4.9791773e+03
   2.5550971e-02   4.8721344e+03
   2.6146732e-02   4.7673170e+03
   2.6756384e-02   4.6646849e+03
   2.7380252e-02   4.5641981e+03
   2.8018666e-02   4.4658174e+03
   2.8671965e-02   4.3695040e+03
   2.9340497e-02   4.2752198e+03
   3.0024617e-02   4.1829271e+03
   3.0724688e-02   4.0925887e+03
   3.1441083e-02   4.0041681e+03
   3.2174182e-02   3.9176293e+03
   3.2924373e-02   3.8329368e+03
   3.3692057e-02   3.7500556e+03
   3.4477641e-02   3.6689514e+03
   3.5281541e-02   3.5895902e+03
   3.6104186e-02   3.5119388e+03
   3.6946012e-02   3.4359644e+03
   3.7807467e-02   3.3616348e+03
   3.8689007e-02   3.2889181e+03
   3.9591103e-02   3.2177833e+03
   4.0514232e-02   3.1481996e+03
   4.1458885e-02   3.0801370e+03
   4.2425564e-02   3.0135657e+03
   4.3414783e-02   2.9484567e+03
   4.4427067e-02   2.8847814e+03
   4.5462955e-02   2.8225116e+03
   4.6522995e-02   2.7616198e+03
   4.7607752e-02   2.7020789e+03
   4.8717802e-02   2.6438622e+03
   4.9853735e-02   2.5869436e+03
   5.1016153e-02   2.5312975e+03
   5.2205675e-02   2.4768987e+03
   5.3422933e-02   2.4237225e+03
   5.4668573e-02   2.3717446e+03
   5.5943257e-02   2.3209413e+03
   5.7247662e-02   2.2712893e+03
   5.8582482e-02   2.2227657e+03
   5.9948425e-02   2.1753479e+03
   6.1346217e-02   2.1290142e+03
   6.2776601e-02   2.0837428e+03
   6.4240337e-02   2.0395126e+03
   6.5738201e-02   1.9963030e+03
   6.7270991e-02   1.9540935e+03
   6.8839521e-02   1.9128644e+03
   7.0444623e-02   1.8725961e+03
   7.2087150e-02   1.8332695e+03
   7.3767976e-02   1.7948658e+03
   7.5487993e-02   1.7573669e+03
   7.7248115e-02   1.7207546e+03
   7.9049276e-02   1.6850115e+03
   8.0892435e-02   1.6501203e+03
   8.2778570e-02   1.6160641e+03
   8.4708683e-02   1.5828265e+03
   8.6683799e-02   1.5503913e+03
   8.8704969e-02   1.5187426e+03
   9.0773265e-02   1.4878651e+03
   9.2889787e-02   1.4577436e+03
   9.5055659e-02   1.4283632e+03
   9.7272032e-02   1.3997094e+03
   9.9540083e-02   1.3717681e+03
   1.0186102e-01   1.3445253e+03
   1.0423607e-01   1.3179676e+03
   1.0666650e-01   1.2920815e+03
   1.0915359e-01   1.2668540e+03
   1.1169868e-01   1.2422725e+03
   1.1430311e-01   1.2183245e+03
   1.1696827e-01   1.1949978e+03
   1.1969557e-01   1.1722805e+03
   1.2248646e-01   1.1501610e+03
   1.2534243e-01   1.1286278e+03
   1.2826498e-01   1.1076697e+03
   1.3125568e-01   1.0872759e+03
   1.3431612e-01   1.0674356e+03
   1.3744791e-01   1.0481384e+03
   1.4065272e-01   1.0293741e+03
   1.4393226e-01   1.0111325e+03
   1.4728827e-01   9.9340393e+02
   1.5072253e-01   9.7617870e+02
   1.5423686e-01   9.5944739e+02
   1.5783314e-01   9.4320076e+02
   1.6151327e-01   9.2742974e+02
   1.6527921e-01   9.1212544e+02
   1.6913295e-01   8.9727915e+02
   1.7307655e-01   8.8288231e+02
   1.7711211e-01   8.6892650e+02
   1.8124175e-01   8.5540347e+02
   1.8546769e-01   8.4230511e+02
   1.8979216e-01   8.2962343e+02
   1.9421747e-01   8.1735057e+02
   1.9874595e-01   8.0547878e+02
   2.0338003e-01   7.9400045e+02
   2.0812216e-01   7.8290805e+02
   2.1297485e-01   7.7219416e+02
   2.1794070e-01   7.6185144e+02
   2.2302233e-01   7.5187265e+02
   2.2822245e-01   7.4225060e+02
   2.3354381e-01   7.3297821e+02
   2.3898926e-01   7.2404842e+02
   2.4456167e-01   7.1545426e+02
   2.5026401e-01   7.0718878e+02
   2.5609931e-01   6.9924511e+02
   2.6207067e-01   6.9161638e+02
   2.6818126e-01   6.8429577e+02
   2.7443433e-01   6.7727648e+02
   2.8083320e-01   6.7055174e+02
   2.8738127e-01   6.6411477e+02
   2.9408202e-01   6.5795882e+02
   3.0093900e-01   6.5207714e+02
   3.0795587e-01   6.4646298e+02
   3.1513635e-01   6.4110959e+02
   3.2248425e-01   6.3601021e+02
   3.3000348e-01   6.3115807e+02
   3.3769803e-01   6.2654639e+02
   3.4557199e-01   6.2216840e+02
   3.5362955e-01   6.1801729e+02
   3.6187498e-01   6.1408626e+02
   3.7031267e-01   6.1036849e+02
   3.7894709e-01   6.0685715e+02
   3.8778284e-01   6.0354543e+02
   3.9682461e-01   6.0042648e+02
   4.0607720e-01   5.9749349e+02
   4.1554553e-01   5.9473964e+02
   4.2523463e-01   5.9215811e+02
   4.3514965e-01   5.8974214e+02
   4.4529585e-01   5.8748497e+02
   4.5567863e-01   5.8537988e+02
   4.6630349e-01   5.8342020e+02
   4.7717609e-01   5.8159933e+02
   4.8830221e-01   5.7991071e+02
   4.9968775e-01   5.7834787e+02
   5.1133875e-01   5.7690443e+02
   5.2326142e-01   5.7557410e+02
   5.3546209e-01   5.7435070e+02
   5.4794723e-01   5.7322817e+02
   5.6072349e-01   5.7220060e+02
   5.7379764e-01   5.7126220e+02
   5.8717664e-01   5.7040733e+02
   6.0086759e-01   5.6963054e+02
   6.1487777e-01   5.6892652e+02
   6.2921461e-01   5.6829017e+02
   6.4388574e-01   5.6771657e+02
   6.5889896e-01   5.6720097e+02
   6.7426222e-01   5.6673887e+02
   6.8998371e-01   5.6632594e+02
   7.0607177e-01   5.6595808e+02
   7.2253495e-01   5.6563140e+02
   7.3938199e-01   5.6534222e+02
   7.5662185e-01   5.6508707e+02
   7.7426368e-01   5.6486272e+02
   7.9231686e-01   5.6466614e+02
   8.1079098e-01   5.6449449e+02
   8.2969585e-01   5.6434516e+02
   8.4904152e-01   5.6421574e+02
   8.6883826e-01   5.6410399e+02
   8.8909660e-01   5.6400789e+02
   9.0982729e-01   5.6392557e+02
   9.3104135e-01   5.6385535e+02
   9.5275005e-01   5.6379571e+02
   9.7496492e-01   5.6374526e+02
   9.9769776e-01   5.6370278e+02
   1.0209607e+00   5.6366717e+02
   1.0447660e+00   5.6363745e+02
   1.0691263e+00   5.6361278e+02
   1.0940547e+00   5.6359239e+02
   1.1195643e+00   5.6357563e+02
   1.1456687e+00   5.6356191e+02
   1.1723818e+00   5.6355074e+02
   1.1997177e+00   5.6354171e+02
   1.2276910e+00   5.6353443e+02
   1.2563166e+00   5.6352860e+02
   1.2856096e+00   5.6352397e+02
   1.3155856e+00   5.6352030e+02
   1.3462606e+00   5.6351741e+02
   1.3776508e+00   5.6351515e+02
   1.4097729e+00   5.6351340e+02
   1.4426440e+00   5.6351204e+02
   1.4762815e+00   5.6351100e+02
   1.5107033e+00   5.6351021e+02
   1.5459277e+00   5.6350961e+02
   1.5819735e+00   5.6350916e+02
   1.6188597e+00   5.6350883e+02
   1.6566060e+00   5.6350858e+02
   1.6952323e+00   5.6350840e+02
   1.7347594e+00   5.6350826e+02
   1.7752080e+00   5.6350817e+02
   1.8165998e+00   5.6350810e+02
   1.8589567e+00   5.6350805e+02
   1.9023012e+00   5.6350801e+02
   1.9466563e+00   5.6350799e+02
   1.9920457e+00   5.6350797e+02
   2.0384934e+00   5.6350796e+02
   2.0860241e+00   5.6350795e+02
   2.1346630e+00   5.6350795e+02
   2.1844361e+00   5.6350794e+02
   2.2353696e+00   5.6350794e+02
   2.2874908e+00   5.6350794e+02
   2.3408273e+00   5.6350794e+02
   2.3954074e+00   5.6350794e+02
   2.4512601e+00   5.6350794e+02
   2.5084151e+00   5.6350794e+02
   2.5669027e+00   5.6350794e+02
   2.6267541e+00   5.6350794e+02
   2.6880010e+00   5.6350794e+02
   2.7506760e+00   5.6350794e+02
   2.8148124e+00   5.6350794e+02
   2.8804442e+00   5.6350794e+02
   2.9476063e+00   5.6350794e+02
   3.0163343e+00   5.6350794e+02
   3.0866649e+00   5.6350794e+02
   3.1586354e+00   5.6350794e+02
   3.2322840e+00   5.6350794e+02
   3.3076498e+00   5.6350794e+02
   3.3847729e+00   5.6350794e+02
   3.4636942e+00   5.6350794e+02
   3.5444557e+00   5.6350794e+02
   3.6271003e+00   5.6350794e+02
   3.7116718e+00   5.6350794e+02
   3.7982153e+00   5.6350794e+02
   3.8867767e+00   5.6350794e+02
   3.9774030e+00   5.6350794e+02
   4.0701425e+00   5.6350794e+02
   4.1650442e+00   5.6350794e+02
   4.2621588e+00   5.6350794e+02
   4.3615378e+00   5.6350794e+02
   4.4632339e+00   5.6350794e+02
   4.5673013e+00   5.6350794e+02
   4.6737951e+00   5.6350794e+02
   4.7827720e+00   5.6350794e+02
   4.8942899e+00   5.6350794e+02
   5.0084080e+00   5.6350794e+02
   5.1251869e+00   5.6350794e+02
   5.2446887e+00   5.6350794e+02
   5.3669769e+00   5.6350794e+02
   5.4921165e+00   5.6350794e+02
   5.6201738e+00   5.6350794e+02
   5.7512171e+00   5.6350794e+02
   5.8853158e+00   5.6350794e+02
   6.0225412e+00   5.6350794e+02
   6.1629663e+00   5.6350794e+02
   6.3066655e+00   5.6350794e+02
   6.4537154e+00   5.6350794e+02
   6.6041940e+00   5.6350794e+02
   6.7581812e+00   5.6350794e+02
   6.9157588e+00   5.6350794e+02
   7.0770107e+00   5.6350794e+02
   7.2420223e+00   5.6350794e+02
   7.4108815e+00   5.6350794e+02
   7.5836779e+00   5.6350794e+02
   7.7605033e+00   5.6350794e+02
   7.9414517e+00   5.6350794e+02
   8.1266192e+00   5.6350794e+02
   8.3161042e+00   5.6350794e+02
   8.5100072e+00   5.6350794e+02
   8.7084315e+00   5.6350794e+02
   8.9114823e+00   5.6350794e+02
   9.1192676e+00   5.6350794e+02
   9.3318977e+00   5.6350794e+02
   9.5494856e+00   5.6350794e+02
   9.7721470e+00   5.6350794e+02
   1.0000000e+01   5.6350794e+02
