   0.0000000e+00   1.0000000e+03   0.0000000e+00
   1.0000000e-04   9.2308333e+02   7.5924257e+00
   2.0000000e-04   8.6250000e+02   8.5108626e+00
   3.0000000e-04   8.0904167e+02   9.5027647e+00
   4.0000000e-04   7.6095833e+02   1.2633562e+01
   5.0000000e-04   7.1920833e+02   1.2840084e+01
   6.0000000e-04   6.8125000e+02   1.0518100e+01
   7.0000000e-04   6.4866667e+02   1.0205142e+01
   8.0000000e-04   6.1875000e+02   1.0967343e+01
   9.0000000e-04   5.9045833e+02   1.3464863e+01
   1.0000000e-03   5.6750000e+02   1.4566191e+01
   1.1000000e-03   5.4600000e+02   1.4074337e+01
   1.2000000e-03   5.2566667e+02   1.2993867e+01
   1.3000000e-03   5.0583333e+02   1.2034973e+01
   1.4000000e-03   4.8695833e+02   1.1789749e+01
   1.5000000e-03   4.7108333e+02   1.3493691e+01
   1.6000000e-03   4.5508333e+02   1.3672940e+01
   1.7000000e-03   4.4087500e+02   1.2515425e+01
   1.8000000e-03   4.2862500e+02   1.3477235e+01
   1.9000000e-03   4.1554167e+02   1.3419581e+01
   2.0000000e-03   4.0420833e+02   1.3685852e+01
   2.1000000e-03   3.9287500e+02   1.3096008e+01
   2.2000000e-03   3.8212500e+02   1.1588272e+01
   2.3000000e-03   3.7179167e+02   1.1545672e+01
   2.4000000e-03   3.6262500e+02   1.1079996e+01
   2.5000000e-03   3.5387500e+02   1.0666129e+01
   2.6000000e-03   3.4583333e+02   9.7028309e+00
   2.7000000e-03   3.3720833e+02   9.8686115e+00
   2.8000000e-03   3.2983333e+02   1.0020269e+01
   2.9000000e-03   3.2183333e+02   9.9811416e+00
   3.0000000e-03   3.1458333e+02   9.6770309e+00
   3.1000000e-03   3.0804167e+02   9.7511612e+00
   3.2000000e-03   3.0050000e+02   9.6052522e+00
   3.3000000e-03   2.9433333e+02   9.6848904e+00
   3.4000000e-03   2.8762500e+02   1.0133082e+01
   3.5000000e-03   2.8162500e+02   1.0374771e+01
   3.6000000e-03   2.7683333e+02   9.9637022e+00
   3.7000000e-03   2.7162500e+02   9.8458223e+00
