	time(us)     A(t)              StDev(A)
   4.9500000e-02   1.4333333e+01   2.9733112e+00
   4.9600000e-02   1.4291667e+01   2.9558956e+00
   4.9700000e-02   1.4208333e+01   2.9778774e+00
   4.9800000e-02   1.4125000e+01   2.9238524e+00
   4.9900000e-02   1.4083333e+01   2.9769647e+00
   5.0000000e-02   1.4083333e+01   2.9769647e+00
   5.0100000e-02   1.4041667e+01   2.9558956e+00
   5.0200000e-02   1.3916667e+01   2.7962190e+00
   5.0300000e-02   1.3916667e+01   2.7962190e+00
   5.0400000e-02   1.3875000e+01   2.7868090e+00
   5.0500000e-02   1.3833333e+01   2.8078565e+00
   5.0600000e-02   1.3750000e+01   2.8168746e+00
   5.0700000e-02   1.3666667e+01   2.8232985e+00
   5.0800000e-02   1.3583333e+01   2.9179604e+00
   5.0900000e-02   1.3541667e+01   2.9039578e+00
   5.1000000e-02   1.3500000e+01   2.8741728e+00
   5.1100000e-02   1.3458333e+01   2.7343097e+00
   5.1200000e-02   1.3458333e+01   2.7343097e+00
   5.1300000e-02   1.3458333e+01   2.7343097e+00
   5.1400000e-02   1.3375000e+01   2.6672327e+00
   5.1500000e-02   1.3375000e+01   2.6672327e+00
   5.1600000e-02   1.3333333e+01   2.6484888e+00
   5.1700000e-02   1.3333333e+01   2.6484888e+00
   5.1800000e-02   1.3291667e+01   2.6454089e+00
   5.1900000e-02   1.3291667e+01   2.6454089e+00
   5.2000000e-02   1.3291667e+01   2.6454089e+00
   5.2100000e-02   1.3208333e+01   2.4843714e+00
   5.2200000e-02   1.3125000e+01   2.4550303e+00
   5.2300000e-02   1.3125000e+01   2.4550303e+00
   5.2400000e-02   1.3000000e+01   2.2457690e+00
   5.2500000e-02   1.3000000e+01   2.2457690e+00
   5.2600000e-02   1.3000000e+01   2.2457690e+00
   5.2700000e-02   1.3000000e+01   2.2457690e+00
   5.2800000e-02   1.2958333e+01   2.2356629e+00
   5.2900000e-02   1.2958333e+01   2.2356629e+00
   5.3000000e-02   1.2916667e+01   2.1247336e+00
   5.3100000e-02   1.2833333e+01   2.1196117e+00
   5.3200000e-02   1.2833333e+01   2.1196117e+00
   5.3300000e-02   1.2750000e+01   2.1918823e+00
   5.3400000e-02   1.2708333e+01   2.1964233e+00
   5.3500000e-02   1.2708333e+01   2.1964233e+00
   5.3600000e-02   1.2666667e+01   2.2586388e+00
   5.3700000e-02   1.2625000e+01   2.2614443e+00
   5.3800000e-02   1.2625000e+01   2.2614443e+00
   5.3900000e-02   1.2583333e+01   2.2050666e+00
   5.4000000e-02   1.2541667e+01   2.1665273e+00
   5.4100000e-02   1.2500000e+01   2.1467873e+00
   5.4200000e-02   1.2500000e+01   2.1467873e+00
   5.4300000e-02   1.2500000e+01   2.1467873e+00
   5.4400000e-02   1.2500000e+01   2.1467873e+00
   5.4500000e-02   1.2458333e+01   2.1054622e+00
   5.4600000e-02   1.2458333e+01   2.1054622e+00
   5.4700000e-02   1.2458333e+01   2.1054622e+00
   5.4800000e-02   1.2458333e+01   2.1054622e+00
   5.4900000e-02   1.2416667e+01   2.1652727e+00
   5.5000000e-02   1.2375000e+01   2.1429865e+00
   5.5100000e-02   1.2333333e+01   2.1196117e+00
   5.5200000e-02   1.2333333e+01   2.1196117e+00
   5.5300000e-02   1.2291667e+01   2.1362130e+00
   5.5400000e-02   1.2291667e+01   2.1362130e+00
   5.5500000e-02   1.2250000e+01   2.1315436e+00
   5.5600000e-02   1.2166667e+01   2.1802805e+00
   5.5700000e-02   1.2125000e+01   2.2128577e+00
   5.5800000e-02   1.2041667e+01   2.2550266e+00
   5.5900000e-02   1.2000000e+01   2.2457690e+00
   5.6000000e-02   1.2000000e+01   2.2457690e+00
   5.6100000e-02   1.1958333e+01   2.2550266e+00
   5.6200000e-02   1.1958333e+01   2.2550266e+00
   5.6300000e-02   1.1958333e+01   2.2550266e+00
   5.6400000e-02   1.1958333e+01   2.2550266e+00
   5.6500000e-02   1.1958333e+01   2.2550266e+00
   5.6600000e-02   1.1875000e+01   2.2710369e+00
   5.6700000e-02   1.1875000e+01   2.2710369e+00
   5.6800000e-02   1.1750000e+01   2.3078317e+00
   5.6900000e-02   1.1750000e+01   2.3078317e+00
   5.7000000e-02   1.1666667e+01   2.3156681e+00
   5.7100000e-02   1.1625000e+01   2.2805892e+00
   5.7200000e-02   1.1625000e+01   2.2805892e+00
   5.7300000e-02   1.1583333e+01   2.2825742e+00
   5.7400000e-02   1.1583333e+01   2.2825742e+00
   5.7500000e-02   1.1583333e+01   2.2825742e+00
   5.7600000e-02   1.1583333e+01   2.2825742e+00
   5.7700000e-02   1.1500000e+01   2.3405685e+00
   5.7800000e-02   1.1458333e+01   2.3027237e+00
   5.7900000e-02   1.1416667e+01   2.2634461e+00
   5.8000000e-02   1.1416667e+01   2.2634461e+00
   5.8100000e-02   1.1416667e+01   2.2634461e+00
   5.8200000e-02   1.1416667e+01   2.2634461e+00
   5.8300000e-02   1.1416667e+01   2.2634461e+00
   5.8400000e-02   1.1416667e+01   2.2634461e+00
   5.8500000e-02   1.1375000e+01   2.3184046e+00
   5.8600000e-02   1.1333333e+01   2.2778072e+00
   5.8700000e-02   1.1333333e+01   2.2778072e+00
   5.8800000e-02   1.1333333e+01   2.2778072e+00
   5.8900000e-02   1.1333333e+01   2.2778072e+00
   5.9000000e-02   1.1291667e+01   2.2161299e+00
   5.9100000e-02   1.1250000e+01   2.2312017e+00
   5.9200000e-02   1.1208333e+01   2.2259178e+00
   5.9300000e-02   1.1208333e+01   2.2259178e+00
   5.9400000e-02   1.1166667e+01   2.0989991e+00
   5.9500000e-02   1.1125000e+01   2.0707592e+00
   5.9600000e-02   1.1125000e+01   2.0707592e+00
   5.9700000e-02   1.1125000e+01   2.0707592e+00
   5.9800000e-02   1.1125000e+01   2.0707592e+00
   5.9900000e-02   1.1125000e+01   2.0707592e+00
   6.0000000e-02   1.1125000e+01   2.0707592e+00
   6.0100000e-02   1.1083333e+01   2.0834058e+00
   6.0200000e-02   1.1083333e+01   2.0834058e+00
   6.0300000e-02   1.1083333e+01   2.0834058e+00
   6.0400000e-02   1.1041667e+01   2.0742556e+00
   6.0500000e-02   1.1000000e+01   2.0430157e+00
   6.0600000e-02   1.1000000e+01   2.0430157e+00
   6.0700000e-02   1.1000000e+01   2.0430157e+00
   6.0800000e-02   1.0916667e+01   1.8630659e+00
   6.0900000e-02   1.0833333e+01   1.9486153e+00
   6.1000000e-02   1.0833333e+01   1.9486153e+00
   6.1100000e-02   1.0833333e+01   1.9486153e+00
   6.1200000e-02   1.0833333e+01   1.9486153e+00
   6.1300000e-02   1.0833333e+01   1.9486153e+00
   6.1400000e-02   1.0750000e+01   1.9392962e+00
   6.1500000e-02   1.0708333e+01   2.0103897e+00
   6.1600000e-02   1.0666667e+01   2.0359095e+00
   6.1700000e-02   1.0666667e+01   2.0359095e+00
   6.1800000e-02   1.0666667e+01   2.0359095e+00
   6.1900000e-02   1.0625000e+01   1.9959198e+00
   6.2000000e-02   1.0583333e+01   1.9541854e+00
   6.2100000e-02   1.0541667e+01   1.9995471e+00
   6.2200000e-02   1.0541667e+01   1.9995471e+00
   6.2300000e-02   1.0500000e+01   1.8881783e+00
   6.2400000e-02   1.0500000e+01   1.8881783e+00
   6.2500000e-02   1.0500000e+01   1.8881783e+00
   6.2600000e-02   1.0458333e+01   1.9105921e+00
   6.2700000e-02   1.0458333e+01   1.9105921e+00
   6.2800000e-02   1.0458333e+01   1.9105921e+00
   6.2900000e-02   1.0458333e+01   1.9105921e+00
   6.3000000e-02   1.0458333e+01   1.9105921e+00
   6.3100000e-02   1.0416667e+01   1.9318085e+00
   6.3200000e-02   1.0416667e+01   1.9318085e+00
   6.3300000e-02   1.0416667e+01   1.9318085e+00
   6.3400000e-02   1.0416667e+01   1.9318085e+00
   6.3500000e-02   1.0416667e+01   1.9318085e+00
   6.3600000e-02   1.0375000e+01   1.8371173e+00
   6.3700000e-02   1.0333333e+01   1.8097962e+00
   6.3800000e-02   1.0333333e+01   1.8097962e+00
   6.3900000e-02   1.0333333e+01   1.8097962e+00
   6.4000000e-02   1.0291667e+01   1.7810394e+00
   6.4100000e-02   1.0291667e+01   1.7810394e+00
   6.4200000e-02   1.0291667e+01   1.7810394e+00
   6.4300000e-02   1.0291667e+01   1.7810394e+00
   6.4400000e-02   1.0291667e+01   1.7810394e+00
   6.4500000e-02   1.0250000e+01   1.7754363e+00
   6.4600000e-02   1.0250000e+01   1.7754363e+00
   6.4700000e-02   1.0208333e+01   1.7687914e+00
   6.4800000e-02   1.0166667e+01   1.7110045e+00
   6.4900000e-02   1.0166667e+01   1.7110045e+00
   6.5000000e-02   1.0166667e+01   1.7110045e+00
   6.5100000e-02   1.0166667e+01   1.7110045e+00
   6.5200000e-02   1.0166667e+01   1.7110045e+00
   6.5300000e-02   1.0166667e+01   1.7110045e+00
   6.5400000e-02   1.0166667e+01   1.7110045e+00
   6.5500000e-02   1.0166667e+01   1.7110045e+00
   6.5600000e-02   1.0166667e+01   1.7110045e+00
   6.5700000e-02   1.0125000e+01   1.7019809e+00
   6.5800000e-02   1.0125000e+01   1.7019809e+00
   6.5900000e-02   1.0125000e+01   1.7019809e+00
   6.6000000e-02   1.0083333e+01   1.6659419e+00
   6.6100000e-02   1.0083333e+01   1.6659419e+00
   6.6200000e-02   1.0041667e+01   1.6805581e+00
   6.6300000e-02   1.0041667e+01   1.6805581e+00
   6.6400000e-02   1.0041667e+01   1.6805581e+00
   6.6500000e-02   1.0041667e+01   1.6805581e+00
   6.6600000e-02   1.0000000e+01   1.6418441e+00
   6.6700000e-02   9.9583333e+00   1.6010640e+00
   6.6800000e-02   9.9583333e+00   1.6010640e+00
   6.6900000e-02   9.9583333e+00   1.6010640e+00
   6.7000000e-02   9.9583333e+00   1.6010640e+00
   6.7100000e-02   9.9583333e+00   1.6010640e+00
   6.7200000e-02   9.9583333e+00   1.6010640e+00
   6.7300000e-02   9.9583333e+00   1.6010640e+00
   6.7400000e-02   9.9583333e+00   1.6010640e+00
   6.7500000e-02   9.9166667e+00   1.5580553e+00
   6.7600000e-02   9.9166667e+00   1.5580553e+00
   6.7700000e-02   9.8750000e+00   1.5690623e+00
   6.7800000e-02   9.8750000e+00   1.5690623e+00
   6.7900000e-02   9.8750000e+00   1.5690623e+00
   6.8000000e-02   9.8750000e+00   1.5690623e+00
   6.8100000e-02   9.8750000e+00   1.5690623e+00
   6.8200000e-02   9.8750000e+00   1.5690623e+00
   6.8300000e-02   9.8333333e+00   1.4645571e+00
   6.8400000e-02   9.8333333e+00   1.4645571e+00
   6.8500000e-02   9.8333333e+00   1.4645571e+00
   6.8600000e-02   9.8333333e+00   1.4645571e+00
   6.8700000e-02   9.8333333e+00   1.4645571e+00
   6.8800000e-02   9.8333333e+00   1.4645571e+00
   6.8900000e-02   9.8333333e+00   1.4645571e+00
   6.9000000e-02   9.7916667e+00   1.4440031e+00
   6.9100000e-02   9.7500000e+00   1.4218787e+00
   6.9200000e-02   9.7500000e+00   1.4218787e+00
   6.9300000e-02   9.7500000e+00   1.4218787e+00
   6.9400000e-02   9.7083333e+00   1.3666578e+00
   6.9500000e-02   9.7083333e+00   1.3666578e+00
   6.9600000e-02   9.6250000e+00   1.3125647e+00
   6.9700000e-02   9.5833333e+00   1.3160107e+00
   6.9800000e-02   9.5416667e+00   1.3824731e+00
   6.9900000e-02   9.5416667e+00   1.3824731e+00
   7.0000000e-02   9.5416667e+00   1.3824731e+00
   7.0100000e-02   9.5416667e+00   1.3824731e+00
   7.0200000e-02   9.5416667e+00   1.3824731e+00
   7.0300000e-02   9.5000000e+00   1.4142136e+00
   7.0400000e-02   9.5000000e+00   1.4142136e+00
   7.0500000e-02   9.5000000e+00   1.4142136e+00
   7.0600000e-02   9.5000000e+00   1.4142136e+00
   7.0700000e-02   9.5000000e+00   1.4142136e+00
   7.0800000e-02   9.5000000e+00   1.4142136e+00
   7.0900000e-02   9.4166667e+00   1.3486440e+00
   7.1000000e-02   9.4166667e+00   1.3486440e+00
   7.1100000e-02   9.4166667e+00   1.3486440e+00
   7.1200000e-02   9.4166667e+00   1.3486440e+00
   7.1300000e-02   9.3750000e+00   1.3452816e+00
   7.1400000e-02   9.3333333e+00   1.3405601e+00
   7.1500000e-02   9.3333333e+00   1.3405601e+00
   7.1600000e-02   9.2916667e+00   1.3014763e+00
   7.1700000e-02   9.2916667e+00   1.3014763e+00
   7.1800000e-02   9.2500000e+00   1.3269776e+00
   7.1900000e-02   9.2500000e+00   1.3269776e+00
   7.2000000e-02   9.2500000e+00   1.3269776e+00
   7.2100000e-02   9.2083333e+00   1.2846643e+00
   7.2200000e-02   9.2083333e+00   1.2846643e+00
   7.2300000e-02   9.2083333e+00   1.2846643e+00
   7.2400000e-02   9.2083333e+00   1.2846643e+00
   7.2500000e-02   9.2083333e+00   1.2846643e+00
   7.2600000e-02   9.1666667e+00   1.3405601e+00
   7.2700000e-02   9.1666667e+00   1.3405601e+00
   7.2800000e-02   9.1250000e+00   1.3290238e+00
   7.2900000e-02   9.1250000e+00   1.3290238e+00
   7.3000000e-02   9.0833333e+00   1.3160107e+00
   7.3100000e-02   9.0833333e+00   1.3160107e+00
   7.3200000e-02   9.0833333e+00   1.3160107e+00
   7.3300000e-02   9.0833333e+00   1.3160107e+00
   7.3400000e-02   9.0833333e+00   1.3160107e+00
   7.3500000e-02   9.0833333e+00   1.3160107e+00
   7.3600000e-02   9.0416667e+00   1.3344651e+00
   7.3700000e-02   9.0416667e+00   1.3344651e+00
   7.3800000e-02   9.0416667e+00   1.3344651e+00
   7.3900000e-02   9.0416667e+00   1.3344651e+00
   7.4000000e-02   9.0416667e+00   1.3344651e+00
   7.4100000e-02   9.0416667e+00   1.3344651e+00
   7.4200000e-02   9.0416667e+00   1.3344651e+00
   7.4300000e-02   9.0416667e+00   1.3344651e+00
   7.4400000e-02   9.0416667e+00   1.3344651e+00
   7.4500000e-02   9.0416667e+00   1.3344651e+00
   7.4600000e-02   9.0000000e+00   1.2853692e+00
   7.4700000e-02   8.9583333e+00   1.3014763e+00
   7.4800000e-02   8.9583333e+00   1.3014763e+00
   7.4900000e-02   8.9583333e+00   1.3014763e+00
   7.5000000e-02   8.9583333e+00   1.3014763e+00
   7.5100000e-02   8.9583333e+00   1.3014763e+00
   7.5200000e-02   8.9583333e+00   1.3014763e+00
   7.5300000e-02   8.9583333e+00   1.3014763e+00
   7.5400000e-02   8.9583333e+00   1.3014763e+00
   7.5500000e-02   8.9583333e+00   1.3014763e+00
   7.5600000e-02   8.9166667e+00   1.3160107e+00
   7.5700000e-02   8.8750000e+00   1.3290238e+00
   7.5800000e-02   8.8750000e+00   1.3290238e+00
   7.5900000e-02   8.8750000e+00   1.3290238e+00
   7.6000000e-02   8.8750000e+00   1.3290238e+00
   7.6100000e-02   8.8750000e+00   1.3290238e+00
   7.6200000e-02   8.8750000e+00   1.3290238e+00
   7.6300000e-02   8.8750000e+00   1.3290238e+00
   7.6400000e-02   8.8333333e+00   1.3077251e+00
   7.6500000e-02   8.7916667e+00   1.3180739e+00
   7.6600000e-02   8.7500000e+00   1.3593477e+00
   7.6700000e-02   8.7500000e+00   1.3593477e+00
   7.6800000e-02   8.7500000e+00   1.3593477e+00
   7.6900000e-02   8.7083333e+00   1.3344651e+00
   7.7000000e-02   8.7083333e+00   1.3344651e+00
   7.7100000e-02   8.7083333e+00   1.3344651e+00
   7.7200000e-02   8.7083333e+00   1.3344651e+00
   7.7300000e-02   8.7083333e+00   1.3344651e+00
   7.7400000e-02   8.7083333e+00   1.3344651e+00
   7.7500000e-02   8.7083333e+00   1.3344651e+00
   7.7600000e-02   8.7083333e+00   1.3344651e+00
   7.7700000e-02   8.7083333e+00   1.3344651e+00
   7.7800000e-02   8.7083333e+00   1.3344651e+00
   7.7900000e-02   8.7083333e+00   1.3344651e+00
   7.8000000e-02   8.7083333e+00   1.3344651e+00
   7.8100000e-02   8.7083333e+00   1.3344651e+00
   7.8200000e-02   8.6666667e+00   1.3405601e+00
   7.8300000e-02   8.6250000e+00   1.3452816e+00
   7.8400000e-02   8.6250000e+00   1.3452816e+00
   7.8500000e-02   8.6250000e+00   1.3452816e+00
   7.8600000e-02   8.6250000e+00   1.3452816e+00
   7.8700000e-02   8.6250000e+00   1.3452816e+00
   7.8800000e-02   8.5833333e+00   1.4116493e+00
   7.8900000e-02   8.5833333e+00   1.4116493e+00
   7.9000000e-02   8.5416667e+00   1.4135729e+00
   7.9100000e-02   8.5416667e+00   1.4135729e+00
   7.9200000e-02   8.5000000e+00   1.4142136e+00
   7.9300000e-02   8.5000000e+00   1.4142136e+00
   7.9400000e-02   8.4583333e+00   1.3824731e+00
   7.9500000e-02   8.4583333e+00   1.3824731e+00
   7.9600000e-02   8.4583333e+00   1.3824731e+00
   7.9700000e-02   8.4583333e+00   1.3824731e+00
   7.9800000e-02   8.4166667e+00   1.4116493e+00
   7.9900000e-02   8.4166667e+00   1.4116493e+00
   8.0000000e-02   8.3750000e+00   1.4389761e+00
   8.0100000e-02   8.3750000e+00   1.4389761e+00
   8.0200000e-02   8.3750000e+00   1.4389761e+00
   8.0300000e-02   8.3750000e+00   1.4389761e+00
   8.0400000e-02   8.2916667e+00   1.3981095e+00
   8.0500000e-02   8.2916667e+00   1.3981095e+00
   8.0600000e-02   8.2916667e+00   1.3981095e+00
   8.0700000e-02   8.2500000e+00   1.3593477e+00
   8.0800000e-02   8.2500000e+00   1.3593477e+00
   8.0900000e-02   8.2500000e+00   1.3593477e+00
   8.1000000e-02   8.2083333e+00   1.4135729e+00
   8.1100000e-02   8.2083333e+00   1.4135729e+00
   8.1200000e-02   8.2083333e+00   1.4135729e+00
   8.1300000e-02   8.2083333e+00   1.4135729e+00
   8.1400000e-02   8.2083333e+00   1.4135729e+00
   8.1500000e-02   8.1666667e+00   1.3726099e+00
   8.1600000e-02   8.1666667e+00   1.3726099e+00
   8.1700000e-02   8.1666667e+00   1.3726099e+00
   8.1800000e-02   8.1666667e+00   1.3726099e+00
   8.1900000e-02   8.1666667e+00   1.3726099e+00
   8.2000000e-02   8.1666667e+00   1.3726099e+00
   8.2100000e-02   8.1666667e+00   1.3726099e+00
   8.2200000e-02   8.0833333e+00   1.4421200e+00
   8.2300000e-02   8.0833333e+00   1.4421200e+00
   8.2400000e-02   8.0833333e+00   1.4421200e+00
   8.2500000e-02   8.0833333e+00   1.4421200e+00
   8.2600000e-02   8.0833333e+00   1.4421200e+00
   8.2700000e-02   8.0833333e+00   1.4421200e+00
   8.2800000e-02   8.0833333e+00   1.4421200e+00
   8.2900000e-02   8.0833333e+00   1.4421200e+00
   8.3000000e-02   8.0833333e+00   1.4421200e+00
   8.3100000e-02   8.0416667e+00   1.4288690e+00
   8.3200000e-02   8.0416667e+00   1.4288690e+00
   8.3300000e-02   8.0416667e+00   1.4288690e+00
   8.3400000e-02   8.0000000e+00   1.3831281e+00
   8.3500000e-02   8.0000000e+00   1.3831281e+00
   8.3600000e-02   8.0000000e+00   1.3831281e+00
   8.3700000e-02   8.0000000e+00   1.3831281e+00
   8.3800000e-02   8.0000000e+00   1.3831281e+00
   8.3900000e-02   8.0000000e+00   1.3831281e+00
   8.4000000e-02   7.9583333e+00   1.3666578e+00
   8.4100000e-02   7.9583333e+00   1.3666578e+00
   8.4200000e-02   7.9166667e+00   1.3486440e+00
   8.4300000e-02   7.9166667e+00   1.3486440e+00
   8.4400000e-02   7.9166667e+00   1.3486440e+00
   8.4500000e-02   7.8750000e+00   1.3929169e+00
   8.4600000e-02   7.8333333e+00   1.3726099e+00
   8.4700000e-02   7.7916667e+00   1.4440031e+00
   8.4800000e-02   7.7500000e+00   1.4521349e+00
   8.4900000e-02   7.7500000e+00   1.4521349e+00
   8.5000000e-02   7.7083333e+00   1.3344651e+00
   8.5100000e-02   7.7083333e+00   1.3344651e+00
   8.5200000e-02   7.6666667e+00   1.3726099e+00
   8.5300000e-02   7.6666667e+00   1.3726099e+00
   8.5400000e-02   7.6666667e+00   1.3726099e+00
   8.5500000e-02   7.6666667e+00   1.3726099e+00
   8.5600000e-02   7.6666667e+00   1.3726099e+00
   8.5700000e-02   7.6666667e+00   1.3726099e+00
   8.5800000e-02   7.6666667e+00   1.3726099e+00
   8.5900000e-02   7.6666667e+00   1.3726099e+00
   8.6000000e-02   7.6666667e+00   1.3726099e+00
   8.6100000e-02   7.5833333e+00   1.2825473e+00
   8.6200000e-02   7.5833333e+00   1.2825473e+00
   8.6300000e-02   7.5833333e+00   1.2825473e+00
   8.6400000e-02   7.5833333e+00   1.2825473e+00
   8.6500000e-02   7.5833333e+00   1.2825473e+00
   8.6600000e-02   7.5416667e+00   1.3506574e+00
   8.6700000e-02   7.5000000e+00   1.3513278e+00
   8.6800000e-02   7.5000000e+00   1.3513278e+00
   8.6900000e-02   7.3750000e+00   1.5269321e+00
   8.7000000e-02   7.3750000e+00   1.5269321e+00
   8.7100000e-02   7.3750000e+00   1.5269321e+00
   8.7200000e-02   7.3750000e+00   1.5269321e+00
   8.7300000e-02   7.3750000e+00   1.5269321e+00
   8.7400000e-02   7.3750000e+00   1.5269321e+00
   8.7500000e-02   7.3750000e+00   1.5269321e+00
   8.7600000e-02   7.3750000e+00   1.5269321e+00
   8.7700000e-02   7.3333333e+00   1.5510632e+00
   8.7800000e-02   7.3333333e+00   1.5510632e+00
   8.7900000e-02   7.3333333e+00   1.5510632e+00
   8.8000000e-02   7.3333333e+00   1.5510632e+00
   8.8100000e-02   7.3333333e+00   1.5510632e+00
   8.8200000e-02   7.3333333e+00   1.5510632e+00
   8.8300000e-02   7.2916667e+00   1.5174110e+00
   8.8400000e-02   7.2916667e+00   1.5174110e+00
   8.8500000e-02   7.2916667e+00   1.5174110e+00
   8.8600000e-02   7.2916667e+00   1.5174110e+00
   8.8700000e-02   7.2916667e+00   1.5174110e+00
   8.8800000e-02   7.2916667e+00   1.5174110e+00
   8.8900000e-02   7.2916667e+00   1.5174110e+00
   8.9000000e-02   7.2916667e+00   1.5174110e+00
   8.9100000e-02   7.2500000e+00   1.4817733e+00
   8.9200000e-02   7.2500000e+00   1.4817733e+00
   8.9300000e-02   7.2500000e+00   1.4817733e+00
   8.9400000e-02   7.2500000e+00   1.4817733e+00
   8.9500000e-02   7.2083333e+00   1.5030163e+00
   8.9600000e-02   7.2083333e+00   1.5030163e+00
   8.9700000e-02   7.1666667e+00   1.4039282e+00
   8.9800000e-02   7.1666667e+00   1.4039282e+00
   8.9900000e-02   7.1666667e+00   1.4039282e+00
   9.0000000e-02   7.1666667e+00   1.4039282e+00
   9.0100000e-02   7.1666667e+00   1.4039282e+00
   9.0200000e-02   7.1666667e+00   1.4039282e+00
   9.0300000e-02   7.1666667e+00   1.4039282e+00
   9.0400000e-02   7.1666667e+00   1.4039282e+00
   9.0500000e-02   7.0833333e+00   1.3805061e+00
   9.0600000e-02   7.0833333e+00   1.3805061e+00
   9.0700000e-02   7.0833333e+00   1.3805061e+00
   9.0800000e-02   7.0416667e+00   1.3981095e+00
   9.0900000e-02   7.0416667e+00   1.3981095e+00
   9.1000000e-02   7.0416667e+00   1.3981095e+00
   9.1100000e-02   7.0416667e+00   1.3981095e+00
   9.1200000e-02   7.0416667e+00   1.3981095e+00
   9.1300000e-02   7.0416667e+00   1.3981095e+00
   9.1400000e-02   7.0416667e+00   1.3981095e+00
   9.1500000e-02   6.9583333e+00   1.3981095e+00
   9.1600000e-02   6.9583333e+00   1.3981095e+00
   9.1700000e-02   6.9583333e+00   1.3981095e+00
   9.1800000e-02   6.9166667e+00   1.3805061e+00
   9.1900000e-02   6.9166667e+00   1.3805061e+00
   9.2000000e-02   6.9166667e+00   1.3805061e+00
   9.2100000e-02   6.9166667e+00   1.3805061e+00
   9.2200000e-02   6.9166667e+00   1.3805061e+00
   9.2300000e-02   6.9166667e+00   1.3805061e+00
   9.2400000e-02   6.8750000e+00   1.3929169e+00
   9.2500000e-02   6.8750000e+00   1.3929169e+00
   9.2600000e-02   6.8750000e+00   1.3929169e+00
   9.2700000e-02   6.8750000e+00   1.3929169e+00
   9.2800000e-02   6.8750000e+00   1.3929169e+00
   9.2900000e-02   6.8750000e+00   1.3929169e+00
   9.3000000e-02   6.8333333e+00   1.4345630e+00
   9.3100000e-02   6.8333333e+00   1.4345630e+00
   9.3200000e-02   6.8333333e+00   1.4345630e+00
   9.3300000e-02   6.8333333e+00   1.4345630e+00
   9.3400000e-02   6.7916667e+00   1.4738051e+00
   9.3500000e-02   6.7916667e+00   1.4738051e+00
   9.3600000e-02   6.7916667e+00   1.4738051e+00
   9.3700000e-02   6.7500000e+00   1.4521349e+00
   9.3800000e-02   6.7083333e+00   1.3666578e+00
   9.3900000e-02   6.7083333e+00   1.3666578e+00
   9.4000000e-02   6.6666667e+00   1.4039282e+00
   9.4100000e-02   6.6250000e+00   1.3772215e+00
   9.4200000e-02   6.6250000e+00   1.3772215e+00
   9.4300000e-02   6.5833333e+00   1.3805061e+00
   9.4400000e-02   6.5416667e+00   1.3506574e+00
   9.4500000e-02   6.5416667e+00   1.3506574e+00
   9.4600000e-02   6.5416667e+00   1.3506574e+00
   9.4700000e-02   6.5416667e+00   1.3506574e+00
   9.4800000e-02   6.5416667e+00   1.3506574e+00
   9.4900000e-02   6.4583333e+00   1.4135729e+00
   9.5000000e-02   6.4583333e+00   1.4135729e+00
   9.5100000e-02   6.4583333e+00   1.4135729e+00
   9.5200000e-02   6.4583333e+00   1.4135729e+00
   9.5300000e-02   6.4583333e+00   1.4135729e+00
   9.5400000e-02   6.4583333e+00   1.4135729e+00
   9.5500000e-02   6.4583333e+00   1.4135729e+00
   9.5600000e-02   6.4166667e+00   1.4421200e+00
   9.5700000e-02   6.3750000e+00   1.4389761e+00
   9.5800000e-02   6.3333333e+00   1.4645571e+00
   9.5900000e-02   6.3333333e+00   1.4645571e+00
   9.6000000e-02   6.3333333e+00   1.4645571e+00
   9.6100000e-02   6.3333333e+00   1.4645571e+00
   9.6200000e-02   6.3333333e+00   1.4645571e+00
   9.6300000e-02   6.3333333e+00   1.4645571e+00
   9.6400000e-02   6.3333333e+00   1.4645571e+00
   9.6500000e-02   6.3333333e+00   1.4645571e+00
   9.6600000e-02   6.3333333e+00   1.4645571e+00
   9.6700000e-02   6.3333333e+00   1.4645571e+00
   9.6800000e-02   6.3333333e+00   1.4645571e+00
   9.6900000e-02   6.2916667e+00   1.3981095e+00
   9.7000000e-02   6.2500000e+00   1.4218787e+00
   9.7100000e-02   6.2500000e+00   1.4218787e+00
   9.7200000e-02   6.2500000e+00   1.4218787e+00
   9.7300000e-02   6.2083333e+00   1.3824731e+00
   9.7400000e-02   6.1666667e+00   1.4345630e+00
   9.7500000e-02   6.1666667e+00   1.4345630e+00
   9.7600000e-02   6.0833333e+00   1.4421200e+00
   9.7700000e-02   6.0833333e+00   1.4421200e+00
   9.7800000e-02   6.0416667e+00   1.4288690e+00
   9.7900000e-02   6.0416667e+00   1.4288690e+00
   9.8000000e-02   6.0416667e+00   1.4288690e+00
   9.8100000e-02   6.0416667e+00   1.4288690e+00
   9.8200000e-02   6.0416667e+00   1.4288690e+00
   9.8300000e-02   6.0416667e+00   1.4288690e+00
   9.8400000e-02   6.0000000e+00   1.4744196e+00
   9.8500000e-02   5.9583333e+00   1.4884824e+00
   9.8600000e-02   5.9166667e+00   1.4421200e+00
   9.8700000e-02   5.9166667e+00   1.4421200e+00
   9.8800000e-02   5.9166667e+00   1.4421200e+00
   9.8900000e-02   5.9166667e+00   1.4421200e+00
   9.9000000e-02   5.9166667e+00   1.4421200e+00
   9.9100000e-02   5.9166667e+00   1.4421200e+00
   9.9200000e-02   5.9166667e+00   1.4421200e+00
   9.9300000e-02   5.9166667e+00   1.4421200e+00
