t	(Var=A_Count) A_Count	(Var=AB_Count) AB_Count	(Var=ABC_Count) ABC_Count	(Var=AC_Count) AC_Count	(Var=B_Count) B_Count	(Var=BAC_Count) BAC_Count	(Var=BC_Count) BC_Count	(Var=C_Count) C_Count	(Var=CABC_Count) CABC_Count
0.0	665.0	0.0	0.0	0.0	665.0	0.0	0.0	3755.0	0.0
1.690374672E-5	665.0	0.0	0.0	0.0	664.0	0.0	1.0	3754.0	0.0
8.320421179E-5	664.0	0.0	0.0	1.0	664.0	0.0	1.0	3753.0	0.0
9.455134737E-5	664.0	0.0	0.0	1.0	663.0	0.0	2.0	3752.0	0.0
1.662167584E-4	664.0	0.0	0.0	1.0	662.0	0.0	3.0	3751.0	0.0
1.682839416E-4	664.0	0.0	0.0	1.0	661.0	0.0	4.0	3750.0	0.0
1.814881817E-4	663.0	0.0	0.0	2.0	661.0	0.0	4.0	3749.0	0.0
2.486395916E-4	663.0	0.0	0.0	2.0	660.0	0.0	5.0	3748.0	0.0
2.501765664E-4	662.0	0.0	0.0	3.0	660.0	0.0	5.0	3747.0	0.0
2.687488088E-4	661.0	0.0	0.0	4.0	660.0	0.0	5.0	3746.0	0.0
4.029902623E-4	661.0	0.0	0.0	4.0	659.0	0.0	6.0	3745.0	0.0
6.061991555E-4	660.0	0.0	0.0	5.0	659.0	0.0	6.0	3744.0	0.0
6.519681585E-4	659.0	0.0	0.0	6.0	659.0	0.0	6.0	3743.0	0.0
7.171660842E-4	658.0	0.0	0.0	7.0	659.0	0.0	6.0	3742.0	0.0
7.439370238E-4	657.0	0.0	0.0	8.0	659.0	0.0	6.0	3741.0	0.0
8.11938959E-4	657.0	0.0	0.0	8.0	658.0	0.0	7.0	3740.0	0.0
8.147539966E-4	656.0	0.0	0.0	9.0	658.0	0.0	7.0	3739.0	0.0
8.306182098E-4	656.0	0.0	0.0	9.0	657.0	0.0	8.0	3738.0	0.0
8.425272121E-4	656.0	0.0	0.0	9.0	656.0	0.0	9.0	3737.0	0.0
8.548818395E-4	656.0	0.0	0.0	9.0	655.0	0.0	10.0	3736.0	0.0
8.877198694E-4	655.0	0.0	0.0	10.0	655.0	0.0	10.0	3735.0	0.0
