t	(Var=A_Count) A_Count	(Var=AB_Count) AB_Count	(Var=ABC_Count) ABC_Count	(Var=AC_Count) AC_Count	(Var=B_Count) B_Count	(Var=BAC_Count) BAC_Count	(Var=BC_Count) BC_Count	(Var=C_Count) C_Count	(Var=CABC_Count) CABC_Count
0.0	665.0	0.0	0.0	0.0	665.0	0.0	0.0	3755.0	0.0
5.255358257E-5	665.0	0.0	0.0	0.0	664.0	0.0	1.0	3754.0	0.0
1.249780769E-4	665.0	0.0	0.0	0.0	663.0	0.0	2.0	3753.0	0.0
1.546809984E-4	664.0	0.0	0.0	1.0	663.0	0.0	2.0	3752.0	0.0
1.79318513E-4	663.0	0.0	0.0	2.0	663.0	0.0	2.0	3751.0	0.0
2.923910504E-4	663.0	0.0	0.0	2.0	662.0	0.0	3.0	3750.0	0.0
4.616696725E-4	662.0	0.0	0.0	3.0	662.0	0.0	3.0	3749.0	0.0
4.731540313E-4	662.0	0.0	0.0	3.0	661.0	0.0	4.0	3748.0	0.0
6.016700058E-4	662.0	0.0	0.0	3.0	660.0	0.0	5.0	3747.0	0.0
6.59979971E-4	661.0	0.0	0.0	4.0	660.0	0.0	5.0	3746.0	0.0
7.93160344E-4	661.0	0.0	0.0	4.0	659.0	0.0	6.0	3745.0	0.0
7.97210441E-4	660.0	0.0	0.0	5.0	659.0	0.0	6.0	3744.0	0.0
8.340700547E-4	660.0	0.0	0.0	5.0	658.0	0.0	7.0	3743.0	0.0
8.875230788E-4	660.0	0.0	0.0	5.0	657.0	0.0	8.0	3742.0	0.0
9.230308433E-4	660.0	0.0	0.0	5.0	656.0	0.0	9.0	3741.0	0.0
9.657673849E-4	660.0	0.0	0.0	5.0	655.0	0.0	10.0	3740.0	0.0
0.001037667315	660.0	0.0	0.0	5.0	654.0	0.0	11.0	3739.0	0.0
0.00114381768	660.0	0.0	0.0	5.0	653.0	0.0	12.0	3738.0	0.0
0.001150173881	660.0	0.0	0.0	5.0	652.0	0.0	13.0	3737.0	0.0
0.001186545096	659.0	0.0	0.0	6.0	652.0	0.0	13.0	3736.0	0.0
0.001242699116	659.0	0.0	0.0	6.0	651.0	0.0	14.0	3735.0	0.0
0.001244219749	659.0	0.0	0.0	6.0	650.0	0.0	15.0	3734.0	0.0
0.001245330032	659.0	0.0	0.0	6.0	649.0	0.0	16.0	3733.0	0.0
0.001268219846	659.0	0.0	0.0	6.0	648.0	0.0	17.0	3732.0	0.0
0.00134526984	658.0	0.0	0.0	7.0	648.0	0.0	17.0	3731.0	0.0
0.001844731809	657.0	0.0	0.0	8.0	648.0	0.0	17.0	3730.0	0.0
0.001855549906	657.0	0.0	0.0	8.0	647.0	0.0	18.0	3729.0	0.0
0.00220018176	657.0	0.0	0.0	8.0	646.0	0.0	19.0	3728.0	0.0
0.002203570766	656.0	0.0	0.0	9.0	646.0	0.0	19.0	3727.0	0.0
0.002282135496	656.0	0.0	0.0	9.0	645.0	0.0	20.0	3726.0	0.0
0.002397519852	655.0	0.0	0.0	10.0	645.0	0.0	20.0	3725.0	0.0
0.00244432767	655.0	0.0	0.0	10.0	644.0	0.0	21.0	3724.0	0.0
0.002601812691	655.0	0.0	0.0	10.0	643.0	0.0	22.0	3723.0	0.0
0.002613380516	654.0	1.0	0.0	10.0	642.0	0.0	22.0	3723.0	0.0
0.002617874555	654.0	1.0	0.0	10.0	641.0	0.0	23.0	3722.0	0.0
0.00263343357	653.0	1.0	0.0	11.0	641.0	0.0	23.0	3721.0	0.0
0.002879925223	653.0	1.0	0.0	11.0	640.0	0.0	24.0	3720.0	0.0
0.00292530692	653.0	1.0	0.0	11.0	639.0	0.0	25.0	3719.0	0.0
0.003060550213	653.0	1.0	0.0	11.0	638.0	0.0	26.0	3718.0	0.0
0.003190466593	653.0	1.0	0.0	11.0	637.0	0.0	27.0	3717.0	0.0
0.003195696955	653.0	1.0	0.0	11.0	636.0	0.0	28.0	3716.0	0.0
0.003237986897	653.0	1.0	0.0	11.0	635.0	0.0	29.0	3715.0	0.0
0.003239318865	652.0	1.0	0.0	12.0	635.0	0.0	29.0	3714.0	0.0
0.003521305325	652.0	1.0	0.0	12.0	634.0	0.0	30.0	3713.0	0.0
0.003646054958	652.0	1.0	0.0	12.0	633.0	0.0	31.0	3712.0	0.0
0.003660458148	652.0	1.0	0.0	12.0	632.0	0.0	32.0	3711.0	0.0
0.003701526696	652.0	1.0	0.0	12.0	631.0	0.0	33.0	3710.0	0.0
0.003783663507	651.0	1.0	0.0	13.0	631.0	0.0	33.0	3709.0	0.0
0.003923837678	650.0	1.0	0.0	14.0	631.0	0.0	33.0	3708.0	0.0
0.003972470027	649.0	1.0	0.0	15.0	631.0	0.0	33.0	3707.0	0.0
0.004065516001	648.0	1.0	0.0	16.0	631.0	0.0	33.0	3706.0	0.0
0.004120879999	647.0	1.0	0.0	17.0	631.0	0.0	33.0	3705.0	0.0
0.004171976758	646.0	1.0	0.0	18.0	631.0	0.0	33.0	3704.0	0.0
0.004267746904	645.0	1.0	0.0	19.0	631.0	0.0	33.0	3703.0	0.0
0.004359639237	644.0	1.0	0.0	20.0	631.0	0.0	33.0	3702.0	0.0
0.004408224332	643.0	1.0	0.0	21.0	631.0	0.0	33.0	3701.0	0.0
0.004497715227	642.0	1.0	0.0	22.0	631.0	0.0	33.0	3700.0	0.0
0.00452536518	642.0	1.0	0.0	22.0	632.0	0.0	32.0	3701.0	0.0
0.004561247999	642.0	1.0	0.0	22.0	631.0	0.0	33.0	3700.0	0.0
0.004572054251	641.0	1.0	0.0	23.0	631.0	0.0	33.0	3699.0	0.0
0.004598466526	640.0	1.0	0.0	24.0	631.0	0.0	33.0	3698.0	0.0
