t	(Var=A_Count) A_Count	(Var=AB_Count) AB_Count	(Var=ABC_Count) ABC_Count	(Var=AC_Count) AC_Count	(Var=B_Count) B_Count	(Var=BAC_Count) BAC_Count	(Var=BC_Count) BC_Count	(Var=C_Count) C_Count	(Var=CABC_Count) CABC_Count
0.0	665.0	0.0	0.0	0.0	665.0	0.0	0.0	3755.0	0.0
9.414321528E-5	665.0	0.0	0.0	0.0	664.0	0.0	1.0	3754.0	0.0
2.168079137E-4	665.0	0.0	0.0	0.0	663.0	0.0	2.0	3753.0	0.0
2.613121003E-4	665.0	0.0	0.0	0.0	662.0	0.0	3.0	3752.0	0.0
4.367244403E-4	665.0	0.0	0.0	0.0	661.0	0.0	4.0	3751.0	0.0
4.437737876E-4	664.0	0.0	0.0	1.0	661.0	0.0	4.0	3750.0	0.0
5.011669856E-4	664.0	0.0	0.0	1.0	660.0	0.0	5.0	3749.0	0.0
5.053949346E-4	663.0	0.0	0.0	2.0	660.0	0.0	5.0	3748.0	0.0
5.978745167E-4	663.0	0.0	0.0	2.0	659.0	0.0	6.0	3747.0	0.0
7.148194967E-4	662.0	0.0	0.0	3.0	659.0	0.0	6.0	3746.0	0.0
7.54693039E-4	662.0	0.0	0.0	3.0	658.0	0.0	7.0	3745.0	0.0
7.683220848E-4	662.0	0.0	0.0	3.0	657.0	0.0	8.0	3744.0	0.0
7.916277299E-4	661.0	0.0	0.0	4.0	657.0	0.0	8.0	3743.0	0.0
8.603313486E-4	660.0	0.0	0.0	5.0	657.0	0.0	8.0	3742.0	0.0
9.243895936E-4	659.0	0.0	0.0	6.0	657.0	0.0	8.0	3741.0	0.0
9.679518491E-4	659.0	0.0	0.0	6.0	656.0	0.0	9.0	3740.0	0.0
9.683740898E-4	658.0	0.0	0.0	7.0	656.0	0.0	9.0	3739.0	0.0
0.001026172767	658.0	0.0	0.0	7.0	655.0	0.0	10.0	3738.0	0.0
0.001099258509	657.0	0.0	0.0	8.0	655.0	0.0	10.0	3737.0	0.0
0.001154631101	657.0	0.0	0.0	8.0	654.0	0.0	11.0	3736.0	0.0
0.001215992568	657.0	0.0	0.0	8.0	653.0	0.0	12.0	3735.0	0.0
0.001292654005	657.0	0.0	0.0	8.0	652.0	0.0	13.0	3734.0	0.0
0.001511277011	656.0	0.0	0.0	9.0	652.0	0.0	13.0	3733.0	0.0
0.001541313165	655.0	0.0	0.0	10.0	652.0	0.0	13.0	3732.0	0.0
0.001575928032	654.0	0.0	0.0	11.0	652.0	0.0	13.0	3731.0	0.0
0.001585726009	653.0	0.0	0.0	12.0	652.0	0.0	13.0	3730.0	0.0
0.001606371052	653.0	0.0	0.0	12.0	651.0	0.0	14.0	3729.0	0.0
0.001626254804	652.0	0.0	0.0	13.0	651.0	0.0	14.0	3728.0	0.0
0.001750621151	651.0	0.0	0.0	14.0	651.0	0.0	14.0	3727.0	0.0
0.001859734978	651.0	0.0	0.0	14.0	650.0	0.0	15.0	3726.0	0.0
0.001881618887	651.0	0.0	0.0	14.0	649.0	0.0	16.0	3725.0	0.0
0.001917241061	650.0	0.0	0.0	15.0	649.0	0.0	16.0	3724.0	0.0
0.002089890214	649.0	0.0	0.0	16.0	649.0	0.0	16.0	3723.0	0.0
0.002192978496	649.0	0.0	0.0	16.0	648.0	0.0	17.0	3722.0	0.0
0.002220196453	649.0	0.0	0.0	16.0	647.0	0.0	18.0	3721.0	0.0
0.002279944698	648.0	0.0	0.0	17.0	647.0	0.0	18.0	3720.0	0.0
0.002299152339	647.0	0.0	0.0	18.0	647.0	0.0	18.0	3719.0	0.0
0.002301683492	647.0	0.0	0.0	18.0	646.0	0.0	19.0	3718.0	0.0
0.002409148039	646.0	0.0	0.0	19.0	646.0	0.0	19.0	3717.0	0.0
0.002742376445	646.0	0.0	0.0	19.0	645.0	0.0	20.0	3716.0	0.0
0.002760336714	645.0	0.0	0.0	20.0	645.0	0.0	20.0	3715.0	0.0
0.002779832059	645.0	0.0	0.0	20.0	644.0	0.0	21.0	3714.0	0.0
0.002782192903	645.0	0.0	0.0	20.0	643.0	0.0	22.0	3713.0	0.0
0.002783307058	645.0	0.0	0.0	20.0	642.0	0.0	23.0	3712.0	0.0
0.002829995619	644.0	0.0	0.0	21.0	642.0	0.0	23.0	3711.0	0.0
0.002900015704	643.0	0.0	0.0	22.0	642.0	0.0	23.0	3710.0	0.0
0.002947018524	642.0	0.0	0.0	23.0	642.0	0.0	23.0	3709.0	0.0
0.002968687296	641.0	0.0	0.0	24.0	642.0	0.0	23.0	3708.0	0.0
0.002970884673	640.0	0.0	0.0	25.0	642.0	0.0	23.0	3707.0	0.0
0.003004312687	640.0	0.0	0.0	25.0	641.0	0.0	24.0	3706.0	0.0
0.003018422707	640.0	0.0	0.0	25.0	640.0	0.0	25.0	3705.0	0.0
0.003085123892	640.0	0.0	0.0	25.0	639.0	0.0	26.0	3704.0	0.0
0.00314093507	640.0	0.0	0.0	25.0	638.0	0.0	27.0	3703.0	0.0
0.003290787285	639.0	0.0	0.0	26.0	638.0	0.0	27.0	3702.0	0.0
0.003411709451	638.0	0.0	0.0	27.0	638.0	0.0	27.0	3701.0	0.0
0.003524941224	637.0	0.0	0.0	28.0	638.0	0.0	27.0	3700.0	0.0
0.003534362968	636.0	0.0	0.0	29.0	638.0	0.0	27.0	3699.0	0.0
0.003787953673	635.0	0.0	0.0	30.0	638.0	0.0	27.0	3698.0	0.0
0.003859124889	634.0	0.0	0.0	31.0	638.0	0.0	27.0	3697.0	0.0
0.003893821689	634.0	0.0	0.0	31.0	637.0	0.0	28.0	3696.0	0.0
0.004002621821	634.0	0.0	0.0	31.0	636.0	0.0	29.0	3695.0	0.0
0.004012918149	633.0	0.0	0.0	32.0	636.0	0.0	29.0	3694.0	0.0
0.004113256581	633.0	0.0	0.0	32.0	635.0	0.0	30.0	3693.0	0.0
0.00412890309	632.0	0.0	0.0	33.0	635.0	0.0	30.0	3692.0	0.0
0.004154530289	632.0	0.0	0.0	33.0	634.0	0.0	31.0	3691.0	0.0
0.004177898316	631.0	0.0	0.0	34.0	634.0	0.0	31.0	3690.0	0.0
0.004222423755	631.0	0.0	0.0	33.0	634.0	0.0	30.0	3690.0	1.0
0.004344222501	631.0	0.0	0.0	33.0	633.0	0.0	31.0	3689.0	1.0
0.004348943517	630.0	0.0	0.0	34.0	633.0	0.0	31.0	3688.0	1.0
0.004392089867	630.0	0.0	0.0	34.0	632.0	0.0	32.0	3687.0	1.0
0.00445174256	630.0	0.0	0.0	34.0	631.0	0.0	33.0	3686.0	1.0
0.004501961034	629.0	0.0	0.0	35.0	631.0	0.0	33.0	3685.0	1.0
0.004509471195	628.0	0.0	0.0	36.0	631.0	0.0	33.0	3684.0	1.0
0.004557296881	628.0	0.0	0.0	36.0	630.0	0.0	34.0	3683.0	1.0
0.004573280674	627.0	0.0	0.0	37.0	630.0	0.0	34.0	3682.0	1.0
0.004665510419	627.0	0.0	0.0	37.0	629.0	0.0	35.0	3681.0	1.0
0.004842468112	626.0	0.0	0.0	38.0	629.0	0.0	35.0	3680.0	1.0
0.00486686181	626.0	0.0	0.0	38.0	628.0	0.0	36.0	3679.0	1.0
0.005086989356	625.0	0.0	0.0	39.0	628.0	0.0	36.0	3678.0	1.0
0.005299248165	624.0	0.0	0.0	40.0	628.0	0.0	36.0	3677.0	1.0
0.005480609673	623.0	0.0	0.0	41.0	628.0	0.0	36.0	3676.0	1.0
0.005493540569	622.0	0.0	0.0	42.0	628.0	0.0	36.0	3675.0	1.0
