t	(Var=A_Count) A_Count	(Var=AB_Count) AB_Count	(Var=ABC_Count) ABC_Count	(Var=AC_Count) AC_Count	(Var=B_Count) B_Count	(Var=BAC_Count) BAC_Count	(Var=BC_Count) BC_Count	(Var=C_Count) C_Count	(Var=CABC_Count) CABC_Count
0.0	665.0	0.0	0.0	0.0	665.0	0.0	0.0	3755.0	0.0
8.261433801E-5	664.0	0.0	0.0	1.0	665.0	0.0	0.0	3754.0	0.0
8.923687309E-5	663.0	0.0	0.0	2.0	665.0	0.0	0.0	3753.0	0.0
1.503701681E-4	663.0	0.0	0.0	2.0	664.0	0.0	1.0	3752.0	0.0
1.64123409E-4	662.0	0.0	0.0	3.0	664.0	0.0	1.0	3751.0	0.0
2.617025902E-4	662.0	0.0	0.0	3.0	663.0	0.0	2.0	3750.0	0.0
3.475844794E-4	661.0	0.0	0.0	4.0	663.0	0.0	2.0	3749.0	0.0
4.542359293E-4	661.0	0.0	0.0	4.0	662.0	0.0	3.0	3748.0	0.0
4.714644446E-4	661.0	0.0	0.0	4.0	661.0	0.0	4.0	3747.0	0.0
5.101136698E-4	661.0	0.0	0.0	4.0	660.0	0.0	5.0	3746.0	0.0
5.562187492E-4	660.0	0.0	0.0	5.0	660.0	0.0	5.0	3745.0	0.0
5.812629836E-4	659.0	0.0	0.0	6.0	660.0	0.0	5.0	3744.0	0.0
7.845892472E-4	658.0	0.0	0.0	7.0	660.0	0.0	5.0	3743.0	0.0
8.215848099E-4	658.0	0.0	0.0	7.0	659.0	0.0	6.0	3742.0	0.0
8.455767802E-4	657.0	0.0	0.0	8.0	659.0	0.0	6.0	3741.0	0.0
9.277849919E-4	656.0	0.0	0.0	9.0	659.0	0.0	6.0	3740.0	0.0
9.393398308E-4	656.0	0.0	0.0	9.0	658.0	0.0	7.0	3739.0	0.0
0.001094764019	655.0	0.0	0.0	10.0	658.0	0.0	7.0	3738.0	0.0
0.001103734319	654.0	0.0	0.0	11.0	658.0	0.0	7.0	3737.0	0.0
0.001183724748	653.0	0.0	0.0	12.0	658.0	0.0	7.0	3736.0	0.0
0.001245716121	653.0	0.0	0.0	12.0	657.0	0.0	8.0	3735.0	0.0
0.001307535993	653.0	0.0	0.0	12.0	656.0	0.0	9.0	3734.0	0.0
0.00144081357	653.0	0.0	0.0	12.0	655.0	0.0	10.0	3733.0	0.0
0.001500864619	653.0	0.0	0.0	12.0	654.0	0.0	11.0	3732.0	0.0
0.001535717737	653.0	0.0	0.0	12.0	653.0	0.0	12.0	3731.0	0.0
0.001547809195	652.0	0.0	0.0	13.0	653.0	0.0	12.0	3730.0	0.0
0.001614529208	651.0	0.0	0.0	14.0	653.0	0.0	12.0	3729.0	0.0
0.001672998974	651.0	0.0	0.0	14.0	652.0	0.0	13.0	3728.0	0.0
0.001691823273	651.0	0.0	0.0	13.0	651.0	1.0	13.0	3728.0	0.0
0.001692137642	651.0	0.0	0.0	13.0	651.0	0.0	13.0	3727.0	1.0
0.00183720158	651.0	0.0	0.0	13.0	650.0	0.0	14.0	3726.0	1.0
0.001877493422	650.0	0.0	0.0	14.0	650.0	0.0	14.0	3725.0	1.0
0.002003556708	649.0	0.0	0.0	15.0	650.0	0.0	14.0	3724.0	1.0
0.002013607439	649.0	0.0	0.0	15.0	649.0	0.0	15.0	3723.0	1.0
0.002022174943	648.0	0.0	0.0	16.0	649.0	0.0	15.0	3722.0	1.0
0.002036322627	648.0	0.0	0.0	16.0	648.0	0.0	16.0	3721.0	1.0
0.002047241878	647.0	0.0	0.0	17.0	648.0	0.0	16.0	3720.0	1.0
0.002320301073	647.0	0.0	0.0	17.0	647.0	0.0	17.0	3719.0	1.0
0.002387844089	646.0	0.0	0.0	18.0	647.0	0.0	17.0	3718.0	1.0
0.002748497358	646.0	0.0	0.0	18.0	646.0	0.0	18.0	3717.0	1.0
0.002773487482	646.0	0.0	0.0	18.0	645.0	0.0	19.0	3716.0	1.0
0.003042394417	646.0	0.0	0.0	18.0	644.0	0.0	20.0	3715.0	1.0
0.003067093152	646.0	0.0	0.0	18.0	643.0	0.0	21.0	3714.0	1.0
0.003074150158	645.0	0.0	0.0	19.0	643.0	0.0	21.0	3713.0	1.0
