0	602
1e-06	600
2e-06	597.958
3e-06	596
4e-06	594.083
5e-06	592.417
6e-06	590.708
7e-06	589.208
8e-06	587.333
9e-06	585.958
1e-05	584.375
1.1e-05	582.917
1.2e-05	581.167
1.3e-05	579.625
1.4e-05	578.167
1.5e-05	576.875
1.6e-05	575.458
1.7e-05	573.792
1.8e-05	572.167
1.9e-05	570.625
2e-05	569.333
2.1e-05	568.208
2.2e-05	566.958
2.3e-05	565.667
2.4e-05	564.708
2.5e-05	563
2.6e-05	561.875
2.7e-05	560.5
2.8e-05	559.542
2.9e-05	558.5
3e-05	557.5
3.1e-05	556.042
3.2e-05	554.917
3.3e-05	554.083
3.4e-05	552.917
3.5e-05	551.792
3.6e-05	550.5
3.7e-05	549.083
3.8e-05	547.667
3.9e-05	546.583
4e-05	545.667
4.1e-05	544.708
4.2e-05	542.917
4.3e-05	542
4.4e-05	540.917
4.5e-05	540.167
4.6e-05	539.083
4.7e-05	537.958
4.8e-05	536.875
4.9e-05	536.125
5e-05	535.125
5.1e-05	534.292
5.2e-05	533.417
5.3e-05	532.458
5.4e-05	531.625
5.5e-05	530.625
5.6e-05	529.542
5.7e-05	528.542
5.8e-05	527.833
5.9e-05	527.208
6e-05	526.292
6.1e-05	525.333
6.2e-05	524.5
6.3e-05	523.333
6.4e-05	522.542
6.5e-05	521.958
6.6e-05	520.833
6.7e-05	520.042
6.8e-05	518.917
6.9e-05	518.292
7e-05	517.625
7.1e-05	517.042
7.2e-05	515.875
7.3e-05	514.958
7.4e-05	513.5
7.5e-05	512.458
7.6e-05	511.542
7.7e-05	510.5
7.8e-05	509.542
7.9e-05	509.042
8e-05	508.208
8.1e-05	507.208
8.2e-05	506.542
8.3e-05	505.375
8.4e-05	504.292
8.5e-05	503.375
8.6e-05	502.125
8.7e-05	501.458
8.8e-05	500.542
8.9e-05	499.458
9e-05	498.792
9.1e-05	498.25
9.2e-05	497.542
9.3e-05	496.75
9.4e-05	495.75
9.5e-05	494.833
9.6e-05	494.208
9.7e-05	493.375
9.8e-05	492.917
9.9e-05	492.208
0.0001	491.5
0.000101	491.083
0.000102	490.25
0.000103	489.458
0.000104	488.708
0.000105	487.917
0.000106	487
0.000107	486.417
0.000108	485.875
0.000109	485.333
0.00011	484.833
0.000111	484.042
0.000112	483.5
0.000113	482.542
0.000114	482
0.000115	481.667
0.000116	481.042
0.000117	480.208
0.000118	479.583
0.000119	479.083
0.00012	478.375
0.000121	477.625
0.000122	476.875
0.000123	476.125
0.000124	475.375
0.000125	474.917
0.000126	474.375
0.000127	473.542
0.000128	472.792
0.000129	472.25
0.00013	471.542
0.000131	471.208
0.000132	470.542
0.000133	470.125
0.000134	469.5
0.000135	468.375
0.000136	467.833
0.000137	467.333
0.000138	466.708
0.000139	466.167
0.00014	465.417
0.000141	465.083
0.000142	464.458
0.000143	463.625
0.000144	462.958
0.000145	462.417
0.000146	461.958
0.000147	461.375
0.000148	460.583
0.000149	459.917
0.00015	459.25
0.000151	458.458
0.000152	457.792
0.000153	457.167
0.000154	456.375
0.000155	455.375
0.000156	454.75
0.000157	454.333
0.000158	453.625
0.000159	453.208
0.00016	452.542
0.000161	452.042
0.000162	451.5
0.000163	450.958
0.000164	450.167
0.000165	449.667
0.000166	449.167
0.000167	448.5
0.000168	447.875
0.000169	447.292
0.00017	446.667
