"Model: 'ARClock_withLocalization::PDE R1um, Gene in R<0.1, D=0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simulation: 'Simulation1' (),,,,,,DA,2,,D_PRM,0,,,,,,,,,,,,,,,,,,,,,,
(SimID_1370467900_0_ (PDE Simulation)),,,,,,DR,50,,,,,,,,,,,,,,,,,,,,,,,,,
Sim time range (0.0 200.0) (saved timepoints 201),,,,,,DC,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
Number of variables (46),,,,,,D_RNA,5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable ('A') times (0.0 200.0) (roi=('vl2') coord=(X=-1.0 Y=0.0 Z=0.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Times (s) down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distances (um) along diameter d=2um ->,,0,0.05,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.95,1.95,2,,MAX,MIN,AVG,,RATIO
,135,0,0,0.040863132,0.040860606,0.040855554,0.040845374,0.040830112,0.040810164,0.040786516,0.040761063,0.040737087,0.040720082,0.040718734,0.040736775,0.040765266,0.040797436,0.040828983,0.040857277,0.040880799,0.040898755,0.040910804,0.040916843,0.040919862,0,0,,0.040919862,0.040718734,0.040823868,,1.004939458
,136,0,0,0.020755393,0.020753116,0.020748561,0.020739429,0.02072587,0.020708412,0.020688148,0.020666968,0.020647851,0.020635321,0.020635554,0.020651026,0.020675695,0.020704205,0.020732792,0.020758932,0.020781015,0.020798087,0.020809651,0.020815483,0.020818398,0,0,,0.020818398,0.020635321,0.020726186,,1.008872037
,137,0,0,0.001704658,0.001704122,0.001703051,0.001700926,0.001697838,0.001694013,0.001689847,0.001685957,0.001683217,0.001682694,0.001684024,0.001686736,0.001691963,0.001698698,0.001705924,0.001712853,0.001718917,0.00172373,0.001727055,0.001728751,0.0017296,0,0,,0.0017296,0.001682694,0.001702599,,1.027875494
,138,0,0,7.84E-04,7.84E-04,7.84E-04,7.83E-04,7.82E-04,7.81E-04,7.79E-04,7.79E-04,7.79E-04,7.80E-04,7.81E-04,7.81E-04,7.81E-04,7.83E-04,7.85E-04,7.88E-04,7.90E-04,7.92E-04,7.93E-04,7.94E-04,7.94E-04,0,0,,0.000794016,0.000778585,0.000784607,,1.019818208
,139,0,0,8.80E-04,8.80E-04,8.79E-04,8.78E-04,8.77E-04,8.75E-04,8.74E-04,8.73E-04,8.72E-04,8.74E-04,8.75E-04,8.74E-04,8.75E-04,8.77E-04,8.80E-04,8.83E-04,8.85E-04,8.87E-04,8.89E-04,8.89E-04,8.90E-04,0,0,,0.000889851,0.000872411,0.000879374,,1.019990041
,140,0,0,0.001277842,0.001277445,0.001276651,0.001275082,0.001272814,0.001270033,0.001267068,0.001264442,0.001262922,0.001263396,0.001264524,0.00126533,0.001268244,0.001272566,0.001277444,0.001282223,0.001286446,0.001289814,0.001292142,0.001293331,0.001293926,0,0,,0.001293926,0.001262922,0.00127589,,1.024548928
,141,0,0,0.002273263,0.002272466,0.002270871,0.002267696,0.002263061,0.002257263,0.002250848,0.002244682,0.002240031,0.002238507,0.002240065,0.002244288,0.00225219,0.002262175,0.00227275,0.002282796,0.002291525,0.002298418,0.00230316,0.002305575,0.002306782,0,0,,0.002306782,0.002238507,0.002268496,,1.030500253
,142,0,0,0.008026916,0.008024478,0.008019602,0.008009846,0.007995473,0.007977236,0.007956562,0.007935735,0.007918107,0.007908373,0.007912007,0.007930979,0.007960227,0.007994309,0.008029022,0.008061296,0.008088988,0.008110691,0.008125556,0.008133108,0.008136885,0,0,,0.008136885,0.007908373,0.008012162,,1.028894898
,143,0,0,0.300194297,0.300191798,0.300186798,0.300176544,0.300160664,0.300138835,0.300110983,0.300077689,0.300041267,0.300009079,0.300002241,0.300031718,0.300072047,0.300111925,0.3001472,0.300176499,0.300199524,0.300216408,0.300227434,0.300232873,0.300235592,0,0,,0.300235592,0.300002241,0.300140067,,1.000777831
,144,0,0,0.481528811,0.481526393,0.481521559,0.481511624,0.481496178,0.481474801,0.481447224,0.481413627,0.481375716,0.481340572,0.4813326,0.481364926,0.481407075,0.481447395,0.481482333,0.481510994,0.48153334,0.481549654,0.481560275,0.481565504,0.481568119,0,0,,0.481568119,0.4813326,0.481474225,,1.000489305
,145,0,0,0.495539633,0.495537223,0.495532402,0.495522489,0.495507075,0.495485741,0.495458195,0.495424611,0.495386649,0.495351367,0.49534334,0.495375802,0.495418015,0.495458324,0.495493219,0.49552182,0.49554412,0.495560389,0.495570984,0.4955762,0.495578807,0,0,,0.495578807,0.49534334,0.495485067,,1.000475361
,146,0,0,0.451050011,0.451047591,0.451042751,0.451032806,0.451017348,0.450995976,0.450968436,0.450934974,0.450897368,0.450862761,0.450854983,0.450886769,0.450928543,0.450968694,0.451003583,0.451032239,0.451054604,0.451070939,0.451081581,0.451086819,0.451089438,0,0,,0.451089438,0.450854983,0.450995629,,1.000520024
,147,0,0,0.390641452,0.390639017,0.390634147,0.390624141,0.390608611,0.390587178,0.390559648,0.390526374,0.390489338,0.390455771,0.390448375,0.390479143,0.390520228,0.390560121,0.390594993,0.390623741,0.390646237,0.390662677,0.390673395,0.390678677,0.390681319,0,0,,0.390681319,0.390448375,0.390587361,,1.000596606
,148,0,0,0.330343432,0.330340978,0.33033607,0.330325995,0.330310377,0.330288878,0.330261377,0.330228367,0.330192048,0.330159722,0.330152779,0.330182364,0.3302226,0.330262151,0.330296989,0.330325841,0.330348482,0.330365057,0.330375877,0.33038121,0.330383876,0,0,,0.330383876,0.330152779,0.330289737,,1.000699969
,149,0,0,0.275748567,0.275746092,0.275741143,0.275730994,0.275715295,0.27569373,0.27566628,0.275633616,0.275598143,0.275567186,0.275560735,0.275589055,0.275628312,0.275667437,0.275702209,0.275731177,0.275753963,0.275770697,0.275781635,0.275787017,0.275789707,0,0,,0.275789707,0.275560735,0.27569538,,1.000830933
,150,0,0,0.228340327,0.228337829,0.228332834,0.228322609,0.228306822,0.228285225,0.228257893,0.228225648,0.228191119,0.228161615,0.228155692,0.22818271,0.228220907,0.228259523,0.228294175,0.228323217,0.228346172,0.228363067,0.228374121,0.228379582,0.228382312,0,0,,0.228382312,0.228155692,0.228287781,,1.000993266
,151,0,0,0.188003036,0.188000518,0.18799548,0.187985181,0.18796932,0.187947715,0.187920548,0.187888815,0.187855338,0.187827343,0.187821961,0.187847679,0.187884733,0.187922755,0.187957234,0.187986337,0.18800945,0.188026515,0.188037704,0.188043236,0.188046002,0,0,,0.188046002,0.187821961,0.187951281,,1.001192835
,152,0,0,0.15403301,0.154030473,0.154025397,0.154015032,0.153999115,0.15397754,0.153950606,0.153919479,0.153887145,0.153860695,0.153855866,0.153880307,0.153916163,0.153953513,0.153987757,0.154016889,0.154040148,0.154057382,0.154068711,0.154074319,0.154077123,0,0,,0.154077123,0.153855866,0.153982222,,1.001438083
,153,0,0,0.125547198,0.125544643,0.125539532,0.125529116,0.125513176,0.125491681,0.125465057,0.125434632,0.125403528,0.125378646,0.125374377,0.125397578,0.125432195,0.125468799,0.125502746,0.125531866,0.125555254,0.125572656,0.125584126,0.125589812,0.125592655,0,0,,0.125592655,0.125374377,0.125497584,,1.001741014
,154,0,0,0.101642568,0.10164,0.101634864,0.101624418,0.101608491,0.101587139,0.101560913,0.101531293,0.101501501,0.101478208,0.101474508,0.101496518,0.10152987,0.101565661,0.101599243,0.101628306,0.1016518,0.10166936,0.101680971,0.101686737,0.10168962,0,0,,0.10168962,0.101474508,0.10159438,,1.002119862
,155,0,0,0.081432891,0.081430317,0.081425167,0.081414719,0.081398855,0.081377721,0.081351994,0.081323292,0.081294905,0.081273231,0.081270118,0.081290987,0.081323054,0.081357965,0.081391115,0.08142007,0.081443641,0.08146135,0.081473099,0.081478947,0.081481871,0,0,,0.081481871,0.081270118,0.081386443,,1.002605554
,156,0,0,0.063987028,0.063984457,0.063979314,0.063968906,0.063953175,0.063932362,0.063907268,0.063879637,0.063852787,0.063832805,0.063830318,0.063850083,0.063880826,0.063914779,0.063947414,0.063976201,0.063999815,0.064017657,0.064029542,0.064035472,0.064038437,0,0,,0.064038437,0.063830318,0.063942775,,1.0032605
,157,0,0,0.04807276,0.04807021,0.048065111,0.048054819,0.048039347,0.048019038,0.047994818,0.047968542,0.047943517,0.047925452,0.047923694,0.047942321,0.047971607,0.048004433,0.048036405,0.048064917,0.04808851,0.048106455,0.048118466,0.048124475,0.04812748,0,0,,0.04812748,0.047923694,0.048031542,,1.004252295
,158,0,0,0.030952062,0.030949604,0.03094469,0.03093481,0.030920063,0.030900917,0.030878432,0.030854538,0.030832436,0.030817238,0.030816575,0.030833635,0.030860721,0.030891638,0.030922269,0.030949986,0.030973196,0.030991016,0.031003024,0.031009058,0.031012076,0,0,,0.031012076,0.030816575,0.030916571,,1.00634401
,159,0,0,0.005818364,0.005817045,0.005814407,0.005809143,0.005801411,0.00579163,0.005780583,0.005769513,0.005760236,0.005755233,0.005756791,0.005765611,0.005779894,0.005796874,0.00581433,0.005830634,0.005844652,0.005855645,0.005863173,0.005866995,0.005868906,0,0,,0.005868906,0.005755233,0.00580767,,1.019751314
,160,0,0,9.07E-04,9.06E-04,9.06E-04,9.05E-04,9.03E-04,9.02E-04,9.00E-04,8.99E-04,8.98E-04,8.99E-04,9.01E-04,9.01E-04,9.02E-04,9.05E-04,9.08E-04,9.11E-04,9.14E-04,9.16E-04,9.18E-04,9.19E-04,9.19E-04,0,0,,0.000918997,0.000898337,0.000906562,,1.02299818
,161,0,0,7.98E-04,7.98E-04,7.97E-04,7.96E-04,7.95E-04,7.94E-04,7.93E-04,7.92E-04,7.92E-04,7.93E-04,7.94E-04,7.94E-04,7.94E-04,7.96E-04,7.98E-04,8.01E-04,8.03E-04,8.05E-04,8.06E-04,8.07E-04,8.07E-04,0,0,,0.00080698,0.000791901,0.00079782,,1.019041589
,162,0,0,0.001057321,0.001057015,0.001056403,0.001055197,0.001053468,0.001051375,0.001049199,0.001047389,0.0010466,0.001047553,0.001048617,0.001048689,0.001050515,0.0010536,0.001057236,0.00106087,0.001064116,0.00106672,0.001068528,0.001069452,0.001069914,0,0,,0.001069914,0.0010466,0.00105618,,1.022276176
,163,0,0,0.001700425,0.001699855,0.001698714,0.001696449,0.001693155,0.001689065,0.001684602,0.001680434,0.001677544,0.001677132,0.001678421,0.00168068,0.001685722,0.00169246,0.001699769,0.001706793,0.001712936,0.001717804,0.001721159,0.001722869,0.001723724,0,0,,0.001723724,0.001677132,0.001697129,,1.027780534
,164,0,0,0.003756238,0.003754915,0.003752269,0.003746989,0.003739245,0.003729489,0.003718559,0.003707782,0.003699093,0.003695071,0.003697375,0.003706318,0.003721051,0.003738775,0.003757135,0.003774378,0.003789267,0.003800985,0.003809032,0.003813126,0.003815174,0,0,,0.003815174,0.003695071,0.003748679,,1.03250341
,165,0,0,0.118093162,0.118090061,0.118083859,0.118071233,0.11805195,0.118026016,0.117993981,0.117957432,0.117919948,0.117889379,0.117884079,0.117913072,0.117955145,0.117999381,0.11804044,0.118075757,0.118104209,0.118125434,0.118139452,0.11814641,0.11814989,0,0,,0.11814989,0.117884079,0.118033823,,1.002254847
,166,0,0,0.431639628,0.431637194,0.431632327,0.431622335,0.431606804,0.431585345,0.431557716,0.431524182,0.43148661,0.431452139,0.431444452,0.431476092,0.431517826,0.431558039,0.431593032,0.431621833,0.431644311,0.431660755,0.431671433,0.431676693,0.431679322,0,0,,0.431679322,0.431444452,0.431585146,,1.000544381
,167,0,0,0.500769584,0.500767172,0.500762347,0.50075243,0.500737015,0.500715679,0.500688128,0.500654529,0.500616521,0.500581143,0.500573083,0.500605633,0.500647907,0.500688248,0.500723158,0.500751767,0.500774063,0.500790319,0.500800909,0.500806126,0.500808734,0,0,,0.500808734,0.500573083,0.500714976,,1.000470762
,168,0,0,0.474573292,0.474570875,0.47456604,0.474556115,0.474540685,0.474519332,0.474491792,0.474458267,0.474420467,0.474385501,0.474377596,0.474409736,0.474451738,0.474491978,0.474526864,0.474555493,0.474577821,0.474594115,0.474604728,0.47460996,0.474612575,0,0,,0.474612575,0.474377596,0.474518808,,1.000495342
,169,0,0,0.418275249,0.41827282,0.418267962,0.418257985,0.418242491,0.418221089,0.418193552,0.418160182,0.418122871,0.418088811,0.418081236,0.41811249,0.418153904,0.418193922,0.418228802,0.418257509,0.418279938,0.418296331,0.418307009,0.418312267,0.418314896,0,0,,0.418314896,0.418081236,0.418221015,,1.000558889
,170,0,0,0.356828895,0.35682645,0.35682156,0.356811518,0.356795943,0.356774473,0.356746952,0.356713816,0.356677159,0.356644261,0.356637109,0.356667238,0.356707869,0.356747585,0.356782445,0.356811253,0.356833818,0.35685033,0.356861104,0.356866414,0.356869069,0,0,,0.356869069,0.356637109,0.356775012,,1.000650409
,171,0,0,0.299337278,0.299334813,0.299329882,0.299319767,0.299304102,0.299282568,0.299255095,0.299222267,0.299186396,0.299154817,0.299148144,0.299177038,0.299216749,0.299256077,0.299290883,0.299319795,0.299342512,0.299359171,0.29937005,0.299375416,0.299378099,0,0,,0.299378099,0.299148144,0.299283853,,1.0007687
,172,0,0,0.248664141,0.248661654,0.248656681,0.248646488,0.248630737,0.248609155,0.248581768,0.248549323,0.248514356,0.248484194,0.248478034,0.248505636,0.248544322,0.248583176,0.248617885,0.248646892,0.248669773,0.248686593,0.248697594,0.248703024,0.248705739,0,0,,0.248705739,0.248478034,0.248611294,,1.0009164
,173,0,0,0.205226644,0.205224135,0.205219118,0.205208851,0.205193019,0.205171414,0.205144165,0.205112193,0.205078234,0.205049557,0.205043931,0.205070231,0.205107804,0.205146102,0.205180665,0.205209745,0.205232788,0.205249775,0.205260905,0.205266404,0.205269154,0,0,,0.205269154,0.205043931,0.205174516,,1.001098411
,174,0,0,0.1685099,0.168507371,0.168502312,0.168491974,0.16847608,0.168454485,0.168427438,0.168396029,0.168363173,0.168336027,0.16833095,0.168355959,0.168392357,0.168430018,0.168464375,0.168493498,0.168516693,0.168533851,0.168545117,0.168550691,0.168553478,0,0,,0.168553478,0.16833095,0.168458656,,1.001321968
,175,0,0,0.137680988,0.13767844,0.137673343,0.137662948,0.137647014,0.137625477,0.137598705,0.137567953,0.137536287,0.137510701,0.137506179,0.13752993,0.137565106,0.137602052,0.137636141,0.137665272,0.137688604,0.137705932,0.137717339,0.137722989,0.137725815,0,0,,0.137725815,0.137506179,0.13763082,,1.001597275
,176,0,0,0.111836307,0.111833744,0.111828618,0.111818183,0.111802245,0.11178082,0.111754403,0.11172441,0.11169402,0.111670013,0.111666057,0.111688593,0.111722514,0.111758678,0.111792431,0.111821525,0.111844976,0.111862467,0.111874014,0.111879746,0.111882611,0,0,,0.111882611,0.111666057,0.111787446,,1.001939305
,177,0,0,0.090082304,0.090079732,0.090074587,0.090064135,0.090048236,0.090026994,0.090001029,0.089971901,0.089942871,0.089920467,0.089917088,0.089938463,0.089971108,0.090006421,0.090039774,0.090068784,0.090092324,0.090109969,0.090121656,0.090127467,0.090130373,0,0,,0.090130373,0.089917088,0.090035033,,1.002372012
,178,0,0,0.071522939,0.071520364,0.071515216,0.071504784,0.071488985,0.071468011,0.071442612,0.071414479,0.07138692,0.071366166,0.071363392,0.071383647,0.07141499,0.071449387,0.071482263,0.071511133,0.071534736,0.07155252,0.071564344,0.071570239,0.071573187,0,0,,0.071573187,0.071363392,0.071477634,,1.002939811
,179,0,0,0.055119711,0.055117149,0.055112023,0.055101665,0.055086054,0.055065485,0.055040829,0.055013893,0.054987994,0.054969023,0.054966918,0.054986068,0.055016037,0.055049402,0.055081701,0.055110357,0.055133972,0.055151878,0.055163835,0.055169809,0.055172796,0,0,,0.055172796,0.054966918,0.055076981,,1.0037455
,180,0,0,0.039110743,0.039108225,0.039103189,0.039093046,0.039077852,0.039058013,0.039034531,0.03900931,0.038985622,0.038968901,0.038967662,0.038985549,0.039013825,0.039045812,0.039077233,0.039105456,0.039128948,0.039146898,0.039158951,0.039164994,0.039168016,0,0,,0.039168016,0.038967662,0.039072037,,1.005141549
,181,0,0,0.017915184,0.017912997,0.017908623,0.017899861,0.017886874,0.017870194,0.017850909,0.017830861,0.017812924,0.017801384,0.017801901,0.0178167,0.017840322,0.017867727,0.017895306,0.017920607,0.017942039,0.017958645,0.017969912,0.017975599,0.017978443,0,0,,0.017978443,0.017801384,0.017888429,,1.00994634
,182,0,0,0.001422535,0.001422089,0.001421198,0.001419431,0.001416874,0.001413726,0.001410338,0.001407255,0.00140525,0.001405232,0.001406488,0.001408384,0.001412464,0.001417922,0.001423875,0.001429633,0.001434698,0.001438731,0.001441522,0.001442948,0.001443661,0,0,,0.001443661,0.001405232,0.001421155,,1.027347463
,183,0,0,7.77E-04,7.77E-04,7.77E-04,7.76E-04,7.75E-04,7.74E-04,7.72E-04,7.72E-04,7.72E-04,7.73E-04,7.74E-04,7.74E-04,7.74E-04,7.76E-04,7.78E-04,7.81E-04,7.83E-04,7.84E-04,7.86E-04,7.86E-04,7.87E-04,0,0,,0.000786627,0.000771596,0.000777474,,1.019480324
,184,0,0,9.07E-04,9.06E-04,9.06E-04,9.05E-04,9.04E-04,9.02E-04,9.00E-04,8.99E-04,8.99E-04,9.00E-04,9.01E-04,9.01E-04,9.02E-04,9.04E-04,9.07E-04,9.10E-04,9.12E-04,9.14E-04,9.16E-04,9.17E-04,9.17E-04,0,0,,0.00091709,0.000898794,0.000906141,,1.020356449
,185,0,0,0.001342415,0.001341991,0.001341144,0.001339467,0.001337042,0.00133406,0.001330863,0.001327999,0.001326267,0.001326602,0.001327752,0.001328778,0.001332014,0.001336704,0.001341951,0.001347071,0.001351585,0.00135518,0.001357664,0.001358931,0.001359565,0,0,,0.001359565,0.001326267,0.00134024,,1.025106636
,186,0,0,0.002460181,0.002459312,0.002457574,0.002454115,0.002449058,0.002442723,0.002435697,0.002428906,0.002423706,0.002421839,0.002423491,0.002428343,0.002437158,0.002448178,0.002459796,0.002470805,0.00248036,0.002487899,0.002493084,0.002495724,0.002497043,0,0,,0.002497043,0.002421839,0.002455,,1.031052404
,187,0,0,0.011033489,0.011030493,0.011024501,0.011012503,0.010994791,0.010972242,0.010946542,0.010920413,0.010897893,0.010884753,0.010888596,0.010912343,0.010948546,0.010990391,0.011032772,0.011072016,0.011105583,0.011131829,0.011149775,0.011158883,0.011163437,0,0,,0.011163437,0.010884753,0.011012942,,1.025603189
,188,0,0,0.332692726,0.332690249,0.332685296,0.332675128,0.332659365,0.332637659,0.332609887,0.33257654,0.332539802,0.332506993,0.332499916,0.332529975,0.332570686,0.332610645,0.332645823,0.332674952,0.3326978,0.332714535,0.332725455,0.332730837,0.332733528,0,0,,0.332733528,0.332499916,0.332638467,,1.000702595
,189,0,0,0.48810059,0.488098174,0.488093344,0.488083412,0.488067978,0.488046615,0.488019041,0.487985442,0.48794749,0.48791226,0.487904259,0.487936666,0.487978863,0.488019195,0.488054126,0.488082768,0.4881051,0.488121396,0.488132009,0.488137235,0.488139849,0,0,,0.488139849,0.487904259,0.488045991,,1.00048286
,190,0,0,0.49254941,0.492546997,0.492542171,0.492532258,0.492516839,0.492495504,0.492467959,0.492434388,0.49239645,0.492361213,0.492353207,0.492385625,0.492427807,0.492468105,0.492502996,0.492531601,0.492553898,0.492570171,0.492580767,0.492585986,0.492588596,0,0,,0.492588596,0.492353207,0.492494855,,1.00047809
,191,0,0,0.445072794,0.445070371,0.445065526,0.445055575,0.445040107,0.445018733,0.44499119,0.444957746,0.444920192,0.444885685,0.444877945,0.444909638,0.444951346,0.444991474,0.445026356,0.445055023,0.445077396,0.445093739,0.445104384,0.445109628,0.44511225,0,0,,0.44511225,0.444877945,0.445018433,,1.000526673
,192,0,0,0.384188408,0.384185972,0.384181099,0.384171088,0.384155551,0.38413411,0.38410658,0.384073331,0.384036366,0.384002922,0.383995571,0.384026223,0.384067225,0.384107086,0.384141959,0.384170719,0.384193222,0.384209678,0.384220406,0.384225692,0.384228335,0,0,,0.384228335,0.383995571,0.384134359,,1.000606163
,193,0,0,0.324327767,0.32432531,0.324320396,0.324310306,0.324294685,0.324273181,0.324245673,0.324212699,0.324176467,0.324144281,0.324137397,0.324166849,0.324206984,0.324246495,0.324281331,0.324310198,0.324332848,0.324349436,0.324360253,0.324365599,0.324368272,0,0,,0.324368272,0.324137397,0.324274116,,1.000712276
,194,0,0,0.27045458,0.270452103,0.270447149,0.270436993,0.270421279,0.270399717,0.270372285,0.270339657,0.270304273,0.270273465,0.270267073,0.270295256,0.270334411,0.270373487,0.270408247,0.270437213,0.270460023,0.27047677,0.270487715,0.270493115,0.270495815,0,0,,0.270495815,0.270267073,0.270401458,,1.000846357
,195,0,0,0.223805748,0.223803249,0.223798252,0.223788017,0.22377222,0.223750621,0.223723304,0.223691108,0.223656686,0.223627338,0.223621471,0.223648354,0.223686434,0.223724991,0.223759626,0.223788676,0.223811647,0.223828559,0.22383963,0.223845098,0.223847832,0,0,,0.223847832,0.223621471,0.223753279,,1.001012248
,196,0,0,0.184171626,0.184169106,0.184164066,0.18415376,0.184137891,0.184116286,0.184089141,0.184057467,0.184024104,0.183996268,0.183990944,0.184016528,0.184053459,0.184091415,0.184125873,0.184154982,0.18417811,0.184195192,0.184206396,0.184211935,0.184214705,0,0,,0.184214705,0.183990944,0.184119965,,1.001216154
,197,0,0,0.15081662,0.15081408,0.150809,0.150798629,0.150782709,0.15076114,0.150734235,0.150703177,0.150670968,0.15064468,0.150639909,0.150664218,0.150699945,0.15073722,0.150771437,0.150800569,0.150823843,0.150841095,0.150852439,0.150858055,0.150860863,0,0,,0.150860863,0.150639909,0.150765944,,1.001466767
,198,0,0,0.122851613,0.122849056,0.122843943,0.122833523,0.122817582,0.122796099,0.122769512,0.122739167,0.122708195,0.122683478,0.122679268,0.122702342,0.122736828,0.12277335,0.122807262,0.122836379,0.122859779,0.122877198,0.122888683,0.122894377,0.122897225,0,0,,0.122897225,0.122679268,0.122802136,,1.00177664
,199,0,0,0.099375096,0.099372527,0.099367388,0.09935694,0.099341018,0.099319684,0.099293504,0.099263974,0.099234324,0.099211199,0.099207559,0.099229448,0.099262667,0.099298369,0.099331909,0.099360963,0.099384467,0.099402044,0.099413669,0.099419444,0.099422332,0,0,,0.099422332,0.099207559,0.099327073,,1.002164881
,200,0,0,0.079499432,0.079496858,0.079491709,0.079481262,0.079465409,0.079444303,0.079418634,0.079390037,0.079361802,0.0793403,0.07933725,0.079358003,0.079389934,0.07942475,0.07945785,0.07948679,0.079510368,0.079528092,0.079539856,0.079545712,0.07954864,0,0,,0.07954864,0.07933725,0.07945319,,1.00266445
