iter A R
169400000 2 239
169500000 1 238
169600000 2 244
169700000 0 241
169800000 0 243
169900000 1 248
170000000 4 252
170100000 6 250
170200000 1 237
170300000 2 247
170400000 1 248
170500000 0 255
170600000 0 260
170700000 1 266
170800000 2 270
170900000 0 273
171000000 1 278
171100000 0 270
171200000 5 266
171300000 6 261
171400000 7 246
171500000 7 232
171600000 9 221
171700000 9 195
171800000 5 180
171900000 2 173
172000000 6 168
172100000 9 160
172200000 14 141
172300000 13 117
172400000 7 101
172500000 5 105
172600000 8 106
172700000 7 108
172800000 1 114
172900000 6 124
173000000 0 127
173100000 4 138
173200000 6 135
173300000 4 126
173400000 2 137
173500000 3 144
173600000 2 154
173700000 1 157
173800000 2 162
173900000 2 168
174000000 0 173
174100000 1 175
174200000 3 171
174300000 7 153
174400000 3 155
174500000 5 158
174600000 9 149
174700000 7 124
174800000 13 120
174900000 4 102
175000000 3 110
175100000 7 109
175200000 6 109
175300000 10 106
175400000 9 93
175500000 10 88
175600000 6 88
175700000 5 85
175800000 4 99
175900000 6 109
176000000 2 108
176100000 9 100
176200000 4 98
176300000 2 105
176400000 0 115
176500000 3 127
176600000 7 130
176700000 4 128
176800000 4 118
176900000 3 118
177000000 3 117
177100000 4 110
177200000 7 109
177300000 5 103
177400000 2 105
177500000 8 107
177600000 3 107
177700000 2 115
177800000 5 120
177900000 7 115
178000000 9 102
178100000 5 89
178200000 8 94
178300000 8 91
178400000 6 88
178500000 9 93
178600000 7 88
178700000 10 81
178800000 8 76
178900000 6 80
179000000 9 81
179100000 9 77
179200000 8 77
179300000 8 71
179400000 9 80
179500000 5 82
179600000 3 87
179700000 6 94
179800000 4 93
179900000 13 91
180000000 20 68
180100000 11 52
180200000 16 53
180300000 13 56
180400000 4 60
180500000 5 66
180600000 11 66
180700000 13 71
180800000 8 63
180900000 8 61
181000000 5 61
181100000 11 59
181200000 9 61
181300000 10 61
181400000 16 69
181500000 10 60
181600000 11 66
181700000 11 73
181800000 10 64
181900000 15 62
182000000 12 65
182100000 10 62
182200000 16 63
182300000 19 56
182400000 14 43
182500000 19 40
182600000 19 32
182700000 19 36
182800000 13 42
182900000 20 44
183000000 20 31
183100000 19 26
183200000 23 25
183300000 38 29
183400000 59 21
183500000 72 12
183600000 88 8
183700000 116 8
183800000 125 2
183900000 128 4
184000000 128 5
184100000 148 6
184200000 151 2
184300000 178 3
184400000 213 8
184500000 252 1
184600000 293 6
184700000 340 4
184800000 378 1
184900000 426 2
185000000 472 0
185100000 525 0
185200000 583 0
185300000 609 1
185400000 681 4
185500000 754 1
185600000 789 0
185700000 831 1
185800000 848 0
185900000 905 3
186000000 922 0
186100000 981 2
186200000 1037 2
186300000 1041 2
186400000 1048 0
186500000 1056 1
186600000 1083 1
186700000 1118 0
186800000 1155 0
186900000 1153 0
187000000 1194 0
187100000 1226 0
187200000 1244 1
187300000 1278 1
187400000 1300 1
187500000 1302 0
187600000 1312 3
187700000 1302 1
187800000 1319 2
187900000 1336 2
188000000 1358 1
188100000 1340 0
188200000 1366 1
188300000 1394 1
188400000 1416 1
188500000 1438 3
188600000 1428 0
188700000 1400 1
188800000 1398 1
188900000 1399 3
189000000 1397 1
189100000 1415 3
189200000 1389 0
189300000 1420 0
189400000 1417 1
189500000 1419 2
189600000 1382 3
189700000 1367 0
189800000 1365 1
189900000 1356 1
190000000 1321 1
190100000 1314 3
190200000 1244 0
190300000 1220 1
190400000 1192 1
190500000 1138 1
190600000 1125 2
190700000 1101 3
190800000 1080 2
190900000 1046 2
191000000 1006 3
191100000 1026 3
191200000 1015 0
191300000 998 4
191400000 988 1
191500000 934 4
191600000 888 2
191700000 859 4
191800000 838 3
191900000 791 6
192000000 754 6
192100000 752 1
192200000 718 7
192300000 708 7
192400000 714 1
192500000 693 2
192600000 668 7
192700000 649 4
192800000 621 6
192900000 604 6
193000000 603 3
193100000 590 8
193200000 541 6
193300000 500 8
193400000 474 7
193500000 473 7
193600000 459 8
193700000 441 11
193800000 422 4
193900000 385 8
194000000 365 12
194100000 340 11
194200000 327 15
194300000 324 6
194400000 329 15
194500000 307 10
194600000 290 9
194700000 236 8
194800000 205 22
194900000 200 18
195000000 183 19
195100000 149 22
195200000 104 33
195300000 49 57
195400000 37 81
195500000 20 97
195600000 13 116
195700000 12 175
195800000 11 211
195900000 2 264
196000000 1 314
196100000 1 367
196200000 2 420
196300000 3 454
196400000 3 493
196500000 7 496
196600000 4 502
196700000 0 526
196800000 1 560
196900000 0 598
197000000 3 643
197100000 0 679
197200000 0 730
197300000 2 755
197400000 1 775
197500000 0 811
197600000 0 811
197700000 1 819
197800000 3 821
197900000 1 829
198000000 0 846
198100000 0 851
198200000 2 880
198300000 0 888
198400000 1 924
198500000 0 948
198600000 0 955
198700000 3 966
198800000 0 974
198900000 1 982
199000000 1 978
199100000 0 970
199200000 0 987
199300000 1 1000
199400000 0 1009
199500000 0 1022
199600000 2 1023
199700000 0 1026
199800000 0 1029
199900000 0 1049
200000000 1 1063
200100000 1 1061
200200000 0 1078
200300000 0 1082
200400000 0 1097
200500000 1 1093
200600000 0 1097
200700000 1 1101
200800000 0 1094
200900000 1 1101
201000000 0 1100
201100000 2 1099
201200000 0 1088
201300000 0 1086
201400000 0 1101
201500000 1 1096
201600000 0 1091
201700000 0 1083
201800000 0 1083
201900000 0 1077
202000000 0 1076
202100000 0 1071
202200000 0 1066
202300000 0 1063
202400000 0 1049
202500000 1 1055
202600000 1 1056
202700000 0 1059
202800000 1 1048
202900000 1 1037
203000000 0 1016
203100000 0 1006
203200000 1 1001
203300000 0 1001
203400000 1 997
203500000 0 989
203600000 1 979
203700000 4 972
203800000 0 958
203900000 1 946
204000000 1 949
204100000 1 936
204200000 1 907
204300000 0 893
204400000 0 888
204500000 0 889
204600000 0 893
204700000 0 884
204800000 1 876
204900000 1 861
205000000 6 796
205100000 1 768
205200000 3 751
205300000 2 730
205400000 0 731
205500000 3 725
205600000 2 720
205700000 0 727
205800000 0 726
205900000 4 724
206000000 0 708
206100000 2 703
206200000 0 696
206300000 0 692
206400000 3 692
206500000 0 687
206600000 4 684
206700000 2 656
206800000 0 656
206900000 0 664
207000000 2 666
207100000 0 669
207200000 0 674
207300000 0 671
207400000 0 679
207500000 1 693
207600000 0 695
207700000 0 682
207800000 0 681
207900000 1 671
208000000 0 669
208100000 0 667
208200000 0 670
208300000 0 667
208400000 1 661
208500000 2 666
208600000 0 658
208700000 0 662
208800000 0 666
208900000 4 659
209000000 3 641
209100000 1 625
209200000 5 622
209300000 0 613
209400000 0 599
209500000 0 581
209600000 2 583
209700000 0 579
209800000 1 574
209900000 3 568
210000000 0 569
210100000 1 568
210200000 1 571
210300000 0 576
210400000 1 587
210500000 0 591
210600000 1 580
210700000 3 573
210800000 1 554
210900000 0 555
211000000 0 559
211100000 0 556
211200000 1 564
211300000 0 563
211400000 3 564
211500000 2 559
211600000 0 550
211700000 0 552
211800000 1 547
211900000 3 543
212000000 3 527
212100000 3 510
212200000 0 498
212300000 1 493
212400000 0 493
212500000 0 486
212600000 2 471
212700000 3 456
212800000 1 448
212900000 1 443
213000000 1 442
213100000 1 428
213200000 5 419
213300000 1 420
213400000 1 415
213500000 0 416
213600000 1 433
213700000 4 427
213800000 1 414
213900000 5 400
214000000 0 378
214100000 2 371
214200000 1 378
214300000 0 371
214400000 2 376
214500000 0 375
214600000 0 380
214700000 0 385
214800000 2 397
214900000 1 389
215000000 3 376
215100000 4 335
215200000 8 290
215300000 9 264
215400000 5 250
215500000 3 231
215600000 5 226
215700000 0 221
215800000 3 214
215900000 3 226
216000000 4 219
216100000 7 225
216200000 5 212
216300000 4 219
216400000 2 222
216500000 3 226
216600000 8 237
216700000 3 236
216800000 2 248
216900000 0 266
217000000 0 276
217100000 1 286
217200000 0 305
217300000 3 305
217400000 0 306
217500000 2 306
217600000 1 298
217700000 1 279
217800000 0 285
217900000 2 286
218000000 1 285
218100000 1 293
218200000 1 299
218300000 2 290
218400000 1 283
218500000 1 285
218600000 2 270
218700000 2 273
218800000 0 276
218900000 1 283
219000000 1 286
219100000 1 283
219200000 1 288
219300000 0 290
219400000 2 290
219500000 0 296
219600000 1 294
219700000 3 291
219800000 4 290
219900000 0 279
220000000 1 271
220100000 0 264
220200000 3 267
220300000 0 275
220400000 2 279
220500000 0 282
220600000 0 286
220700000 3 284
220800000 5 275
220900000 8 254
221000000 2 219
221100000 4 211
221200000 11 202
221300000 4 189
221400000 1 204
221500000 3 207
221600000 2 214
221700000 7 217
221800000 9 208
221900000 3 190
222000000 5 183
222100000 5 172
222200000 2 177
222300000 3 186
222400000 8 184
222500000 6 169
222600000 4 172
222700000 5 154
222800000 2 146
222900000 5 140
223000000 3 132
223100000 3 135
223200000 5 144
223300000 11 140
223400000 5 142
223500000 6 137
223600000 4 135
223700000 0 140
223800000 1 143
223900000 11 152
224000000 3 146
224100000 5 151
224200000 10 142
224300000 6 135
224400000 13 120
224500000 27 86
224600000 51 55
224700000 56 31
224800000 68 13
224900000 84 9
225000000 96 8
225100000 114 16
225200000 124 10
225300000 152 7
225400000 157 2
225500000 161 5
225600000 176 11
225700000 162 6
225800000 164 6
225900000 161 3
226000000 181 5
226100000 202 7
226200000 244 3
226300000 269 2
226400000 306 0
226500000 360 5
226600000 381 4
226700000 398 1
226800000 427 3
226900000 468 0
227000000 514 3
227100000 553 2
227200000 575 3
227300000 610 2
227400000 658 3
227500000 690 1
227600000 698 2
227700000 689 2
227800000 678 3
227900000 676 0
228000000 701 3
228100000 719 4
228200000 727 0
228300000 748 3
228400000 786 1
228500000 830 5
228600000 888 3
228700000 934 1
228800000 955 1
228900000 945 1
229000000 965 0
229100000 955 0
229200000 961 3
229300000 975 1
229400000 983 1
229500000 991 0
229600000 1025 0
229700000 1037 1
229800000 1058 3
229900000 1046 2
230000000 1061 1
230100000 1112 2
230200000 1156 0
230300000 1175 1
230400000 1174 4
230500000 1174 1
230600000 1171 2
230700000 1183 1
230800000 1186 1
230900000 1223 1
231000000 1218 0
231100000 1227 0
231200000 1209 4
231300000 1219 0
231400000 1246 2
231500000 1251 3
231600000 1226 3
231700000 1192 3
231800000 1121 3
231900000 1107 1
232000000 1071 1
232100000 1017 3
232200000 980 0
232300000 953 3
232400000 948 5
232500000 938 2
232600000 910 4
232700000 904 2
232800000 896 5
232900000 901 4
233000000 928 2
233100000 946 1
233200000 941 6
233300000 917 2
233400000 917 5
233500000 939 2
233600000 961 4
233700000 961 1
233800000 964 3
233900000 964 3
234000000 944 3
234100000 935 3
234200000 912 2
234300000 894 4
234400000 894 6
234500000 879 4
234600000 858 4
234700000 872 3
234800000 868 3
234900000 840 2
235000000 776 6
235100000 721 7
235200000 707 5
235300000 678 5
235400000 674 5
235500000 654 4
235600000 647 3
235700000 648 8
235800000 606 6
235900000 572 4
236000000 514 11
236100000 464 11
236200000 429 8
236300000 382 13
236400000 323 14
236500000 279 14
236600000 226 23
236700000 170 17
236800000 127 27
236900000 98 36
237000000 76 45
237100000 66 45
237200000 48 60
237300000 29 90
237400000 18 146
237500000 11 171
237600000 9 218
237700000 3 278
237800000 4 316
237900000 3 353
238000000 1 402
238100000 0 467
238200000 2 518
238300000 2 577
238400000 0 616
238500000 6 640
238600000 3 671
238700000 1 696
238800000 2 734
238900000 1 783
239000000 0 834
239100000 1 868
239200000 1 891
239300000 0 925
239400000 0 944
239500000 0 976
239600000 0 1000
239700000 0 1032
239800000 0 1060
239900000 0 1091
240000000 1 1099
240100000 0 1118
240200000 0 1124
240300000 0 1144
240400000 0 1142
240500000 1 1147
240600000 1 1143
240700000 0 1147
240800000 0 1151
240900000 0 1153
241000000 2 1173
241100000 0 1179
241200000 3 1168
241300000 0 1157
241400000 1 1163
241500000 2 1167
241600000 2 1166
241700000 0 1162
241800000 0 1159
241900000 1 1171
242000000 2 1168
242100000 0 1160
242200000 1 1134
242300000 0 1119
242400000 0 1099
242500000 0 1108
242600000 0 1114
242700000 1 1116
242800000 0 1121
242900000 1 1111
243000000 0 1115
243100000 0 1115
243200000 1 1106
243300000 0 1098
243400000 0 1081
243500000 1 1072
243600000 0 1079
243700000 0 1087
243800000 0 1087
243900000 0 1090
244000000 0 1091
244100000 0 1099
244200000 0 1097
244300000 1 1098
244400000 1 1076
244500000 1 1057
244600000 0 1046
244700000 0 1054
244800000 0 1042
244900000 0 1046
245000000 1 1042
245100000 1 1047
245200000 0 1041
245300000 1 1034
245400000 0 1031
245500000 0 1023
245600000 0 1013
245700000 1 1021
245800000 0 1009
245900000 0 1001
246000000 1 990
246100000 2 976
246200000 0 956
246300000 1 944
246400000 1 936
246500000 0 932
246600000 0 923
246700000 3 911
246800000 0 894
246900000 0 877
247000000 0 870
247100000 0 858
247200000 2 855
247300000 0 834
247400000 2 813
247500000 1 785
247600000 2 764
247700000 1 765
247800000 0 758
247900000 0 750
248000000 0 737
248100000 1 730
248200000 0 722
248300000 0 717
248400000 1 718
248500000 1 702
248600000 1 695
248700000 1 703
248800000 0 705
248900000 0 696
249000000 2 667
249100000 1 648
249200000 1 649
249300000 0 638
249400000 1 607
249500000 0 591
249600000 0 579
249700000 0 574
249800000 1 572
249900000 0 571
250000000 0 566
250100000 2 558
250200000 1 556
250300000 1 552
250400000 0 565
250500000 0 548
250600000 0 566
250700000 0 581
250800000 1 579
250900000 1 579
251000000 3 570
251100000 2 562
251200000 3 545
251300000 3 517
251400000 1 513
251500000 0 515
251600000 1 525
251700000 0 514
251800000 0 525
251900000 2 531
252000000 2 529
252100000 2 514
252200000 0 512
252300000 4 507
252400000 1 488
252500000 3 482
252600000 0 459
252700000 3 442
252800000 1 430
252900000 1 431
253000000 1 431
253100000 4 422
253200000 1 421
253300000 0 416
253400000 2 415
253500000 6 409
253600000 4 389
253700000 3 382
253800000 0 382
253900000 2 387
254000000 2 387
254100000 3 393
254200000 0 396
254300000 1 399
254400000 1 378
254500000 3 371
254600000 2 358
254700000 4 334
254800000 1 324
254900000 3 322
255000000 0 307
255100000 2 316
255200000 1 324
255300000 1 320
255400000 1 320
255500000 0 326
255600000 2 312
255700000 2 305
255800000 3 302
255900000 1 302
256000000 0 302
256100000 5 297
256200000 3 290
256300000 4 284
256400000 3 280
256500000 1 274
256600000 1 276
256700000 1 277
256800000 4 278
256900000 5 287
257000000 2 282
257100000 3 276
257200000 4 274
257300000 3 271
257400000 0 275
257500000 3 288
257600000 1 285
257700000 0 291
257800000 1 306
257900000 1 307
258000000 1 305
258100000 0 307
258200000 1 313
258300000 3 317
258400000 1 308
258500000 2 313
258600000 1 316
258700000 0 315
258800000 3 320
258900000 1 319
259000000 2 315
259100000 1 293
259200000 4 287
259300000 4 268
259400000 1 246
259500000 2 247
259600000 4 242
259700000 5 238
259800000 2 242
259900000 1 237
260000000 1 239
260100000 3 236
260200000 1 239
260300000 3 237
260400000 4 234
260500000 6 227
260600000 8 203
260700000 2 193
260800000 9 188
260900000 8 188
261000000 3 179
261100000 3 180
261200000 6 176
261300000 3 164
261400000 1 166
261500000 2 174
261600000 7 181
261700000 5 176
261800000 3 172
261900000 7 173
262000000 2 169
262100000 0 179
262200000 1 187
262300000 4 195
262400000 6 179
262500000 23 148
262600000 19 102
262700000 16 82
262800000 15 65
262900000 21 63
263000000 15 64
263100000 23 67
263200000 30 57
263300000 41 46
263400000 36 26
263500000 31 30
263600000 43 24
263700000 55 20
263800000 64 16
263900000 95 19
264000000 81 10
264100000 80 9
264200000 102 11
264300000 115 8
264400000 140 10
264500000 146 8
264600000 147 7
264700000 163 7
264800000 177 7
264900000 204 3
265000000 236 4
265100000 236 5
265200000 284 7
265300000 320 4
265400000 316 5
265500000 309 4
265600000 328 2
265700000 334 2
265800000 328 3
265900000 351 2
266000000 372 3
266100000 418 2
266200000 463 3
266300000 537 5
266400000 591 1
266500000 639 2
266600000 684 1
266700000 691 4
266800000 701 1
266900000 763 2
267000000 801 0
267100000 877 3
267200000 912 1
267300000 960 0
267400000 977 2
267500000 987 0
267600000 1023 1
267700000 1059 0
267800000 1081 0
267900000 1117 1
268000000 1140 2
268100000 1131 1
268200000 1157 1
268300000 1152 1
268400000 1138 0
268500000 1151 2
268600000 1129 2
268700000 1113 1
268800000 1112 3
268900000 1102 1
269000000 1069 1
269100000 1037 0
269200000 1017 0
269300000 1029 2
269400000 1011 2
269500000 1004 1
269600000 1012 2
269700000 1016 3
269800000 1032 4
269900000 1037 2
270000000 1021 0
270100000 1003 2
270200000 1019 2
270300000 991 1
270400000 973 2
270500000 978 2
270600000 966 5
270700000 962 1
270800000 985 4
270900000 981 0
271000000 994 3
271100000 1009 1
271200000 999 0
271300000 1014 1
271400000 1023 2
271500000 1023 3
271600000 1050 2
271700000 1041 0
271800000 1025 6
271900000 990 2
272000000 973 1
272100000 949 1
272200000 939 4
272300000 915 4
272400000 883 2
272500000 837 5
272600000 835 1
272700000 806 1
272800000 798 6
272900000 799 3
273000000 810 2
273100000 821 2
273200000 815 5
273300000 814 4
273400000 781 6
273500000 783 1
273600000 825 2
273700000 789 1
273800000 746 4
273900000 754 2
274000000 773 1
274100000 781 3
274200000 791 3
274300000 778 3
274400000 786 6
274500000 782 8
274600000 714 1
274700000 678 4
274800000 663 7
274900000 656 7
275000000 600 9
275100000 578 0
275200000 554 2
275300000 533 6
275400000 512 5
275500000 513 5
275600000 469 12
275700000 448 14
275800000 412 11
275900000 403 10
276000000 405 13
276100000 398 18
276200000 344 19
276300000 327 6
276400000 282 18
276500000 244 12
276600000 209 13
276700000 157 23
276800000 113 26
276900000 70 44
277000000 30 84
277100000 9 135
277200000 3 208
277300000 0 294
277400000 2 373
277500000 0 447
277600000 3 507
277700000 0 558
277800000 0 611
277900000 1 646
278000000 0 687
278100000 0 716
278200000 2 740
278300000 1 764
278400000 0 806
278500000 0 840
278600000 4 853
278700000 1 874
278800000 2 880
278900000 0 914
279000000 0 947
279100000 0 988
279200000 0 1019
279300000 0 1049
279400000 1 1061
279500000 0 1074
279600000 0 1085
279700000 0 1084
279800000 0 1105
279900000 0 1114
280000000 1 1118
280100000 1 1125
280200000 0 1133
280300000 1 1153
280400000 0 1177
280500000 0 1175
280600000 0 1164
280700000 0 1165
280800000 2 1130
280900000 2 1104
281000000 1 1105
281100000 2 1099
281200000 0 1115
281300000 1 1107
281400000 1 1103
281500000 0 1120
281600000 0 1135
281700000 0 1143
281800000 0 1146
281900000 1 1153
282000000 0 1145
282100000 1 1154
282200000 0 1165
282300000 0 1163
282400000 4 1170
282500000 1 1164
282600000 1 1149
282700000 0 1149
282800000 3 1128
282900000 2 1105
283000000 0 1087
283100000 1 1073
283200000 3 1070
283300000 1 1065
283400000 2 1070
283500000 0 1074
283600000 1 1063
283700000 0 1073
283800000 0 1074
283900000 1 1081
284000000 0 1073
284100000 0 1075
284200000 0 1068
284300000 0 1069
284400000 0 1067
284500000 0 1069
284600000 1 1056
284700000 0 1037
284800000 2 1046
284900000 2 1033
285000000 1 1033
285100000 0 1027
285200000 0 1015
285300000 0 1010
285400000 1 1014
285500000 0 1021
285600000 1 1017
285700000 1 1011
285800000 0 1009
285900000 0 995
286000000 1 993
286100000 0 981
286200000 4 959
286300000 4 904
286400000 5 864
286500000 1 845
286600000 2 829
286700000 3 813
286800000 0 794
286900000 2 784
287000000 0 786
287100000 1 782
287200000 0 788
287300000 0 809
287400000 0 811
287500000 2 801
287600000 0 788
287700000 0 767
287800000 2 757
287900000 0 740
288000000 1 749
288100000 0 756
288200000 0 752
288300000 0 750
288400000 2 751
288500000 1 746
288600000 3 740
288700000 1 728
288800000 0 721
288900000 0 722
289000000 0 730
289100000 0 724
289200000 0 734
289300000 0 733
289400000 0 722
289500000 3 702
289600000 1 693
289700000 1 695
289800000 0 693
289900000 2 694
290000000 2 701
290100000 0 701
290200000 1 702
290300000 1 691
290400000 0 700
290500000 1 700
290600000 2 708
290700000 0 693
290800000 1 685
290900000 1 697
291000000 2 691
291100000 0 678
291200000 0 670
291300000 0 665
291400000 1 671
291500000 0 670
291600000 1 670
291700000 2 656
291800000 0 656
291900000 0 655
292000000 2 641
292100000 3 628
292200000 1 627
292300000 0 627
292400000 0 626
292500000 1 623
292600000 0 620
292700000 0 616
292800000 1 617
292900000 1 624
293000000 0 627
293100000 0 629
293200000 0 632
293300000 0 630
293400000 0 626
293500000 0 619
293600000 0 620
293700000 1 603
293800000 0 582
293900000 0 561
294000000 5 546
294100000 4 507
294200000 5 475
294300000 3 453
294400000 2 443
294500000 2 425
294600000 2 422
294700000 1 419
294800000 0 415
294900000 0 408
295000000 2 404
295100000 2 404
295200000 2 389
295300000 2 387
295400000 2 380
295500000 1 382
295600000 2 380
295700000 1 385
295800000 1 394
295900000 0 392
296000000 0 391
296100000 1 398
296200000 2 397
296300000 0 403
296400000 0 405
296500000 0 414
296600000 1 415
296700000 0 423
296800000 2 440
296900000 2 447
297000000 2 451
297100000 0 448
297200000 3 454
297300000 0 447
297400000 2 441
297500000 1 443
297600000 0 442
297700000 0 440
297800000 0 448
297900000 0 441
298000000 1 432
298100000 1 429
298200000 0 429
298300000 0 423
298400000 1 415
298500000 3 410
298600000 2 399
298700000 1 387
298800000 0 384
298900000 0 391
299000000 0 387
299100000 1 388
299200000 0 388
299300000 4 368
299400000 3 343
299500000 1 337
299600000 1 334
299700000 0 323
299800000 1 310
299900000 4 295
300000000 1 294
300100000 1 297
300200000 0 302
300300000 0 306
300400000 4 301
300500000 4 274
300600000 7 246
300700000 3 239
300800000 2 232
300900000 7 224
301000000 2 216
301100000 10 201
301200000 7 190
301300000 9 181
301400000 2 180
301500000 6 166
301600000 4 159
301700000 5 163
301800000 6 164
301900000 7 168
302000000 3 170
302100000 2 170
302200000 2 176
302300000 1 181
302400000 2 186
302500000 5 190
302600000 0 182
302700000 2 190
302800000 4 194
302900000 2 197
303000000 0 216
303100000 1 228
303200000 2 240
303300000 2 237
303400000 4 237
303500000 5 222
303600000 0 224
303700000 0 222
303800000 5 215
303900000 4 211
304000000 2 199
304100000 3 206
304200000 4 204
304300000 3 201
304400000 5 202
304500000 4 193
304600000 6 197
304700000 4 182
304800000 8 164
304900000 2 156
305000000 6 150
305100000 1 140
305200000 3 150
305300000 1 158
305400000 2 166
305500000 2 173
305600000 4 184
305700000 13 179
305800000 6 154
305900000 5 138
306000000 4 139
306100000 1 144
306200000 0 152
306300000 0 165
306400000 1 166
306500000 2 173
306600000 2 186
306700000 2 192
306800000 1 197
306900000 2 197
307000000 2 201
307100000 1 208
307200000 2 215
307300000 1 222
307400000 3 221
307500000 2 215
307600000 5 203
307700000 8 185
307800000 4 166
307900000 2 159
308000000 2 152
308100000 4 151
308200000 9 135
308300000 10 120
308400000 4 119
308500000 5 112
308600000 5 114
308700000 6 114
308800000 1 112
308900000 6 123
309000000 7 118
309100000 5 115
309200000 2 118
309300000 3 125
309400000 6 135
309500000 4 132
309600000 5 138
309700000 3 139
309800000 2 144
309900000 1 155
310000000 5 146
310100000 7 141
310200000 3 146
310300000 3 145
310400000 3 146
310500000 4 151
310600000 6 145
310700000 7 128
310800000 7 119
310900000 11 124
311000000 8 122
311100000 6 119
311200000 2 119
311300000 7 111
311400000 2 114
311500000 2 130
311600000 7 128
311700000 4 107
311800000 3 107
311900000 6 106
312000000 8 104
312100000 10 106
312200000 4 109
312300000 6 119
312400000 2 116
312500000 8 114
312600000 9 116
312700000 2 107
312800000 4 109
312900000 0 117
313000000 4 128
313100000 6 121
313200000 4 120
313300000 5 122
313400000 2 119
313500000 3 118
313600000 0 121
313700000 5 122
313800000 3 124
313900000 3 125
314000000 4 129
314100000 2 130
314200000 5 136
314300000 3 134
314400000 9 129
314500000 5 118
314600000 6 121
314700000 9 103
314800000 4 101
314900000 3 98
315000000 2 97
315100000 8 93
315200000 9 84
315300000 15 68
315400000 13 46
315500000 36 41
315600000 34 35
315700000 30 32
315800000 36 23
315900000 48 21
316000000 100 13
316100000 140 9
316200000 168 8
316300000 220 2
316400000 303 3
316500000 378 2
316600000 477 3
316700000 548 1
316800000 586 4
316900000 669 5
317000000 700 3
317100000 712 1
317200000 757 1
317300000 809 2
317400000 829 2
317500000 855 1
317600000 844 0
317700000 888 0
317800000 937 2
317900000 930 2
318000000 988 0
318100000 1007 1
318200000 1029 3
318300000 1055 0
318400000 1076 1
318500000 1087 3
318600000 1096 0
318700000 1142 0
318800000 1149 1
318900000 1102 1
319000000 1096 0
319100000 1110 1
319200000 1106 2
319300000 1080 2
319400000 1060 2
319500000 1053 3
319600000 1038 5
319700000 1034 4
319800000 1038 0
319900000 1034 3
320000000 1077 3
320100000 1088 0
320200000 1064 2
320300000 1033 5
320400000 1024 4
320500000 1025 2
320600000 1040 2
320700000 1033 2
320800000 1023 1
320900000 1014 2
321000000 1011 2
321100000 1012 0
321200000 1017 3
321300000 1038 2
321400000 1065 3
321500000 1057 1
321600000 1064 5
321700000 1044 4
321800000 1016 2
321900000 1024 4
322000000 1038 0
322100000 1020 3
322200000 1030 0
322300000 1008 3
322400000 992 1
322500000 995 3
322600000 996 3
322700000 980 5
322800000 975 1
322900000 957 7
323000000 955 3
323100000 954 1
323200000 937 3
323300000 922 1
323400000 865 5
323500000 856 6
323600000 836 3
323700000 787 3
323800000 738 3
323900000 731 2
324000000 736 5
324100000 746 6
324200000 727 3
324300000 730 1
324400000 734 6
324500000 741 4
324600000 730 6
324700000 730 11
324800000 695 10
324900000 666 4
325000000 641 5
325100000 607 11
325200000 579 9
325300000 524 9
325400000 493 8
325500000 463 7
325600000 462 11
325700000 458 5
325800000 423 7
325900000 378 9
326000000 323 8
326100000 287 18
326200000 245 11
326300000 248 11
326400000 257 18
326500000 265 9
326600000 223 20
326700000 174 22
326800000 146 25
326900000 107 35
327000000 70 40
327100000 58 54
327200000 25 94
327300000 9 135
327400000 7 210
327500000 3 292
327600000 2 383
327700000 1 456
327800000 3 525
327900000 1 548
328000000 1 581
328100000 1 619
328200000 0 670
328300000 0 718
328400000 1 765
328500000 2 799
328600000 0 836
328700000 0 883
328800000 0 922
328900000 0 949
329000000 0 983
329100000 0 1031
329200000 0 1059
329300000 1 1086
329400000 0 1121
329500000 0 1148
329600000 0 1188
329700000 0 1220
329800000 0 1252
329900000 0 1267
330000000 0 1274
330100000 0 1276
330200000 1 1277
330300000 3 1273
330400000 0 1267
330500000 1 1264
330600000 2 1259
330700000 0 1256
330800000 1 1267
330900000 0 1267
331000000 1 1263
331100000 0 1249
331200000 2 1230
331300000 0 1222
331400000 0 1214
331500000 1 1209
331600000 0 1205
331700000 0 1222
331800000 1 1232
331900000 1 1224
332000000 0 1236
332100000 0 1231
332200000 1 1232
332300000 2 1228
332400000 0 1213
332500000 0 1189
332600000 0 1191
332700000 3 1198
332800000 0 1192
332900000 1 1200
333000000 2 1210
333100000 1 1215
333200000 1 1224
333300000 0 1224
333400000 1 1219
333500000 0 1234
333600000 1 1235
333700000 1 1249
333800000 1 1242
333900000 0 1243
334000000 0 1244
334100000 2 1238
334200000 0 1236
334300000 1 1242
334400000 1 1243
334500000 0 1233
334600000 0 1190
334700000 1 1163
334800000 0 1156
334900000 0 1155
335000000 0 1148
335100000 0 1136
335200000 6 1108
335300000 1 1091
335400000 0 1082
335500000 0 1061
335600000 2 1033
335700000 1 1002
335800000 1 987
335900000 2 966
336000000 2 958
336100000 1 934
336200000 1 941
336300000 1 946
336400000 0 940
336500000 0 940
336600000 0 952
336700000 0 969
336800000 0 987
336900000 0 1002
337000000 0 1007
337100000 0 1009
337200000 0 1008
337300000 0 1007
337400000 1 993
337500000 0 989
337600000 1 972
337700000 2 950
337800000 0 930
337900000 0 927
338000000 0 921
338100000 0 927
338200000 1 920
338300000 0 910
338400000 1 901
338500000 0 899
338600000 1 895
338700000 0 882
338800000 1 868
338900000 1 852
339000000 0 847
339100000 0 844
339200000 0 838
